,Time,Timestamp,DC Voltage PV1(V),AC Output Total Power (Active)(W),Daily Generation (Active)(kWh),Wind Speed ( MPH ),Wind Average ( MPH ),Week_label,Power_round,Voltage_round,Curve_Iteration
11/29/2021 6:30,11/29/2021 6:30,11/29/2021 6:30,152.5,0,0.1,12,10,7,0,150,2
11/29/2021 6:35,11/29/2021 6:36,11/29/2021 6:35,153.1,0,0.1,12,11,7,0,150,2
11/29/2021 6:40,11/29/2021 6:41,11/29/2021 6:40,182.7,17.81,0.1,16,12,7,20,180,2
11/29/2021 6:45,11/29/2021 6:46,11/29/2021 6:45,185.3,36.13,0.1,16,13,7,40,190,2
11/29/2021 6:50,11/29/2021 6:52,11/29/2021 6:50,186.7,91.01,0.1,14,12,7,90,190,2
11/29/2021 6:55,11/29/2021 6:57,11/29/2021 6:55,180.5,0,0.1,16,14,7,0,180,2
11/29/2021 7:05,11/29/2021 7:02,11/29/2021 7:05,186.5,90.91,0.1,16,13,7,90,190,2
11/29/2021 7:10,11/29/2021 7:08,11/29/2021 7:10,181.8,35.45,0.1,16,14,7,40,180,2
11/29/2021 7:15,11/29/2021 7:13,11/29/2021 7:15,189.1,129.06,0.1,17,14,7,130,190,2
11/29/2021 7:20,11/29/2021 7:18,11/29/2021 7:20,187.3,91.3,0.1,16,14,7,90,190,2
11/29/2021 7:25,11/29/2021 7:24,11/29/2021 7:25,191.8,130.9,0.1,16,14,7,130,190,2
11/29/2021 7:30,11/29/2021 7:29,11/29/2021 7:30,194.2,132.54,0.1,16,13,7,130,190,2
11/29/2021 7:35,11/29/2021 7:34,11/29/2021 7:35,187.6,91.45,0.1,16,13,7,90,190,2
11/29/2021 7:40,11/29/2021 7:40,11/29/2021 7:40,185.2,90.28,0.1,14,13,7,90,190,2
11/29/2021 7:45,11/29/2021 7:45,11/29/2021 7:45,189.3,129.19,0.1,17,13,7,130,190,2
11/29/2021 7:50,11/29/2021 7:50,11/29/2021 7:50,185.7,90.52,0.1,19,15,7,90,190,2
11/29/2021 7:55,11/29/2021 7:56,11/29/2021 7:55,186.3,36.32,0.1,17,15,7,40,190,2
11/29/2021 8:00,11/29/2021 8:01,11/29/2021 8:00,182.7,0,0.1,19,16,7,0,180,2
11/29/2021 8:05,11/29/2021 8:06,11/29/2021 8:05,181.3,0,0.1,17,15,7,0,180,2
11/29/2021 8:10,11/29/2021 8:12,11/29/2021 8:10,186.3,36.32,0.1,19,15,7,40,190,2
11/29/2021 8:20,11/29/2021 8:17,11/29/2021 8:20,189.3,129.19,0.1,19,16,7,130,190,2
11/29/2021 8:25,11/29/2021 8:22,11/29/2021 8:25,196.1,191.19,0.2,20,17,7,190,200,2
11/29/2021 8:30,11/29/2021 8:28,11/29/2021 8:30,193.3,131.92,0.2,17,15,7,130,190,2
11/29/2021 8:35,11/29/2021 8:33,11/29/2021 8:35,190,129.67,0.2,19,15,7,130,190,2
11/29/2021 8:40,11/29/2021 8:39,11/29/2021 8:40,215.3,251.9,0.2,20,17,7,250,220,2
11/29/2021 8:45,11/29/2021 8:44,11/29/2021 8:45,183.3,35.74,0.2,20,16,7,40,180,2
11/29/2021 8:50,11/29/2021 8:49,11/29/2021 8:50,189.5,129.33,0.2,20,16,7,130,190,2
11/29/2021 8:55,11/29/2021 8:55,11/29/2021 8:55,186.3,90.82,0.2,19,14,7,90,190,2
11/29/2021 9:00,11/29/2021 9:00,11/29/2021 9:00,181,0,0.2,17,13,7,0,180,2
11/29/2021 9:05,11/29/2021 9:05,11/29/2021 9:05,231.7,338.86,0.2,24,16,7,340,230,2
11/29/2021 9:10,11/29/2021 9:11,11/29/2021 9:10,203.3,198.21,0.3,20,16,7,200,200,2
11/29/2021 9:15,11/29/2021 9:16,11/29/2021 9:15,189.8,129.53,0.3,20,16,7,130,190,2
11/29/2021 9:20,11/29/2021 9:21,11/29/2021 9:20,221.5,259.15,0.3,19,15,7,260,220,2
11/29/2021 9:25,11/29/2021 9:27,11/29/2021 9:25,184.7,36.01,0.3,20,16,7,40,180,2
11/29/2021 9:30,11/29/2021 9:32,11/29/2021 9:30,250.8,489.06,0.3,24,17,7,490,250,2
11/29/2021 9:40,11/29/2021 9:37,11/29/2021 9:40,182.8,0,0.3,20,17,7,0,180,2
11/29/2021 9:45,11/29/2021 9:43,11/29/2021 9:45,188.1,91.69,0.3,28,19,7,90,190,2
11/29/2021 9:50,11/29/2021 9:48,11/29/2021 9:50,254.8,546.54,0.3,27,19,7,550,250,2
11/29/2021 9:55,11/29/2021 9:53,11/29/2021 9:55,199.7,194.7,0.4,20,15,7,190,200,2
11/29/2021 10:00,11/29/2021 9:59,11/29/2021 10:00,180.8,0,0.4,22,18,7,0,180,2
11/29/2021 10:05,11/29/2021 10:04,11/29/2021 10:05,232.2,339.59,0.4,24,19,7,340,230,2
11/29/2021 10:10,11/29/2021 10:09,11/29/2021 10:10,221.6,259.27,0.4,28,23,7,260,220,2
11/29/2021 10:15,11/29/2021 10:15,11/29/2021 10:15,201.7,196.65,0.4,30,21,7,200,200,2
11/29/2021 10:20,11/29/2021 10:20,11/29/2021 10:20,179,0,0.5,33,22,7,0,180,2
11/29/2021 10:25,11/29/2021 10:25,11/29/2021 10:25,185.2,90.28,0.5,30,23,7,90,190,2
11/29/2021 10:30,11/29/2021 10:31,11/29/2021 10:30,215.1,251.66,0.5,25,19,7,250,220,2
11/29/2021 10:35,11/29/2021 10:36,11/29/2021 10:35,185,90.18,0.5,35,25,7,90,180,2
11/29/2021 10:40,11/29/2021 10:42,11/29/2021 10:40,225,329.06,0.6,35,28,7,330,220,2
11/29/2021 10:45,11/29/2021 10:47,11/29/2021 10:45,269.8,683.94,0.6,32,22,7,680,270,2
11/29/2021 10:55,11/29/2021 10:52,11/29/2021 10:55,187.5,127.96,0.6,33,25,7,130,190,2
11/29/2021 11:00,11/29/2021 10:58,11/29/2021 11:00,206.1,200.94,0.7,25,21,7,200,210,2
11/29/2021 11:05,11/29/2021 11:03,11/29/2021 11:05,188,36.66,0.7,35,23,7,40,190,2
11/29/2021 11:10,11/29/2021 11:08,11/29/2021 11:10,247,481.65,0.7,28,16,7,480,250,2
11/29/2021 11:15,11/29/2021 11:14,11/29/2021 11:15,182.7,0,0.7,32,25,7,0,180,2
11/29/2021 11:20,11/29/2021 11:22,11/29/2021 11:20,227.1,332.13,0.8,33,28,7,330,230,2
11/29/2021 11:30,11/29/2021 11:27,11/29/2021 11:30,184.5,35.97,0.8,28,22,7,40,180,2
11/29/2021 11:35,11/29/2021 11:33,11/29/2021 11:35,185.6,90.47,0.8,27,21,7,90,190,2
11/29/2021 11:40,11/29/2021 11:38,11/29/2021 11:40,247.2,482.03,0.9,27,18,7,480,250,2
11/29/2021 11:45,11/29/2021 11:43,11/29/2021 11:45,190.7,92.96,0.9,28,22,7,90,190,2
11/29/2021 11:50,11/29/2021 11:49,11/29/2021 11:50,251.2,489.84,0.9,33,25,7,490,250,2
11/29/2021 11:55,11/29/2021 11:54,11/29/2021 11:55,200.5,195.48,0.9,32,25,7,200,200,2
11/29/2021 12:00,11/29/2021 11:59,11/29/2021 12:00,245.5,478.72,0.9,32,22,7,480,250,2
11/29/2021 12:05,11/29/2021 12:05,11/29/2021 12:05,181.8,0,0.9,27,20,7,0,180,2
11/29/2021 12:10,11/29/2021 12:10,11/29/2021 12:10,229.3,335.35,1,35,24,7,340,230,2
11/29/2021 12:15,11/29/2021 12:15,11/29/2021 12:15,186.8,91.06,1,30,24,7,90,190,2
11/29/2021 12:20,11/29/2021 12:21,11/29/2021 12:20,190.7,130.15,1,27,20,7,130,190,2
11/29/2021 12:25,11/29/2021 12:26,11/29/2021 12:25,169.3,0,1,27,20,7,0,170,2
11/29/2021 12:30,11/29/2021 12:32,11/29/2021 12:30,189,128.99,1,30,23,7,130,190,2
11/29/2021 12:35,11/29/2021 12:37,11/29/2021 12:35,185.1,36.09,1,30,23,7,40,190,2
11/29/2021 12:45,11/29/2021 12:42,11/29/2021 12:45,187.2,109.51,1.1,30,23,7,110,190,2
11/29/2021 12:50,11/29/2021 12:48,11/29/2021 12:50,274.2,721.83,1.1,30,22,7,720,270,2
11/29/2021 12:55,11/29/2021 12:53,11/29/2021 12:55,187.2,36.5,1.1,30,21,7,40,190,2
11/29/2021 13:00,11/29/2021 12:58,11/29/2021 13:00,179.7,0,1.1,35,26,7,0,180,2
11/29/2021 13:05,11/29/2021 13:04,11/29/2021 13:05,231.1,337.98,1.2,32,24,7,340,230,2
11/29/2021 13:10,11/29/2021 13:09,11/29/2021 13:10,188,128.31,1.2,36,23,7,130,190,2
11/29/2021 13:15,11/29/2021 13:14,11/29/2021 13:15,225,329.06,1.2,32,28,7,330,220,2
11/29/2021 13:20,11/29/2021 13:20,11/29/2021 13:20,244,475.8,1.3,33,24,7,480,240,2
11/29/2021 13:25,11/29/2021 13:25,11/29/2021 13:25,185.7,90.52,1.3,27,21,7,90,190,2
11/29/2021 13:30,11/29/2021 13:31,11/29/2021 13:30,197.1,192.17,1.3,32,23,7,190,200,2
11/29/2021 13:35,11/29/2021 13:36,11/29/2021 13:35,186.5,90.91,1.3,28,22,7,90,190,2
11/29/2021 13:40,11/29/2021 13:41,11/29/2021 13:40,248.6,484.77,1.4,36,25,7,480,250,2
11/29/2021 13:45,11/29/2021 13:47,11/29/2021 13:45,197.3,192.36,1.4,33,25,7,190,200,2
11/29/2021 13:50,11/29/2021 13:52,11/29/2021 13:50,233.7,364.57,1.5,40,27,7,360,230,2
11/29/2021 14:00,11/29/2021 13:57,11/29/2021 14:00,214,250.38,1.5,41,30,7,250,210,2
11/29/2021 14:05,11/29/2021 14:03,11/29/2021 14:05,231.3,338.27,1.6,36,27,7,340,230,2
11/29/2021 14:10,11/29/2021 14:08,11/29/2021 14:10,230.1,336.52,1.6,41,33,7,340,230,2
11/29/2021 14:15,11/29/2021 14:13,11/29/2021 14:15,302.2,1090.18,1.7,43,34,7,1090,300,2
11/29/2021 14:20,11/29/2021 14:19,11/29/2021 14:20,304.2,1097.4,1.8,41,29,7,1100,300,2
11/29/2021 14:25,11/29/2021 14:24,11/29/2021 14:25,188.3,91.79,1.8,33,29,7,90,190,2
11/29/2021 14:30,11/29/2021 14:29,11/29/2021 14:30,237,392.82,1.9,35,27,7,390,240,2
11/29/2021 14:35,11/29/2021 14:35,11/29/2021 14:35,218.6,255.76,1.9,36,30,7,260,220,2
11/29/2021 14:40,11/29/2021 14:40,11/29/2021 14:40,300,1082.25,2,36,32,7,1080,300,2
11/29/2021 14:45,11/29/2021 14:46,11/29/2021 14:45,234.7,389.01,2,41,28,7,390,230,2
11/29/2021 14:50,11/29/2021 14:51,11/29/2021 14:50,257.7,552.76,2.1,32,25,7,550,260,2
11/29/2021 14:55,11/29/2021 14:56,11/29/2021 14:55,198,193.04,2.1,35,27,7,190,200,2
11/29/2021 15:00,11/29/2021 15:02,11/29/2021 15:00,247.3,482.23,2.1,36,31,7,480,250,2
11/29/2021 15:05,11/29/2021 15:07,11/29/2021 15:05,276.1,726.83,2.2,36,24,7,730,280,2
11/29/2021 15:15,11/29/2021 15:12,11/29/2021 15:15,181.6,0,2.2,27,20,7,0,180,2
11/29/2021 15:20,11/29/2021 15:18,11/29/2021 15:20,183.6,89.5,2.2,24,17,7,90,180,2
11/29/2021 15:25,11/29/2021 15:23,11/29/2021 15:25,185.2,36.11,2.2,27,19,7,40,190,2
11/29/2021 15:30,11/29/2021 15:28,11/29/2021 15:30,208.8,244.29,2.3,27,20,7,240,210,2
11/29/2021 15:35,11/29/2021 15:34,11/29/2021 15:35,254.6,546.11,2.3,28,21,7,550,250,2
11/29/2021 15:40,11/29/2021 15:39,11/29/2021 15:40,237.8,394.15,2.3,32,22,7,390,240,2
11/29/2021 15:45,11/29/2021 15:44,11/29/2021 15:45,222.2,259.97,2.3,30,21,7,260,220,2
11/29/2021 15:50,11/29/2021 15:50,11/29/2021 15:50,227.2,332.28,2.3,33,23,7,330,230,2
11/29/2021 15:55,11/29/2021 15:55,11/29/2021 15:55,269,655.68,2.3,38,29,7,660,270,2
11/29/2021 16:00,11/29/2021 16:01,11/29/2021 16:00,266,648.37,2.4,35,29,7,650,270,2
11/29/2021 16:05,11/29/2021 16:06,11/29/2021 16:05,246.5,480.67,2.4,32,22,7,480,250,2
11/29/2021 16:10,11/29/2021 16:11,11/29/2021 16:10,181.1,0,2.5,33,24,7,0,180,2
11/29/2021 16:15,11/29/2021 16:17,11/29/2021 16:15,211.6,247.57,2.5,27,23,7,250,210,2
11/29/2021 16:20,11/29/2021 16:22,11/29/2021 16:20,188,128.31,2.5,32,23,7,130,190,2
11/29/2021 16:30,11/29/2021 16:27,11/29/2021 16:30,207,201.82,2.5,25,21,7,200,210,2
11/29/2021 16:35,11/29/2021 16:33,11/29/2021 16:35,180.2,0,2.5,27,19,7,0,180,2
11/29/2021 16:40,11/29/2021 16:38,11/29/2021 16:40,179,0,2.5,27,19,7,0,180,2
11/29/2021 16:45,11/29/2021 16:43,11/29/2021 16:45,201.7,196.65,2.6,20,16,7,200,200,2
11/29/2021 16:50,11/29/2021 16:49,11/29/2021 16:50,175.8,0,2.6,24,18,7,0,180,2
11/29/2021 16:55,11/29/2021 16:54,11/29/2021 16:55,187.8,128.17,2.6,22,17,7,130,190,2
11/29/2021 17:00,11/29/2021 16:59,11/29/2021 17:00,149.6,0,2.6,28,19,7,0,150,2
11/29/2021 17:05,11/29/2021 17:05,11/29/2021 17:05,273.1,692.3,2.6,28,19,7,690,270,2
11/29/2021 17:10,11/29/2021 17:10,11/29/2021 17:10,183.8,35.84,2.6,25,17,7,40,180,2
11/29/2021 17:15,11/29/2021 17:16,11/29/2021 17:15,185,36.07,2.6,24,17,7,40,180,2
11/29/2021 17:20,11/29/2021 17:21,11/29/2021 17:20,179,0,2.6,25,18,7,0,180,2
11/29/2021 17:25,11/29/2021 17:26,11/29/2021 17:25,180,0,2.6,27,21,7,0,180,2
11/29/2021 17:30,11/29/2021 17:32,11/29/2021 17:30,197.1,153.73,2.6,28,21,7,150,200,2
11/29/2021 17:35,11/29/2021 17:37,11/29/2021 17:35,184.7,0,2.6,28,22,7,0,180,2
11/29/2021 17:45,11/29/2021 17:42,11/29/2021 17:45,200.2,195.19,2.6,28,22,7,200,200,2
11/29/2021 17:50,11/29/2021 17:48,11/29/2021 17:50,244.1,475.99,2.7,30,23,7,480,240,2
11/29/2021 17:55,11/29/2021 17:53,11/29/2021 17:55,187.8,91.55,2.7,30,25,7,90,190,2
11/29/2021 18:00,11/29/2021 17:58,11/29/2021 18:00,210.5,225.76,2.7,35,25,7,230,210,2
11/29/2021 18:05,11/29/2021 18:04,11/29/2021 18:05,208.5,243.94,2.7,30,25,7,240,210,2
11/29/2021 18:10,11/29/2021 18:09,11/29/2021 18:10,261.8,638.13,2.8,30,23,7,640,260,2
11/29/2021 18:15,11/29/2021 18:14,11/29/2021 18:15,224.5,284.55,2.8,25,19,7,280,220,2
11/29/2021 18:20,11/29/2021 18:20,11/29/2021 18:20,196.7,191.78,2.8,28,22,7,190,200,2
11/29/2021 18:25,11/29/2021 18:25,11/29/2021 18:25,179.8,0,2.8,25,18,7,0,180,2
11/29/2021 18:30,11/29/2021 18:31,11/29/2021 18:30,268.2,679.88,2.9,30,23,7,680,270,2
11/29/2021 18:35,11/29/2021 18:36,11/29/2021 18:35,176.8,0,2.9,28,23,7,0,180,2
11/29/2021 18:40,11/29/2021 18:41,11/29/2021 18:40,197.8,192.85,2.9,27,21,7,190,200,2
11/29/2021 18:45,11/29/2021 18:47,11/29/2021 18:45,248.3,484.18,3,28,24,7,480,250,2
11/29/2021 18:50,11/29/2021 18:52,11/29/2021 18:50,212.7,248.85,3,28,20,7,250,210,2
11/29/2021 19:00,11/29/2021 18:57,11/29/2021 19:00,231.7,338.86,3,27,19,7,340,230,2
11/29/2021 19:05,11/29/2021 19:03,11/29/2021 19:05,243,473.84,3,20,20,7,470,240,2
11/29/2021 19:20,11/29/2021 19:19,11/29/2021 19:20,180.3,35.15,3.1,24,24,7,40,180,2
11/29/2021 19:25,11/29/2021 19:24,11/29/2021 19:25,246.7,481.06,3.1,28,23,7,480,250,2
11/29/2021 19:30,11/29/2021 19:29,11/29/2021 19:30,218.6,255.76,3.1,25,22,7,260,220,2
11/29/2021 19:35,11/29/2021 19:35,11/29/2021 19:35,260.2,634.23,3.1,28,23,7,630,260,2
11/29/2021 19:40,11/29/2021 19:40,11/29/2021 19:40,269.8,710.24,3.2,28,22,7,710,270,2
11/29/2021 19:45,11/29/2021 19:46,11/29/2021 19:45,207.3,222.32,3.2,28,21,7,220,210,2
11/29/2021 19:50,11/29/2021 19:52,11/29/2021 19:50,187,109.39,3.2,27,20,7,110,190,2
11/29/2021 20:00,11/29/2021 19:57,11/29/2021 20:00,237.8,394.15,3.2,27,21,7,390,240,2
11/29/2021 20:05,11/29/2021 20:02,11/29/2021 20:05,233.8,341.93,3.3,24,20,7,340,230,2
11/29/2021 20:10,11/29/2021 20:08,11/29/2021 20:10,196.2,191.29,3.3,25,21,7,190,200,2
11/29/2021 20:15,11/29/2021 20:13,11/29/2021 20:15,195.3,190.41,3.3,30,23,7,190,200,2
11/29/2021 20:20,11/29/2021 20:18,11/29/2021 20:20,235,343.68,3.3,28,25,7,340,240,2
11/29/2021 20:25,11/29/2021 20:24,11/29/2021 20:25,244.1,475.99,3.4,27,23,7,480,240,2
11/29/2021 20:30,11/29/2021 20:29,11/29/2021 20:30,227.2,332.28,3.4,24,21,7,330,230,2
11/29/2021 20:35,11/29/2021 20:34,11/29/2021 20:35,243.1,426.64,3.4,30,23,7,430,240,2
11/29/2021 20:40,11/29/2021 20:40,11/29/2021 20:40,205.1,199.97,3.4,25,21,7,200,210,2
11/29/2021 20:45,11/29/2021 20:45,11/29/2021 20:45,244.8,477.36,3.5,25,22,7,480,240,2
11/29/2021 20:50,11/29/2021 20:51,11/29/2021 20:50,191.6,130.76,3.5,27,23,7,130,190,2
11/29/2021 20:55,11/29/2021 20:56,11/29/2021 20:55,221.6,259.27,3.5,27,24,7,260,220,2
11/29/2021 21:00,11/29/2021 21:01,11/29/2021 21:00,259.1,631.55,3.6,27,24,7,630,260,2
11/29/2021 21:05,11/29/2021 21:07,11/29/2021 21:05,212.5,248.62,3.6,28,25,7,250,210,2
11/29/2021 21:10,11/29/2021 21:12,11/29/2021 21:10,214.5,250.96,3.6,28,24,7,250,210,2
11/29/2021 21:20,11/29/2021 21:17,11/29/2021 21:20,212.5,248.62,3.6,24,19,7,250,210,2
11/29/2021 21:25,11/29/2021 21:23,11/29/2021 21:25,213.2,249.44,3.7,25,22,7,250,210,2
11/29/2021 21:30,11/29/2021 21:28,11/29/2021 21:30,232.2,339.59,3.7,27,21,7,340,230,2
11/29/2021 21:35,11/29/2021 21:33,11/29/2021 21:35,268.2,653.73,3.7,28,21,7,650,270,2
11/29/2021 21:40,11/29/2021 21:39,11/29/2021 21:40,236.3,391.66,3.8,25,23,7,390,240,2
11/29/2021 21:45,11/29/2021 21:44,11/29/2021 21:45,259,580.8,3.8,22,19,7,580,260,2
11/29/2021 21:50,11/29/2021 21:49,11/29/2021 21:50,238.7,395.64,3.8,20,18,7,400,240,2
11/29/2021 21:55,11/29/2021 21:55,11/29/2021 21:55,185.6,90.47,3.8,20,18,7,90,190,2
11/29/2021 22:00,11/29/2021 22:00,11/29/2021 22:00,231.6,338.71,3.9,22,19,7,340,230,2
11/29/2021 22:05,11/29/2021 22:06,11/29/2021 22:05,222.1,259.85,3.9,20,18,7,260,220,2
11/29/2021 22:10,11/29/2021 22:11,11/29/2021 22:10,224.8,328.77,3.9,22,20,7,330,220,2
11/29/2021 22:15,11/29/2021 22:16,11/29/2021 22:15,204.2,199.09,3.9,24,20,7,200,200,2
11/29/2021 22:20,11/29/2021 22:22,11/29/2021 22:20,189.8,129.53,4,24,21,7,130,190,2
