,Time,Timestamp,DC Voltage PV1(V),AC Output Total Power (Active)(W),Daily Generation (Active)(kWh),Wind Speed ( MPH ),Wind Average ( MPH )
2021-11-08 02:40:00,2021-11-08 02:38:23,2021-11-08 02:40:00,188.7,91.99,1.6,28,25
2021-11-08 02:45:00,2021-11-08 02:43:46,2021-11-08 02:45:00,189.8,129.53,1.6,28,24
2021-11-08 03:05:00,2021-11-08 03:05:21,2021-11-08 03:05:00,229,334.91,1.8,33,25
2021-11-08 03:10:00,2021-11-08 03:10:44,2021-11-08 03:10:00,260.8,635.69,1.8,30,24
2021-11-08 03:15:00,2021-11-08 03:16:07,2021-11-08 03:15:00,190,129.67,1.8,32,24
2021-11-08 03:20:00,2021-11-08 03:21:29,2021-11-08 03:20:00,247,481.65,1.9,27,22
2021-11-08 03:25:00,2021-11-08 03:26:51,2021-11-08 03:25:00,246,479.7,1.9,30,24
2021-11-08 03:30:00,2021-11-08 03:32:14,2021-11-08 03:30:00,200.3,195.29,2,28,24
2021-11-08 03:40:00,2021-11-08 03:37:36,2021-11-08 03:40:00,215.7,252.36,2,30,23
2021-11-08 03:45:00,2021-11-08 03:42:59,2021-11-08 03:45:00,206.5,221.47,2,27,24
2021-11-08 03:55:00,2021-11-08 03:53:43,2021-11-08 03:55:00,219.5,256.81,2.1,25,22
2021-11-08 04:00:00,2021-11-08 03:59:06,2021-11-08 04:00:00,258,553.41,2.1,27,23
2021-11-08 04:05:00,2021-11-08 04:04:29,2021-11-08 04:05:00,255.3,547.61,2.2,28,23
2021-11-08 04:15:00,2021-11-08 04:15:19,2021-11-08 04:15:00,289,901.68,2.2,28,24
2021-11-08 04:25:00,2021-11-08 04:26:04,2021-11-08 04:25:00,207.3,222.32,2.3,25,23
2021-11-08 04:30:00,2021-11-08 04:31:26,2021-11-08 04:30:00,216.5,253.3,2.3,28,23
2021-11-08 04:35:00,2021-11-08 04:36:49,2021-11-08 04:35:00,236.2,391.5,2.4,25,21
2021-11-08 04:50:00,2021-11-08 04:47:33,2021-11-08 04:50:00,236.2,391.5,2.4,27,23
2021-11-08 05:00:00,2021-11-08 04:58:19,2021-11-08 05:00:00,205.1,139.98,2.5,25,21
2021-11-08 05:05:00,2021-11-08 05:03:42,2021-11-08 05:05:00,249.2,485.93,2.5,27,21
2021-11-08 05:10:00,2021-11-08 05:09:04,2021-11-08 05:10:00,198.8,193.83,2.5,25,22
2021-11-08 05:25:00,2021-11-08 05:25:10,2021-11-08 05:25:00,223.5,326.86,2.6,27,21
2021-11-08 05:35:00,2021-11-08 05:35:56,2021-11-08 05:35:00,199.1,194.12,2.6,25,21
2021-11-08 05:40:00,2021-11-08 05:41:18,2021-11-08 05:40:00,226.7,331.54,2.7,25,21
2021-11-08 05:45:00,2021-11-08 05:46:40,2021-11-08 05:45:00,185.2,90.28,2.7,25,20
2021-11-08 05:50:00,2021-11-08 05:52:03,2021-11-08 05:50:00,238.1,394.65,2.7,24,21
2021-11-08 05:55:00,2021-11-08 05:57:26,2021-11-08 05:55:00,231.1,337.98,2.7,25,19
2021-11-08 06:05:00,2021-11-08 06:02:49,2021-11-08 06:05:00,193.5,132.06,2.7,22,19
2021-11-08 06:10:00,2021-11-08 06:08:12,2021-11-08 06:10:00,197.1,192.17,2.8,22,19
2021-11-08 06:15:00,2021-11-08 06:13:35,2021-11-08 06:15:00,224.7,328.62,2.8,24,20
2021-11-08 06:20:00,2021-11-08 06:18:56,2021-11-08 06:20:00,266.2,648.86,2.8,24,20
2021-11-08 06:25:00,2021-11-08 06:23:12,2021-11-08 06:25:00,223.5,283.28,2.8,22,19
2021-11-08 06:30:00,2021-11-08 06:28:26,2021-11-08 06:30:00,238,394.48,2.8,24,20
2021-11-08 06:35:00,2021-11-08 06:33:48,2021-11-08 06:35:00,185.3,90.33,2.9,24,18
2021-11-08 07:05:00,2021-11-08 07:06:03,2021-11-08 07:05:00,187.7,91.5,2.9,16,16
2021-11-08 07:10:00,2021-11-08 07:11:26,2021-11-08 07:10:00,186.7,91.01,2.9,19,16
2021-11-08 07:15:00,2021-11-08 07:16:49,2021-11-08 07:15:00,189.1,129.06,2.9,22,18
2021-11-08 07:20:00,2021-11-08 07:22:16,2021-11-08 07:20:00,165.2,0,2.9,19,19
2021-11-08 07:45:00,2021-11-08 07:43:52,2021-11-08 07:45:00,179.2,0,3,17,17
2021-11-08 07:50:00,2021-11-08 07:49:15,2021-11-08 07:50:00,232.5,340.03,3,14,14
2021-11-08 07:55:00,2021-11-08 07:54:37,2021-11-08 07:55:00,232.7,363.01,3,20,17
2021-11-08 08:00:00,2021-11-08 07:59:59,2021-11-08 08:00:00,199.5,194.51,3,17,15
2021-11-08 08:05:00,2021-11-08 08:05:22,2021-11-08 08:05:00,216.3,253.07,3,16,13
2021-11-08 08:10:00,2021-11-08 08:10:45,2021-11-08 08:10:00,198.7,193.73,3.1,16,13
2021-11-08 08:15:00,2021-11-08 08:16:09,2021-11-08 08:15:00,188.2,128.44,3.1,17,14
2021-11-08 08:20:00,2021-11-08 08:21:31,2021-11-08 08:20:00,180.8,0,3.1,20,18
2021-11-08 08:25:00,2021-11-08 08:26:53,2021-11-08 08:25:00,188,128.31,3.1,24,20
2021-11-08 08:30:00,2021-11-08 08:32:16,2021-11-08 08:30:00,189.6,129.4,3.1,16,15
2021-11-08 08:40:00,2021-11-08 08:37:39,2021-11-08 08:40:00,238.6,395.47,3.1,16,16
2021-11-08 08:45:00,2021-11-08 08:43:03,2021-11-08 08:45:00,225.6,329.94,3.1,17,13
2021-11-08 08:50:00,2021-11-08 08:48:26,2021-11-08 08:50:00,186.1,90.72,3.2,16,14
2021-11-08 08:55:00,2021-11-08 08:53:49,2021-11-08 08:55:00,196,191.1,3.2,19,14
2021-11-08 09:00:00,2021-11-08 08:59:11,2021-11-08 09:00:00,203.3,198.21,3.2,16,13
2021-11-08 09:05:00,2021-11-08 09:04:35,2021-11-08 09:05:00,186.1,36.28,3.2,19,15
2021-11-08 09:10:00,2021-11-08 09:09:58,2021-11-08 09:10:00,195.1,133.15,3.2,16,12
2021-11-08 09:15:00,2021-11-08 09:15:21,2021-11-08 09:15:00,185.6,90.47,3.2,22,16
2021-11-08 09:20:00,2021-11-08 09:20:43,2021-11-08 09:20:00,187.3,91.3,3.2,19,16
2021-11-08 09:25:00,2021-11-08 09:26:05,2021-11-08 09:25:00,187.6,54.87,3.2,19,14
2021-11-08 09:30:00,2021-11-08 09:31:29,2021-11-08 09:30:00,249.8,487.11,3.2,17,13
2021-11-08 09:35:00,2021-11-08 09:36:52,2021-11-08 09:35:00,185.6,108.57,3.2,20,14
2021-11-08 09:40:00,2021-11-08 09:42:15,2021-11-08 09:40:00,131.3,0,3.3,17,12
2021-11-08 09:50:00,2021-11-08 09:47:37,2021-11-08 09:50:00,234.7,366.13,3.3,20,15
2021-11-08 09:55:00,2021-11-08 09:53:00,2021-11-08 09:55:00,228.5,334.18,3.3,16,10
2021-11-08 10:00:00,2021-11-08 09:58:22,2021-11-08 10:00:00,185.3,90.33,3.3,16,13
2021-11-08 10:05:00,2021-11-08 10:03:45,2021-11-08 10:05:00,182.7,35.62,3.3,12,11
2021-11-08 10:10:00,2021-11-08 10:09:08,2021-11-08 10:10:00,184,35.88,3.3,12,9
2021-11-08 10:15:00,2021-11-08 10:14:31,2021-11-08 10:15:00,170,0,3.3,11,8
2021-11-08 10:20:00,2021-11-08 10:19:54,2021-11-08 10:20:00,154.5,0,3.3,12,10
2021-11-08 10:25:00,2021-11-08 10:25:16,2021-11-08 10:25:00,132.7,0,3.3,11,9
2021-11-08 10:30:00,2021-11-08 10:30:39,2021-11-08 10:30:00,156.2,0,3.3,11,7
2021-11-08 10:35:00,2021-11-08 10:36:02,2021-11-08 10:35:00,129.8,0,3.3,11,7
2021-11-08 10:40:00,2021-11-08 10:41:26,2021-11-08 10:40:00,111.2,0,3.3,11,7
2021-11-08 10:45:00,2021-11-08 10:46:49,2021-11-08 10:45:00,56.6,0,3.3,8,6
2021-11-08 10:50:00,2021-11-08 10:52:11,2021-11-08 10:50:00,43.3,0,3.3,9,6
2021-11-08 11:00:00,2021-11-08 10:57:33,2021-11-08 11:00:00,123.1,0,3.3,9,6
2021-11-08 11:05:00,2021-11-08 11:02:56,2021-11-08 11:05:00,60.5,0,3.3,8,5
2021-11-08 11:10:00,2021-11-08 11:08:19,2021-11-08 11:10:00,57,0,3.3,11,7
2021-11-08 11:15:00,2021-11-08 11:13:42,2021-11-08 11:15:00,89.6,0,3.3,9,7
2021-11-08 11:20:00,2021-11-08 11:19:05,2021-11-08 11:20:00,134.5,0,3.3,8,5
2021-11-08 11:25:00,2021-11-08 11:24:27,2021-11-08 11:25:00,92.1,0,3.3,9,5
2021-11-08 11:30:00,2021-11-08 11:29:50,2021-11-08 11:30:00,111.7,0,3.3,9,4
2021-11-08 11:35:00,2021-11-08 11:35:13,2021-11-08 11:35:00,36.3,0,3.3,9,6
2021-11-08 11:40:00,2021-11-08 11:40:37,2021-11-08 11:40:00,176.3,0,3.3,11,7
2021-11-08 11:45:00,2021-11-08 11:46:00,2021-11-08 11:45:00,145.1,0,3.3,11,9
2021-11-08 11:50:00,2021-11-08 11:51:22,2021-11-08 11:50:00,50,0,3.3,12,9
2021-11-08 11:55:00,2021-11-08 11:56:44,2021-11-08 11:55:00,71.6,0,3.3,12,7
2021-11-08 12:00:00,2021-11-08 12:02:08,2021-11-08 12:00:00,185.3,90.33,3.3,12,9
2021-11-08 12:10:00,2021-11-08 12:07:31,2021-11-08 12:10:00,182.2,0,3.3,14,10
2021-11-08 12:15:00,2021-11-08 12:12:54,2021-11-08 12:15:00,181.3,0,3.3,12,10
2021-11-08 12:20:00,2021-11-08 12:18:16,2021-11-08 12:20:00,188,109.97,3.3,11,8
2021-11-08 12:25:00,2021-11-08 12:23:38,2021-11-08 12:25:00,103.2,0,3.3,12,9
2021-11-08 12:30:00,2021-11-08 12:29:01,2021-11-08 12:30:00,181.5,0,3.3,11,8
2021-11-08 12:35:00,2021-11-08 12:34:25,2021-11-08 12:35:00,159.6,0,3.3,11,8
2021-11-08 12:40:00,2021-11-08 12:39:48,2021-11-08 12:40:00,73.2,0,3.3,14,9
2021-11-08 12:45:00,2021-11-08 12:45:11,2021-11-08 12:45:00,185.3,36.13,3.3,16,8
2021-11-08 12:50:00,2021-11-08 12:50:33,2021-11-08 12:50:00,181.5,0,3.3,12,8
2021-11-08 12:55:00,2021-11-08 12:55:55,2021-11-08 12:55:00,98.1,0,3.3,12,9
2021-11-08 13:00:00,2021-11-08 13:01:18,2021-11-08 13:00:00,144.3,0,3.3,12,9
2021-11-08 13:05:00,2021-11-08 13:06:42,2021-11-08 13:05:00,89.7,0,3.3,12,9
2021-11-08 13:10:00,2021-11-08 13:12:05,2021-11-08 13:10:00,101.5,0,3.3,16,9
2021-11-08 13:15:00,2021-11-08 13:17:27,2021-11-08 13:15:00,183.2,0,3.3,11,9
2021-11-08 13:25:00,2021-11-08 13:22:49,2021-11-08 13:25:00,180.6,0,3.3,16,10
2021-11-08 13:35:00,2021-11-08 13:33:35,2021-11-08 13:35:00,185,36.07,3.3,9,8
2021-11-08 13:40:00,2021-11-08 13:38:59,2021-11-08 13:40:00,146,0,3.3,14,11
2021-11-08 13:45:00,2021-11-08 13:44:22,2021-11-08 13:45:00,178.6,0,3.3,12,10
2021-11-08 13:55:00,2021-11-08 13:55:06,2021-11-08 13:55:00,165,0,3.3,12,8
2021-11-08 14:00:00,2021-11-08 14:00:29,2021-11-08 14:00:00,45.5,0,3.3,11,9
2021-11-08 14:05:00,2021-11-08 14:05:53,2021-11-08 14:05:00,185.2,90.28,3.3,12,9
2021-11-08 14:10:00,2021-11-08 14:11:16,2021-11-08 14:10:00,128.7,0,3.3,12,10
2021-11-08 14:15:00,2021-11-08 14:16:38,2021-11-08 14:15:00,186.2,90.77,3.3,14,10
2021-11-08 14:20:00,2021-11-08 14:22:00,2021-11-08 14:20:00,184.3,35.93,3.3,14,11
2021-11-08 14:25:00,2021-11-08 14:27:23,2021-11-08 14:25:00,112,0,3.3,9,7
2021-11-08 14:35:00,2021-11-08 14:32:46,2021-11-08 14:35:00,74.5,0,3.3,12,9
2021-11-08 14:40:00,2021-11-08 14:38:10,2021-11-08 14:40:00,182.3,0,3.4,9,7
2021-11-08 14:50:00,2021-11-08 14:48:55,2021-11-08 14:50:00,122.6,0,3.4,9,8
2021-11-08 15:00:00,2021-11-08 15:00:18,2021-11-08 15:00:00,109.2,0,3.4,12,10
2021-11-08 15:05:00,2021-11-08 15:05:40,2021-11-08 15:05:00,182.1,0,3.4,12,9
2021-11-08 15:15:00,2021-11-08 15:16:25,2021-11-08 15:15:00,184.3,35.93,3.4,11,7
2021-11-08 15:25:00,2021-11-08 15:27:10,2021-11-08 15:25:00,114.2,0,3.4,9,7
2021-11-08 15:35:00,2021-11-08 15:32:32,2021-11-08 15:35:00,57,0,3.4,12,9
2021-11-08 15:40:00,2021-11-08 15:37:55,2021-11-08 15:40:00,183.8,35.84,3.4,12,9
2021-11-08 15:45:00,2021-11-08 15:43:18,2021-11-08 15:45:00,175,0,3.4,12,10
2021-11-08 16:05:00,2021-11-08 16:04:49,2021-11-08 16:05:00,131,0,3.4,8,8
2021-11-08 16:10:00,2021-11-08 16:10:12,2021-11-08 16:10:00,145.6,0,3.4,11,8
2021-11-08 16:40:00,2021-11-08 16:42:29,2021-11-08 16:40:00,86.6,0,3.4,9,9
2021-11-08 17:30:00,2021-11-08 17:31:06,2021-11-08 17:30:00,74.6,0,3.4,8,8
2021-11-08 22:25:00,2021-11-08 22:25:27,2021-11-08 22:25:00,0.3,0,3.4,6,6
2021-11-08 22:30:00,2021-11-08 22:30:48,2021-11-08 22:30:00,0.3,0,3.4,6,4
2021-11-08 22:35:00,2021-11-08 22:36:09,2021-11-08 22:35:00,0.3,0,3.4,4,4
2021-11-08 22:40:00,2021-11-08 22:41:30,2021-11-08 22:40:00,0.2,0,3.39,4,3
2021-11-08 22:45:00,2021-11-08 22:46:51,2021-11-08 22:45:00,0.3,0,3.39,4,3
2021-11-08 23:00:00,2021-11-08 22:57:33,2021-11-08 23:00:00,0.3,0,3.39,4,3
2021-11-08 23:05:00,2021-11-08 23:02:55,2021-11-08 23:05:00,0.3,0,3.39,4,3
2021-11-08 23:10:00,2021-11-08 23:08:16,2021-11-08 23:10:00,0.3,0,0,6,5
2021-11-08 23:15:00,2021-11-08 23:13:37,2021-11-08 23:15:00,0.3,0,0,8,6
2021-11-08 23:20:00,2021-11-08 23:18:58,2021-11-08 23:20:00,0.3,0,3.39,6,6
2021-11-08 23:25:00,2021-11-08 23:24:19,2021-11-08 23:25:00,0.3,0,3.39,8,5
2021-11-08 23:30:00,2021-11-08 23:29:40,2021-11-08 23:30:00,0.3,0,3.39,11,8
2021-11-08 23:35:00,2021-11-08 23:35:02,2021-11-08 23:35:00,0.5,0,3.39,11,9
2021-11-08 23:40:00,2021-11-08 23:40:23,2021-11-08 23:40:00,0.5,0,3.39,8,6
2021-11-08 23:45:00,2021-11-08 23:45:44,2021-11-08 23:45:00,0.3,0,3.39,11,8
2021-11-08 23:50:00,2021-11-08 23:51:05,2021-11-08 23:50:00,0.3,0,0,12,9
2021-11-08 23:55:00,2021-11-08 23:56:27,2021-11-08 23:55:00,0.3,0,3.39,14,10
2021-11-09 00:00:00,2021-11-09 00:01:48,2021-11-09 00:00:00,0.5,0,0,12,11
2021-11-09 00:05:00,2021-11-09 00:07:09,2021-11-09 00:05:00,0.5,0,0,12,10
2021-11-09 00:30:00,2021-11-09 00:28:33,2021-11-09 00:30:00,161.7,0,0,11,11
2021-11-09 01:15:00,2021-11-09 01:16:43,2021-11-09 01:15:00,134.6,0,0,11,11
2021-11-09 01:25:00,2021-11-09 01:27:25,2021-11-09 01:25:00,162.5,0,0,12,12
2021-11-09 01:35:00,2021-11-09 01:32:46,2021-11-09 01:35:00,123,0,0,12,12
2021-11-09 03:00:00,2021-11-09 03:00:52,2021-11-09 03:00:00,189.7,122,0,9,9
2021-11-09 03:05:00,2021-11-09 03:06:13,2021-11-09 03:05:00,180.1,0,0,9,9
2021-11-09 03:10:00,2021-11-09 03:11:34,2021-11-09 03:10:00,178.6,0,0,14,12
2021-11-09 03:15:00,2021-11-09 03:16:56,2021-11-09 03:15:00,161.6,0,0,9,8
2021-11-09 03:20:00,2021-11-09 03:22:17,2021-11-09 03:20:00,176.2,0,0,11,8
2021-11-09 03:30:00,2021-11-09 03:27:39,2021-11-09 03:30:00,142.7,0,0,9,8
2021-11-09 03:35:00,2021-11-09 03:33:02,2021-11-09 03:35:00,175,0,0,8,8
2021-11-09 03:40:00,2021-11-09 03:38:24,2021-11-09 03:40:00,57.6,0,0,9,8
2021-11-09 03:45:00,2021-11-09 03:43:50,2021-11-09 03:45:00,127.8,0,0,11,9
2021-11-09 03:55:00,2021-11-09 03:54:35,2021-11-09 03:55:00,138.7,0,0,11,9
2021-11-09 04:00:00,2021-11-09 03:59:57,2021-11-09 04:00:00,114.6,0,0,11,10
2021-11-09 04:05:00,2021-11-09 04:05:18,2021-11-09 04:05:00,102.7,0,0,11,9
2021-11-09 04:10:00,2021-11-09 04:10:40,2021-11-09 04:10:00,110.6,0,0,11,7
2021-11-09 04:15:00,2021-11-09 04:16:02,2021-11-09 04:15:00,71.3,0,0,9,7
2021-11-09 04:20:00,2021-11-09 04:21:24,2021-11-09 04:20:00,116.7,0,0,11,9
2021-11-09 04:40:00,2021-11-09 04:37:30,2021-11-09 04:40:00,175,0,0,8,8
2021-11-09 04:50:00,2021-11-09 04:48:14,2021-11-09 04:50:00,169.1,0,0,12,12
2021-11-09 05:00:00,2021-11-09 04:58:58,2021-11-09 05:00:00,166.1,0,0,12,12
2021-11-09 05:10:00,2021-11-09 05:09:41,2021-11-09 05:10:00,144.1,0,0,9,9
2021-11-09 05:15:00,2021-11-09 05:15:03,2021-11-09 05:15:00,183.1,0,0,16,13
2021-11-09 05:20:00,2021-11-09 05:20:25,2021-11-09 05:20:00,181.2,0,0,17,14
2021-11-09 05:25:00,2021-11-09 05:25:48,2021-11-09 05:25:00,184,35.88,0,17,13
2021-11-09 05:30:00,2021-11-09 05:31:10,2021-11-09 05:30:00,182.6,0,0,16,12
2021-11-09 05:35:00,2021-11-09 05:36:31,2021-11-09 05:35:00,182.8,0,0,14,13
2021-11-09 05:40:00,2021-11-09 05:41:52,2021-11-09 05:40:00,173.3,0,0,16,11
2021-11-09 05:45:00,2021-11-09 05:47:15,2021-11-09 05:45:00,180.1,0,0,12,10
2021-11-09 08:10:00,2021-11-09 08:12:12,2021-11-09 08:10:00,143.2,0,0.1,11,11
2021-11-09 08:45:00,2021-11-09 08:44:25,2021-11-09 08:45:00,208.7,203.48,0.1,9,9
2021-11-09 09:10:00,2021-11-09 09:11:14,2021-11-09 09:10:00,181.1,0,0.1,12,12
2021-11-09 09:15:00,2021-11-09 09:16:36,2021-11-09 09:15:00,192.8,131.58,0.2,14,14
2021-11-09 09:20:00,2021-11-09 09:21:57,2021-11-09 09:20:00,188.2,128.44,0.2,11,11
2021-11-09 09:25:00,2021-11-09 09:27:18,2021-11-09 09:25:00,200.8,195.78,0.2,16,12
2021-11-09 09:40:00,2021-11-09 09:38:03,2021-11-09 09:40:00,183.7,0,0.2,12,12
2021-11-09 09:45:00,2021-11-09 09:43:26,2021-11-09 09:45:00,168.7,0,0.2,17,14
2021-11-09 09:50:00,2021-11-09 09:48:48,2021-11-09 09:50:00,182.2,0,0.2,16,11
2021-11-09 09:55:00,2021-11-09 09:54:09,2021-11-09 09:55:00,204,198.9,0.2,16,16
2021-11-09 10:00:00,2021-11-09 09:59:30,2021-11-09 10:00:00,187.2,91.25,0.2,12,11
2021-11-09 10:05:00,2021-11-09 10:04:53,2021-11-09 10:05:00,182.2,0,0.2,19,15
2021-11-09 10:10:00,2021-11-09 10:09:05,2021-11-09 10:10:00,206,200.85,0.2,20,18
2021-11-09 10:15:00,2021-11-09 10:14:19,2021-11-09 10:15:00,194.2,132.54,0.2,20,19
2021-11-09 10:20:00,2021-11-09 10:19:41,2021-11-09 10:20:00,190.5,130.01,0.2,19,16
2021-11-09 10:25:00,2021-11-09 10:25:04,2021-11-09 10:25:00,191.1,130.42,0.3,24,24
2021-11-09 10:30:00,2021-11-09 10:30:26,2021-11-09 10:30:00,184.7,36.01,0.3,20,15
2021-11-09 10:35:00,2021-11-09 10:35:49,2021-11-09 10:35:00,188.7,128.78,0.3,12,10
2021-11-09 10:40:00,2021-11-09 10:41:12,2021-11-09 10:40:00,190.8,130.22,0.3,24,20
2021-11-09 10:45:00,2021-11-09 10:46:36,2021-11-09 10:45:00,281.2,822.5,0.3,24,19
2021-11-09 10:50:00,2021-11-09 10:51:58,2021-11-09 10:50:00,187.8,91.55,0.4,22,19
2021-11-09 10:55:00,2021-11-09 10:57:20,2021-11-09 10:55:00,216.1,252.83,0.4,22,19
2021-11-09 11:30:00,2021-11-09 11:29:38,2021-11-09 11:30:00,191.1,130.42,0.5,12,12
2021-11-09 11:35:00,2021-11-09 11:35:01,2021-11-09 11:35:00,208.7,203.48,0.5,24,24
2021-11-09 11:40:00,2021-11-09 11:40:24,2021-11-09 11:40:00,188.2,128.44,0.5,20,15
2021-11-09 11:45:00,2021-11-09 11:45:48,2021-11-09 11:45:00,185.3,90.33,0.6,19,14
2021-11-09 11:50:00,2021-11-09 11:51:10,2021-11-09 11:50:00,184.7,36.01,0.6,14,11
2021-11-09 11:55:00,2021-11-09 11:56:32,2021-11-09 11:55:00,187.2,91.25,0.6,14,14
2021-11-09 12:00:00,2021-11-09 12:01:56,2021-11-09 12:00:00,182,0,0.6,17,14
2021-11-09 12:05:00,2021-11-09 12:07:19,2021-11-09 12:05:00,205,199.87,0.6,19,15
2021-11-09 12:15:00,2021-11-09 12:12:42,2021-11-09 12:15:00,183.8,35.84,0.6,12,12
2021-11-09 12:20:00,2021-11-09 12:18:05,2021-11-09 12:20:00,141.1,0,0.6,16,13
2021-11-09 12:25:00,2021-11-09 12:23:28,2021-11-09 12:25:00,194.3,189.44,0.6,14,12
2021-11-09 12:30:00,2021-11-09 12:28:50,2021-11-09 12:30:00,145.8,0,0.6,14,12
2021-11-09 12:35:00,2021-11-09 12:34:13,2021-11-09 12:35:00,180.7,0,0.6,14,10
2021-11-09 12:40:00,2021-11-09 12:39:36,2021-11-09 12:40:00,170.6,0,0.6,12,11
2021-11-09 13:10:00,2021-11-09 13:11:55,2021-11-09 13:10:00,194.7,189.83,0.7,14,14
2021-11-09 13:15:00,2021-11-09 13:17:17,2021-11-09 13:15:00,152.7,0,0.7,12,9
2021-11-09 13:40:00,2021-11-09 13:38:49,2021-11-09 13:40:00,109.2,0,0.7,9,9
2021-11-09 13:45:00,2021-11-09 13:44:12,2021-11-09 13:45:00,189.7,129.47,0.7,12,12
2021-11-09 13:50:00,2021-11-09 13:49:34,2021-11-09 13:50:00,187.7,91.5,0.7,14,12
2021-11-09 13:55:00,2021-11-09 13:54:57,2021-11-09 13:55:00,143.7,0,0.7,14,11
2021-11-09 14:00:00,2021-11-09 14:00:20,2021-11-09 14:00:00,184.7,36.01,0.7,16,14
2021-11-09 14:05:00,2021-11-09 14:05:43,2021-11-09 14:05:00,183.6,35.8,0.7,17,13
2021-11-09 14:10:00,2021-11-09 14:11:07,2021-11-09 14:10:00,176.1,0,0.7,11,8
2021-11-09 14:15:00,2021-11-09 14:16:30,2021-11-09 14:15:00,76.6,0,0.7,12,9
2021-11-09 14:20:00,2021-11-09 14:21:52,2021-11-09 14:20:00,166.5,0,0.7,12,8
2021-11-09 14:25:00,2021-11-09 14:27:14,2021-11-09 14:25:00,136.3,0,0.7,12,10
2021-11-09 14:35:00,2021-11-09 14:32:40,2021-11-09 14:35:00,182.7,0,0.7,14,10
2021-11-09 14:40:00,2021-11-09 14:38:03,2021-11-09 14:40:00,181.2,0,0.7,11,7
2021-11-09 14:45:00,2021-11-09 14:43:26,2021-11-09 14:45:00,86.1,0,0.7,14,11
2021-11-09 14:50:00,2021-11-09 14:48:48,2021-11-09 14:50:00,182.8,0,0.7,14,11
2021-11-09 14:55:00,2021-11-09 14:54:11,2021-11-09 14:55:00,181.3,0,0.7,17,12
2021-11-09 15:00:00,2021-11-09 14:59:34,2021-11-09 15:00:00,181.5,0,0.7,14,11
2021-11-09 15:05:00,2021-11-09 15:04:57,2021-11-09 15:05:00,186.3,54.49,0.7,14,11
2021-11-09 15:10:00,2021-11-09 15:10:20,2021-11-09 15:10:00,160.2,0,0.7,12,9
2021-11-09 15:15:00,2021-11-09 15:15:43,2021-11-09 15:15:00,180.8,0,0.7,12,9
2021-11-09 15:20:00,2021-11-09 15:21:05,2021-11-09 15:20:00,189.6,129.4,0.7,14,10
2021-11-09 15:25:00,2021-11-09 15:26:28,2021-11-09 15:25:00,182.1,0,0.7,14,10
