,Time,Timestamp,DC Voltage PV1(V),AC Output Total Power (Active)(W),Daily Generation (Active)(kWh),Wind Speed ( MPH ),Wind Average ( MPH )
2021-10-19 13:40:00,2021-10-19 13:40:26,2021-10-19 13:40:00,265.2,517.14,0.9,30,23
2021-10-19 13:45:00,2021-10-19 13:45:49,2021-10-19 13:45:00,297.3,724.66,0.9,30,25
2021-10-19 13:50:00,2021-10-19 13:51:16,2021-10-19 13:50:00,331.8,1196.96,1,32,24
2021-10-19 13:55:00,2021-10-19 13:56:37,2021-10-19 13:55:00,184.1,89.74,1,28,21
2021-10-19 14:00:00,2021-10-19 14:02:00,2021-10-19 14:00:00,219.2,235.09,1,28,22
2021-10-19 14:05:00,2021-10-19 14:07:22,2021-10-19 14:05:00,273,558.96,1.1,32,26
2021-10-19 14:15:00,2021-10-19 14:12:47,2021-10-19 14:15:00,201.6,157.24,1.1,32,19
2021-10-19 14:20:00,2021-10-19 14:18:11,2021-10-19 14:20:00,151.3,0,1.1,27,23
2021-10-19 14:25:00,2021-10-19 14:23:33,2021-10-19 14:25:00,217.8,212.35,1.2,25,21
2021-10-19 14:30:00,2021-10-19 14:28:56,2021-10-19 14:30:00,223.8,261.84,1.2,22,19
2021-10-19 14:35:00,2021-10-19 14:34:21,2021-10-19 14:35:00,290.8,708.82,1.3,24,21
2021-10-19 14:40:00,2021-10-19 14:39:43,2021-10-19 14:40:00,236.6,346.02,1.3,22,18
2021-10-19 14:45:00,2021-10-19 14:45:06,2021-10-19 14:45:00,182.6,0,1.3,24,15
2021-10-19 14:50:00,2021-10-19 14:51:32,2021-10-19 14:50:00,198,193.04,1.3,24,20
2021-10-19 14:55:00,2021-10-19 14:56:51,2021-10-19 14:55:00,263.7,514.21,1.4,27,20
2021-10-19 15:00:00,2021-10-19 15:02:14,2021-10-19 15:00:00,235.8,344.85,1.4,30,20
2021-10-19 15:10:00,2021-10-19 15:07:36,2021-10-19 15:10:00,186.3,108.98,1.4,27,22
2021-10-19 15:15:00,2021-10-19 15:12:59,2021-10-19 15:15:00,228.3,267.11,1.5,27,21
2021-10-19 15:20:00,2021-10-19 15:18:22,2021-10-19 15:20:00,194.5,132.74,1.5,22,16
2021-10-19 15:25:00,2021-10-19 15:23:44,2021-10-19 15:25:00,251.1,416.19,1.5,25,18
2021-10-19 15:30:00,2021-10-19 15:29:07,2021-10-19 15:30:00,205.1,199.97,1.5,24,15
2021-10-19 15:35:00,2021-10-19 15:34:30,2021-10-19 15:35:00,196.5,153.27,1.5,24,19
2021-10-19 15:40:00,2021-10-19 15:39:54,2021-10-19 15:40:00,200.1,195.09,1.6,24,19
2021-10-19 15:45:00,2021-10-19 15:45:17,2021-10-19 15:45:00,250.8,391.24,1.6,22,18
2021-10-19 15:50:00,2021-10-19 15:50:40,2021-10-19 15:50:00,187.5,127.96,1.6,20,15
2021-10-19 15:55:00,2021-10-19 15:56:03,2021-10-19 15:55:00,175,0,1.6,22,15
2021-10-19 16:00:00,2021-10-19 16:01:45,2021-10-19 16:00:00,253.7,420.5,1.6,27,22
2021-10-19 16:05:00,2021-10-19 16:07:10,2021-10-19 16:05:00,258.2,427.96,1.6,27,21
2021-10-19 16:15:00,2021-10-19 16:12:32,2021-10-19 16:15:00,189.8,129.53,1.6,19,15
2021-10-19 16:20:00,2021-10-19 16:17:54,2021-10-19 16:20:00,262.7,512.26,1.7,25,18
2021-10-19 16:25:00,2021-10-19 16:23:17,2021-10-19 16:25:00,273,558.96,1.7,30,23
2021-10-19 16:30:00,2021-10-19 16:28:39,2021-10-19 16:30:00,188.5,128.65,1.7,17,14
2021-10-19 16:35:00,2021-10-19 16:34:03,2021-10-19 16:35:00,194.6,151.78,1.7,24,16
2021-10-19 16:40:00,2021-10-19 16:39:28,2021-10-19 16:40:00,174.8,0,1.7,17,12
2021-10-19 16:45:00,2021-10-19 16:44:49,2021-10-19 16:45:00,183.1,0,1.7,22,14
2021-10-19 16:50:00,2021-10-19 16:50:11,2021-10-19 16:50:00,247.5,361.96,1.7,20,15
2021-10-19 16:55:00,2021-10-19 16:55:33,2021-10-19 16:55:00,128,0,1.7,27,17
2021-10-19 17:00:00,2021-10-19 17:00:55,2021-10-19 17:00:00,202.8,197.73,1.8,30,23
2021-10-19 17:05:00,2021-10-19 17:06:17,2021-10-19 17:05:00,187.5,91.4,1.8,25,21
2021-10-19 17:10:00,2021-10-19 17:11:39,2021-10-19 17:10:00,210,204.75,1.8,19,14
2021-10-19 17:15:00,2021-10-19 17:17:01,2021-10-19 17:15:00,183.5,0,1.8,16,13
2021-10-19 17:20:00,2021-10-19 17:22:23,2021-10-19 17:20:00,186,36.27,1.8,19,13
2021-10-19 17:30:00,2021-10-19 17:27:45,2021-10-19 17:30:00,230.2,269.33,1.8,17,14
2021-10-19 17:35:00,2021-10-19 17:33:07,2021-10-19 17:35:00,184.7,36.01,1.8,20,15
2021-10-19 17:40:00,2021-10-19 17:38:31,2021-10-19 17:40:00,180.3,0,1.8,17,15
2021-10-19 17:45:00,2021-10-19 17:43:54,2021-10-19 17:45:00,181.2,0,1.8,16,12
2021-10-19 17:50:00,2021-10-19 17:49:17,2021-10-19 17:50:00,185.7,90.52,1.8,16,14
2021-10-19 17:55:00,2021-10-19 17:54:40,2021-10-19 17:55:00,147.7,0,1.8,22,16
2021-10-19 18:00:00,2021-10-19 18:00:04,2021-10-19 18:00:00,172.7,0,1.8,19,16
2021-10-19 18:05:00,2021-10-19 18:05:27,2021-10-19 18:05:00,173.3,0,1.8,20,16
2021-10-19 18:10:00,2021-10-19 18:10:50,2021-10-19 18:10:00,187.8,128.17,1.9,19,14
2021-10-19 18:15:00,2021-10-19 18:16:13,2021-10-19 18:15:00,170.8,0,1.9,19,13
2021-10-19 18:20:00,2021-10-19 18:21:41,2021-10-19 18:20:00,103.6,0,1.9,16,12
2021-10-19 18:25:00,2021-10-19 18:27:04,2021-10-19 18:25:00,142.2,0,1.9,14,11
2021-10-19 18:30:00,2021-10-19 18:32:27,2021-10-19 18:30:00,138.3,0,1.9,12,11
2021-10-19 18:40:00,2021-10-19 18:37:50,2021-10-19 18:40:00,100.5,0,1.9,16,13
2021-10-19 18:45:00,2021-10-19 18:43:12,2021-10-19 18:45:00,183.7,35.82,1.9,14,12
2021-10-19 18:50:00,2021-10-19 18:48:34,2021-10-19 18:50:00,181.6,0,1.9,14,12
2021-10-19 19:05:00,2021-10-19 19:04:59,2021-10-19 19:05:00,101.1,0,1.9,11,11
2021-10-19 19:10:00,2021-10-19 19:10:22,2021-10-19 19:10:00,182.2,35.52,1.9,14,13
2021-10-19 19:15:00,2021-10-19 19:15:44,2021-10-19 19:15:00,180.8,0,1.9,12,12
2021-10-19 19:20:00,2021-10-19 19:21:06,2021-10-19 19:20:00,180.5,0,1.9,12,12
2021-10-19 19:25:00,2021-10-19 19:26:28,2021-10-19 19:25:00,110.2,0,1.9,12,11
2021-10-19 19:30:00,2021-10-19 19:31:50,2021-10-19 19:30:00,158.6,0,1.9,17,13
2021-10-19 19:50:00,2021-10-19 19:47:57,2021-10-19 19:50:00,186.1,36.28,1.9,12,12
2021-10-19 19:55:00,2021-10-19 19:53:19,2021-10-19 19:55:00,153.6,0,1.9,12,11
2021-10-19 20:00:00,2021-10-19 19:58:41,2021-10-19 20:00:00,176.1,0,1.9,16,14
2021-10-19 20:05:00,2021-10-19 20:04:03,2021-10-19 20:05:00,133.6,0,1.9,12,11
2021-10-19 20:10:00,2021-10-19 20:09:25,2021-10-19 20:10:00,176.3,0,1.9,16,15
2021-10-19 20:15:00,2021-10-19 20:14:48,2021-10-19 20:15:00,183.6,0,1.9,19,15
2021-10-19 20:20:00,2021-10-19 20:20:09,2021-10-19 20:20:00,169.5,0,1.9,17,15
2021-10-19 20:25:00,2021-10-19 20:25:32,2021-10-19 20:25:00,184.7,36.01,1.9,17,15
2021-10-19 20:30:00,2021-10-19 20:30:54,2021-10-19 20:30:00,106.1,0,1.9,16,13
2021-10-19 20:35:00,2021-10-19 20:36:16,2021-10-19 20:35:00,174.7,0,1.9,11,11
2021-10-19 20:40:00,2021-10-19 20:41:38,2021-10-19 20:40:00,150.6,0,1.9,17,14
2021-10-19 21:00:00,2021-10-19 20:57:43,2021-10-19 21:00:00,185.1,54.14,1.9,16,16
2021-10-19 21:05:00,2021-10-19 21:03:05,2021-10-19 21:05:00,186.2,90.77,1.9,17,13
2021-10-19 21:10:00,2021-10-19 21:08:28,2021-10-19 21:10:00,161.6,0,1.9,17,14
2021-10-19 21:15:00,2021-10-19 21:13:50,2021-10-19 21:15:00,167.3,0,1.9,17,14
2021-10-19 21:25:00,2021-10-19 21:24:22,2021-10-19 21:25:00,173.3,0,1.9,19,13
2021-10-19 21:30:00,2021-10-19 21:29:44,2021-10-19 21:30:00,167.7,0,1.9,20,14
2021-10-19 21:35:00,2021-10-19 21:35:06,2021-10-19 21:35:00,179.7,0,1.9,19,16
2021-10-19 21:40:00,2021-10-19 21:40:28,2021-10-19 21:40:00,182,35.48,1.9,19,15
2021-10-19 21:45:00,2021-10-19 21:45:50,2021-10-19 21:45:00,195.7,190.8,1.9,19,15
2021-10-19 21:50:00,2021-10-19 21:51:12,2021-10-19 21:50:00,177.1,0,1.9,17,14
2021-10-19 21:55:00,2021-10-19 21:56:34,2021-10-19 21:55:00,180.2,0,1.9,17,13
2021-10-19 22:00:00,2021-10-19 22:02:02,2021-10-19 22:00:00,184.7,36.01,1.9,17,13
2021-10-19 22:05:00,2021-10-19 22:07:24,2021-10-19 22:05:00,159.6,0,1.9,16,14
2021-10-19 22:20:00,2021-10-19 22:18:08,2021-10-19 22:20:00,136.1,0,1.9,12,12
2021-10-19 22:25:00,2021-10-19 22:23:31,2021-10-19 22:25:00,180.7,0,1.9,14,10
2021-10-19 22:30:00,2021-10-19 22:28:53,2021-10-19 22:30:00,183.2,0,1.9,16,11
2021-10-19 22:35:00,2021-10-19 22:34:15,2021-10-19 22:35:00,135.5,0,1.9,16,11
2021-10-19 22:40:00,2021-10-19 22:39:36,2021-10-19 22:40:00,179.5,0,1.9,17,13
2021-10-19 22:45:00,2021-10-19 22:44:59,2021-10-19 22:45:00,186.8,91.06,1.9,17,13
2021-10-19 22:50:00,2021-10-19 22:50:21,2021-10-19 22:50:00,173,0,1.9,19,15
2021-10-19 22:55:00,2021-10-19 22:55:43,2021-10-19 22:55:00,181.7,0,1.9,19,16
2021-10-19 23:00:00,2021-10-19 23:01:06,2021-10-19 23:00:00,206.1,200.94,2,20,17
2021-10-19 23:05:00,2021-10-19 23:06:28,2021-10-19 23:05:00,187.8,128.17,2,22,16
2021-10-19 23:10:00,2021-10-19 23:11:50,2021-10-19 23:10:00,189.2,129.12,2,22,18
2021-10-19 23:15:00,2021-10-19 23:17:12,2021-10-19 23:15:00,189.5,129.33,2,20,16
2021-10-19 23:25:00,2021-10-19 23:22:35,2021-10-19 23:25:00,186.6,90.96,2,25,17
2021-10-19 23:30:00,2021-10-19 23:27:57,2021-10-19 23:30:00,186.1,54.43,2,20,17
2021-10-19 23:35:00,2021-10-19 23:33:18,2021-10-19 23:35:00,184,89.7,2,20,16
2021-10-19 23:40:00,2021-10-19 23:38:39,2021-10-19 23:40:00,178.7,0,2,22,16
2021-10-19 23:45:00,2021-10-19 23:44:01,2021-10-19 23:45:00,183.6,0,2,19,14
2021-10-19 23:50:00,2021-10-19 23:49:23,2021-10-19 23:50:00,184.2,35.91,2,17,13
2021-10-19 23:55:00,2021-10-19 23:54:45,2021-10-19 23:55:00,185.1,90.23,2,17,15
2021-10-20 00:00:00,2021-10-20 00:00:08,2021-10-20 00:00:00,183.2,35.72,0,19,15
2021-10-20 00:05:00,2021-10-20 00:05:30,2021-10-20 00:05:00,188.2,128.44,0,22,17
2021-10-20 00:10:00,2021-10-20 00:10:52,2021-10-20 00:10:00,194.8,189.93,0,22,16
2021-10-20 00:15:00,2021-10-20 00:16:14,2021-10-20 00:15:00,225.1,263.36,0,19,16
2021-10-20 00:20:00,2021-10-20 00:21:37,2021-10-20 00:20:00,179.7,0,0.1,19,16
2021-10-20 00:25:00,2021-10-20 00:26:59,2021-10-20 00:25:00,185.7,90.52,0.1,20,17
2021-10-20 00:30:00,2021-10-20 00:32:21,2021-10-20 00:30:00,169.8,0,0.1,20,16
2021-10-20 00:40:00,2021-10-20 00:37:44,2021-10-20 00:40:00,180.7,0,0.1,20,16
2021-10-20 00:45:00,2021-10-20 00:43:06,2021-10-20 00:45:00,158.1,0,0.1,19,15
2021-10-20 00:50:00,2021-10-20 00:48:28,2021-10-20 00:50:00,191.2,130.49,0.1,20,15
2021-10-20 00:55:00,2021-10-20 00:53:51,2021-10-20 00:55:00,153.1,0,0.1,19,15
2021-10-20 01:00:00,2021-10-20 00:59:13,2021-10-20 01:00:00,142.8,0,0.1,19,15
2021-10-20 01:05:00,2021-10-20 01:04:35,2021-10-20 01:05:00,182.8,35.64,0.1,17,16
2021-10-20 01:10:00,2021-10-20 01:09:58,2021-10-20 01:10:00,189.5,92.38,0.1,20,15
2021-10-20 01:15:00,2021-10-20 01:15:23,2021-10-20 01:15:00,186.7,91.01,0.1,19,14
2021-10-20 01:20:00,2021-10-20 01:20:44,2021-10-20 01:20:00,184,35.88,0.1,16,13
2021-10-20 01:25:00,2021-10-20 01:26:05,2021-10-20 01:25:00,171.2,0,0.1,17,14
2021-10-20 01:30:00,2021-10-20 01:31:27,2021-10-20 01:30:00,188,91.64,0.1,19,15
2021-10-20 01:35:00,2021-10-20 01:36:49,2021-10-20 01:35:00,184.7,36.01,0.1,20,15
2021-10-20 01:40:00,2021-10-20 01:42:11,2021-10-20 01:40:00,189.7,129.47,0.1,19,15
2021-10-20 01:50:00,2021-10-20 01:47:33,2021-10-20 01:50:00,192.8,131.58,0.1,19,13
2021-10-20 01:55:00,2021-10-20 01:52:56,2021-10-20 01:55:00,167.6,0,0.2,16,12
2021-10-20 02:00:00,2021-10-20 01:58:18,2021-10-20 02:00:00,183.3,0,0.2,17,12
2021-10-20 02:05:00,2021-10-20 02:03:40,2021-10-20 02:05:00,153.1,0,0.2,16,12
