,Time,Timestamp,DC Voltage PV1(V),AC Output Total Power (Active)(W),Daily Generation (Active)(kWh),Wind Speed ( MPH ),Wind Average ( MPH ),Week_label,Power_round,Voltage_round,Curve_Iteration
11/23/2021 21:40,11/23/2021 21:41,11/23/2021 21:40,309.5,1207.05,5.4,49,33,6,1210,310,2
11/23/2021 21:45,11/23/2021 21:47,11/23/2021 21:45,179.1,0,5.5,41,31,6,0,180,2
11/23/2021 21:55,11/23/2021 21:52,11/23/2021 21:55,257.1,551.47,5.6,38,30,6,550,260,2
11/23/2021 22:00,11/23/2021 21:58,11/23/2021 22:00,193.1,150.61,5.6,38,32,6,150,190,2
11/23/2021 22:05,11/23/2021 22:03,11/23/2021 22:05,308.8,1204.32,5.7,41,32,6,1200,310,2
11/23/2021 22:10,11/23/2021 22:08,11/23/2021 22:10,290.1,989.96,5.8,44,35,6,990,290,2
11/23/2021 22:15,11/23/2021 22:14,11/23/2021 22:15,315.6,1292.38,5.8,43,34,6,1290,320,2
11/23/2021 22:20,11/23/2021 22:19,11/23/2021 22:20,311,1273.54,5.9,44,36,6,1270,310,2
11/23/2021 22:25,11/23/2021 22:24,11/23/2021 22:25,299.8,1081.52,6,40,32,6,1080,300,2
11/23/2021 22:30,11/23/2021 22:30,11/23/2021 22:30,223.3,283.03,6,43,32,6,280,220,2
11/23/2021 22:35,11/23/2021 22:35,11/23/2021 22:35,259.1,581.03,6.1,41,33,6,580,260,2
11/23/2021 22:40,11/23/2021 22:40,11/23/2021 22:40,253.8,544.4,6.1,36,30,6,540,250,2
11/23/2021 22:45,11/23/2021 22:46,11/23/2021 22:45,212.5,248.62,6.1,43,33,6,250,210,2
11/23/2021 22:50,11/23/2021 22:51,11/23/2021 22:50,261.7,637.89,6.1,44,32,6,640,260,2
11/23/2021 22:55,11/23/2021 22:57,11/23/2021 22:55,240.5,398.62,6.1,40,31,6,400,240,2
11/23/2021 23:00,11/23/2021 23:02,11/23/2021 23:00,273,745.29,6.1,43,34,6,750,270,2
11/23/2021 23:10,11/23/2021 23:07,11/23/2021 23:10,334.8,1697.43,7.1,43,35,6,1700,330,2
11/23/2021 23:15,11/23/2021 23:13,11/23/2021 23:15,261.5,637.4,7.1,41,34,6,640,260,2
11/23/2021 23:20,11/23/2021 23:18,11/23/2021 23:20,233.5,341.49,7.1,48,36,6,340,230,2
11/23/2021 23:25,11/23/2021 23:23,11/23/2021 23:25,241.6,400.45,7.1,41,34,6,400,240,2
11/23/2021 23:30,11/23/2021 23:29,11/23/2021 23:30,322,1412.77,7.1,49,36,6,1410,320,2
11/23/2021 23:35,11/23/2021 23:34,11/23/2021 23:35,328.5,1441.29,7.1,51,35,6,1440,330,2
11/23/2021 23:40,11/23/2021 23:39,11/23/2021 23:40,295.3,1007.71,7.1,40,34,6,1010,300,2
11/23/2021 23:45,11/23/2021 23:45,11/23/2021 23:45,256.7,550.62,7.1,43,37,6,550,260,2
11/23/2021 23:50,11/23/2021 23:50,11/23/2021 23:50,256.6,550.4,7.1,46,38,6,550,260,2
11/23/2021 23:55,11/23/2021 23:56,11/23/2021 23:55,299.8,1023.06,7.1,48,39,6,1020,300,2
11/24/2021 0:00,11/24/2021 0:01,11/24/2021 0:00,250.1,487.69,1.1,41,36,6,490,250,2
11/24/2021 0:05,11/24/2021 0:06,11/24/2021 0:05,207.2,242.42,1.1,44,36,6,240,210,2
11/24/2021 0:10,11/24/2021 0:12,11/24/2021 0:10,238.8,395.81,1.2,49,39,6,400,240,2
11/24/2021 0:15,11/24/2021 0:17,11/24/2021 0:15,278.5,814.61,1.3,43,35,6,810,280,2
11/24/2021 0:25,11/24/2021 0:22,11/24/2021 0:25,274,721.3,1.4,38,31,6,720,270,2
11/24/2021 0:30,11/24/2021 0:28,11/24/2021 0:30,240.3,398.29,1.4,43,33,6,400,240,2
11/24/2021 0:35,11/24/2021 0:33,11/24/2021 0:35,232.8,340.47,1.5,36,31,6,340,230,2
11/24/2021 0:40,11/24/2021 0:38,11/24/2021 0:40,207,201.82,1.5,43,33,6,200,210,2
11/24/2021 0:45,11/24/2021 0:44,11/24/2021 0:45,210.7,246.51,1.6,36,31,6,250,210,2
11/24/2021 0:50,11/24/2021 0:49,11/24/2021 0:50,189.8,129.53,1.6,41,32,6,130,190,2
11/24/2021 0:55,11/24/2021 0:55,11/24/2021 0:55,188.1,91.69,1.7,41,32,6,90,190,2
11/24/2021 1:00,11/24/2021 1:01,11/24/2021 1:00,276.2,727.09,1.7,48,31,6,730,280,2
11/24/2021 1:05,11/24/2021 1:06,11/24/2021 1:05,305.6,1191.84,1.8,41,32,6,1190,310,2
11/24/2021 1:10,11/24/2021 1:11,11/24/2021 1:10,299.3,1021.36,1.9,46,34,6,1020,300,2
11/24/2021 1:15,11/24/2021 1:17,11/24/2021 1:15,254.3,545.47,1.9,38,31,6,550,250,2
11/24/2021 1:25,11/24/2021 1:22,11/24/2021 1:25,285.3,834.5,2,49,34,6,830,290,2
11/24/2021 1:30,11/24/2021 1:28,11/24/2021 1:30,231.6,338.71,2.1,43,33,6,340,230,2
11/24/2021 1:35,11/24/2021 1:33,11/24/2021 1:35,315.6,1446.23,2.1,43,35,6,1450,320,2
11/24/2021 1:40,11/24/2021 1:38,11/24/2021 1:40,306.5,1105.69,2.2,43,33,6,1110,310,2
11/24/2021 1:45,11/24/2021 1:44,11/24/2021 1:45,218.6,255.76,2.3,43,33,6,260,220,2
11/24/2021 1:50,11/24/2021 1:49,11/24/2021 1:50,364,2306.85,2.3,41,33,6,2310,360,2
11/24/2021 1:55,11/24/2021 1:54,11/24/2021 1:55,363.2,2301.77,2.4,40,32,6,2300,360,2
11/24/2021 2:00,11/24/2021 2:00,11/24/2021 2:00,253.8,544.4,2.5,41,31,6,540,250,2
11/24/2021 2:05,11/24/2021 2:05,11/24/2021 2:05,282.8,827.19,2.5,38,29,6,830,280,2
11/24/2021 2:10,11/24/2021 2:11,11/24/2021 2:10,293,999.86,2.6,41,31,6,1000,290,2
11/24/2021 2:15,11/24/2021 2:16,11/24/2021 2:15,237.7,393.98,2.7,35,28,6,390,240,2
11/24/2021 2:20,11/24/2021 2:21,11/24/2021 2:20,299.5,1080.44,2.7,44,30,6,1080,300,2
11/24/2021 2:25,11/24/2021 2:27,11/24/2021 2:25,270.2,684.95,2.8,35,26,6,680,270,2
11/24/2021 2:35,11/24/2021 2:32,11/24/2021 2:35,229,334.91,2.8,36,28,6,330,230,2
11/24/2021 2:40,11/24/2021 2:37,11/24/2021 2:40,248,483.59,2.8,35,30,6,480,250,2
11/24/2021 2:45,11/24/2021 2:43,11/24/2021 2:45,171.6,0,2.9,40,31,6,0,170,2
11/24/2021 2:50,11/24/2021 2:48,11/24/2021 2:50,279.3,816.95,2.9,43,34,6,820,280,2
11/24/2021 2:55,11/24/2021 2:54,11/24/2021 2:55,324.8,1488.39,3,46,35,6,1490,320,2
11/24/2021 3:00,11/24/2021 2:59,11/24/2021 3:00,303.8,1036.71,3.1,40,33,6,1040,300,2
11/24/2021 3:05,11/24/2021 3:04,11/24/2021 3:05,251.6,490.62,3.1,44,34,6,490,250,2
11/24/2021 3:10,11/24/2021 3:10,11/24/2021 3:10,205,199.87,3.2,53,36,6,200,200,2
11/24/2021 3:15,11/24/2021 3:15,11/24/2021 3:15,282,824.85,3.3,40,34,6,820,280,2
11/24/2021 3:20,11/24/2021 3:20,11/24/2021 3:20,302.1,1089.82,3.4,43,34,6,1090,300,2
11/24/2021 3:25,11/24/2021 3:26,11/24/2021 3:25,290.8,1049.06,3.4,48,36,6,1050,290,2
11/24/2021 3:30,11/24/2021 3:31,11/24/2021 3:30,274.5,722.62,3.5,49,37,6,720,270,2
11/24/2021 3:35,11/24/2021 3:37,11/24/2021 3:35,335.6,1636.05,3.6,41,35,6,1640,340,2
11/24/2021 3:45,11/24/2021 3:42,11/24/2021 3:45,208.3,223.4,3.7,49,36,6,220,210,2
11/24/2021 3:50,11/24/2021 3:47,11/24/2021 3:50,184.8,90.09,3.7,48,38,6,90,180,2
11/24/2021 3:55,11/24/2021 3:53,11/24/2021 3:55,350.6,2051.01,3.8,43,37,6,2050,350,2
11/24/2021 4:00,11/24/2021 3:58,11/24/2021 4:00,325,1425.93,3.9,44,37,6,1430,320,2
11/24/2021 4:05,11/24/2021 4:04,11/24/2021 4:05,293.7,1002.25,4,46,36,6,1000,290,2
11/24/2021 4:10,11/24/2021 4:09,11/24/2021 4:10,217,253.88,4,49,37,6,250,220,2
11/24/2021 4:15,11/24/2021 4:14,11/24/2021 4:15,279,816.07,4.1,43,35,6,820,280,2
11/24/2021 4:20,11/24/2021 4:20,11/24/2021 4:20,220.3,257.75,4.2,49,32,6,260,220,2
11/24/2021 4:25,11/24/2021 4:25,11/24/2021 4:25,263.5,642.28,4.2,48,33,6,640,260,2
11/24/2021 4:30,11/24/2021 4:30,11/24/2021 4:30,244.8,477.36,4.3,40,33,6,480,240,2
11/24/2021 4:35,11/24/2021 4:36,11/24/2021 4:35,241.2,423.3,4.3,40,34,6,420,240,2
11/24/2021 4:40,11/24/2021 4:41,11/24/2021 4:40,235.1,389.67,4.4,44,37,6,390,240,2
11/24/2021 4:45,11/24/2021 4:47,11/24/2021 4:45,289.3,902.61,4.5,44,39,6,900,290,2
11/24/2021 4:50,11/24/2021 4:52,11/24/2021 4:50,297,1071.42,4.6,44,35,6,1070,300,2
11/24/2021 5:00,11/24/2021 4:57,11/24/2021 5:00,341.6,1731.91,4.6,48,36,6,1730,340,2
11/24/2021 5:05,11/24/2021 5:03,11/24/2021 5:05,295.3,921.33,4.7,46,39,6,920,300,2
11/24/2021 5:10,11/24/2021 5:08,11/24/2021 5:10,250.1,487.69,4.8,54,41,6,490,250,2
11/24/2021 5:15,11/24/2021 5:13,11/24/2021 5:15,209.8,225.01,4.9,48,36,6,230,210,2
11/24/2021 5:20,11/24/2021 5:19,11/24/2021 5:20,240,421.2,4.9,46,37,6,420,240,2
11/24/2021 5:25,11/24/2021 5:24,11/24/2021 5:25,323.7,1483.35,5,44,36,6,1480,320,2
11/24/2021 5:30,11/24/2021 5:30,11/24/2021 5:30,252.1,540.75,5.1,46,37,6,540,250,2
11/24/2021 5:35,11/24/2021 5:35,11/24/2021 5:35,287,979.38,5.1,43,38,6,980,290,2
11/24/2021 5:40,11/24/2021 5:40,11/24/2021 5:40,254.7,546.33,5.2,40,35,6,550,250,2
11/24/2021 5:45,11/24/2021 5:46,11/24/2021 5:45,287.1,839.76,5.3,43,33,6,840,290,2
11/24/2021 5:50,11/24/2021 5:51,11/24/2021 5:50,305.5,1251.02,5.3,36,30,6,1250,310,2
11/24/2021 5:55,11/24/2021 5:56,11/24/2021 5:55,237,392.82,5.4,46,33,6,390,240,2
11/24/2021 6:00,11/24/2021 6:02,11/24/2021 6:00,184.5,89.94,5.5,43,33,6,90,180,2
11/24/2021 6:10,11/24/2021 6:07,11/24/2021 6:10,190.5,130.01,5.5,41,33,6,130,190,2
11/24/2021 6:15,11/24/2021 6:13,11/24/2021 6:15,198.6,193.63,5.6,41,31,6,190,200,2
11/24/2021 6:20,11/24/2021 6:18,11/24/2021 6:20,291.1,908.23,5.7,41,32,6,910,290,2
11/24/2021 6:25,11/24/2021 6:23,11/24/2021 6:25,269.8,683.94,5.7,44,32,6,680,270,2
11/24/2021 6:30,11/24/2021 6:29,11/24/2021 6:30,300.8,938.49,5.8,46,34,6,940,300,2
11/24/2021 6:35,11/24/2021 6:34,11/24/2021 6:35,287,895.44,5.9,40,33,6,900,290,2
11/24/2021 6:40,11/24/2021 6:39,11/24/2021 6:40,271.5,741.19,5.9,44,34,6,740,270,2
11/24/2021 6:45,11/24/2021 6:45,11/24/2021 6:45,256.2,549.54,6,48,38,6,550,260,2
11/24/2021 6:50,11/24/2021 6:50,11/24/2021 6:50,223.2,326.42,6.1,46,36,6,330,220,2
11/24/2021 6:55,11/24/2021 6:56,11/24/2021 6:55,298.5,1018.63,6.1,46,36,6,1020,300,2
11/24/2021 7:00,11/24/2021 7:01,11/24/2021 7:00,257.6,552.55,6.2,44,34,6,550,260,2
11/24/2021 7:05,11/24/2021 7:06,11/24/2021 7:05,267.7,678.61,6.3,36,30,6,680,270,2
11/24/2021 7:10,11/24/2021 7:12,11/24/2021 7:10,257,551.26,6.3,36,29,6,550,260,2
11/24/2021 7:20,11/24/2021 7:17,11/24/2021 7:20,246.7,481.06,6.4,44,30,6,480,250,2
11/24/2021 7:25,11/24/2021 7:23,11/24/2021 7:25,302.1,1089.82,6.4,43,31,6,1090,300,2
11/24/2021 7:30,11/24/2021 7:28,11/24/2021 7:30,274.6,722.88,6.5,40,28,6,720,270,2
11/24/2021 7:35,11/24/2021 7:33,11/24/2021 7:35,215.1,251.66,6.6,44,33,6,250,220,2
11/24/2021 7:40,11/24/2021 7:39,11/24/2021 7:40,283,827.77,6.6,40,32,6,830,280,2
11/24/2021 7:45,11/24/2021 7:44,11/24/2021 7:45,310.6,1362.75,6.7,41,30,6,1360,310,2
11/24/2021 7:50,11/24/2021 7:49,11/24/2021 7:50,349.2,1940.67,6.8,40,29,6,1940,350,2
11/24/2021 7:55,11/24/2021 7:55,11/24/2021 7:55,233.2,341.05,6.8,40,31,6,340,230,2
11/24/2021 8:00,11/24/2021 8:00,11/24/2021 8:00,236.8,392.49,6.9,38,31,6,390,240,2
11/24/2021 8:05,11/24/2021 8:05,11/24/2021 8:05,237.5,393.65,6.9,41,32,6,390,240,2
11/24/2021 8:10,11/24/2021 8:11,11/24/2021 8:10,336.6,1640.92,7,43,32,6,1640,340,2
11/24/2021 8:15,11/24/2021 8:16,11/24/2021 8:15,220.8,258.33,7,44,34,6,260,220,2
11/24/2021 8:20,11/24/2021 8:22,11/24/2021 8:20,220.5,257.98,7.1,43,35,6,260,220,2
11/24/2021 8:25,11/24/2021 8:27,11/24/2021 8:25,238.3,394.98,7.1,44,34,6,390,240,2
11/24/2021 8:35,11/24/2021 8:32,11/24/2021 8:35,323.8,1578.52,7.2,48,35,6,1580,320,2
11/24/2021 8:40,11/24/2021 8:38,11/24/2021 8:40,343.8,2011.23,7.3,41,36,6,2010,340,2
11/24/2021 8:45,11/24/2021 8:43,11/24/2021 8:45,290.8,992.35,7.4,41,34,6,990,290,2
11/24/2021 8:50,11/24/2021 8:48,11/24/2021 8:50,297.3,1014.53,7.4,38,28,6,1010,300,2
11/24/2021 8:55,11/24/2021 8:54,11/24/2021 8:55,259.8,582.6,7.5,38,31,6,580,260,2
11/24/2021 9:00,11/24/2021 8:59,11/24/2021 9:00,185.3,90.33,7.5,43,29,6,90,190,2
11/24/2021 9:05,11/24/2021 9:05,11/24/2021 9:05,312.2,1278.45,7.6,40,30,6,1280,310,2
11/24/2021 9:10,11/24/2021 9:10,11/24/2021 9:10,262.8,589.32,7.7,40,31,6,590,260,2
11/24/2021 9:15,11/24/2021 9:13,11/24/2021 9:15,255.5,548.04,7.7,36,28,6,550,260,2
11/24/2021 9:20,11/24/2021 9:18,11/24/2021 9:20,307.8,1200.42,7.8,36,26,6,1200,310,2
11/24/2021 9:25,11/24/2021 9:23,11/24/2021 9:25,247.5,482.62,7.8,36,28,6,480,250,2
11/24/2021 9:30,11/24/2021 9:29,11/24/2021 9:30,209,244.52,7.8,38,28,6,240,210,2
11/24/2021 9:35,11/24/2021 9:34,11/24/2021 9:35,235.6,390.5,7.9,30,27,6,390,240,2
11/24/2021 9:40,11/24/2021 9:39,11/24/2021 9:40,212.5,248.62,7.9,36,26,6,250,210,2
11/24/2021 9:45,11/24/2021 9:45,11/24/2021 9:45,166.3,0,7.9,35,26,6,0,170,2
11/24/2021 9:50,11/24/2021 9:50,11/24/2021 9:50,231.5,361.14,8,35,29,6,360,230,2
11/24/2021 9:55,11/24/2021 9:56,11/24/2021 9:55,240.6,398.79,8,38,30,6,400,240,2
11/24/2021 10:00,11/24/2021 10:01,11/24/2021 10:00,192.5,93.84,8.1,33,29,6,90,190,2
11/24/2021 10:05,11/24/2021 10:06,11/24/2021 10:05,236.7,392.33,8.1,38,28,6,390,240,2
11/24/2021 10:10,11/24/2021 10:12,11/24/2021 10:10,247.5,482.62,8.2,43,34,6,480,250,2
11/24/2021 10:20,11/24/2021 10:17,11/24/2021 10:20,268.7,707.35,8.3,38,28,6,710,270,2
11/24/2021 10:25,11/24/2021 10:22,11/24/2021 10:25,252.8,542.25,8.3,33,29,6,540,250,2
11/24/2021 10:30,11/24/2021 10:28,11/24/2021 10:30,239.6,420.49,8.4,38,31,6,420,240,2
11/24/2021 10:35,11/24/2021 10:33,11/24/2021 10:35,307.6,1199.64,8.5,43,24,6,1200,310,2
11/24/2021 10:40,11/24/2021 10:38,11/24/2021 10:40,222.3,260.09,8.5,38,30,6,260,220,2
11/24/2021 10:45,11/24/2021 10:44,11/24/2021 10:45,242.6,425.76,8.5,36,29,6,430,240,2
11/24/2021 10:50,11/24/2021 10:49,11/24/2021 10:50,255.3,547.61,8.6,36,28,6,550,260,2
11/24/2021 10:55,11/24/2021 10:55,11/24/2021 10:55,283.2,883.58,8.7,40,27,6,880,280,2
11/24/2021 11:00,11/24/2021 11:00,11/24/2021 11:00,305.1,1100.64,8.7,38,29,6,1100,310,2
11/24/2021 11:05,11/24/2021 11:05,11/24/2021 11:05,300.7,1084.77,8.8,36,26,6,1080,300,2
11/24/2021 11:10,11/24/2021 11:11,11/24/2021 11:10,248.5,484.57,8.8,36,30,6,480,250,2
11/24/2021 11:15,11/24/2021 11:16,11/24/2021 11:15,186.6,90.96,8.9,36,27,6,90,190,2
11/24/2021 11:20,11/24/2021 11:21,11/24/2021 11:20,244.1,475.99,8.9,41,31,6,480,240,2
11/24/2021 11:25,11/24/2021 11:27,11/24/2021 11:25,306.3,1194.57,9,41,28,6,1190,310,2
11/24/2021 11:35,11/24/2021 11:32,11/24/2021 11:35,265,645.93,9.1,35,28,6,650,260,2
11/24/2021 11:40,11/24/2021 11:38,11/24/2021 11:40,278.8,733.94,9.1,32,23,6,730,280,2
11/24/2021 11:45,11/24/2021 11:43,11/24/2021 11:45,180.1,0,9.2,36,27,6,0,180,2
11/24/2021 11:50,11/24/2021 11:48,11/24/2021 11:50,283.1,883.27,9.2,38,28,6,880,280,2
11/24/2021 11:55,11/24/2021 11:54,11/24/2021 11:55,211.3,247.22,9.3,32,23,6,250,210,2
11/24/2021 12:00,11/24/2021 11:59,11/24/2021 12:00,265.3,646.66,9.3,36,25,6,650,270,2
11/24/2021 12:05,11/24/2021 12:04,11/24/2021 12:05,231.3,338.27,9.4,40,31,6,340,230,2
11/24/2021 12:10,11/24/2021 12:10,11/24/2021 12:10,256.8,550.83,9.4,36,31,6,550,260,2
11/24/2021 12:15,11/24/2021 12:15,11/24/2021 12:15,246.5,480.67,9.5,35,29,6,480,250,2
11/24/2021 12:20,11/24/2021 12:20,11/24/2021 12:20,217.6,254.59,9.5,33,23,6,250,220,2
11/24/2021 12:25,11/24/2021 12:26,11/24/2021 12:25,271.2,713.93,9.6,28,22,6,710,270,2
11/24/2021 12:30,11/24/2021 12:31,11/24/2021 12:30,273.7,747.2,9.6,41,28,6,750,270,2
11/24/2021 12:35,11/24/2021 12:37,11/24/2021 12:35,322.8,1416.28,9.7,41,34,6,1420,320,2
11/24/2021 12:40,11/24/2021 12:42,11/24/2021 12:40,237.5,393.65,9.8,40,30,6,390,240,2
11/24/2021 12:50,11/24/2021 12:47,11/24/2021 12:50,280.3,819.87,9.8,38,30,6,820,280,2
11/24/2021 12:55,11/24/2021 12:53,11/24/2021 12:55,272,716.04,9.9,41,32,6,720,270,2
11/24/2021 13:00,11/24/2021 12:58,11/24/2021 13:00,220.6,258.1,10,35,27,6,260,220,2
11/24/2021 13:05,11/24/2021 13:03,11/24/2021 13:05,298.6,1077.19,10,35,28,6,1080,300,2
11/24/2021 13:10,11/24/2021 13:09,11/24/2021 13:10,249.1,510.03,10.1,36,28,6,510,250,2
11/24/2021 13:15,11/24/2021 13:14,11/24/2021 13:15,220.2,257.63,10.1,40,30,6,260,220,2
11/24/2021 13:20,11/24/2021 13:20,11/24/2021 13:20,223.6,327.01,10.2,38,32,6,330,220,2
11/24/2021 13:25,11/24/2021 13:25,11/24/2021 13:25,323.2,1481.06,10.3,36,28,6,1480,320,2
11/24/2021 13:30,11/24/2021 13:30,11/24/2021 13:30,293.7,916.34,10.3,36,29,6,920,290,2
11/24/2021 13:35,11/24/2021 13:36,11/24/2021 13:35,257.6,552.55,10.4,32,24,6,550,260,2
11/24/2021 13:40,11/24/2021 13:41,11/24/2021 13:40,204.2,199.09,10.5,32,25,6,200,200,2
11/24/2021 13:45,11/24/2021 13:46,11/24/2021 13:45,233.1,340.9,10.5,43,30,6,340,230,2
11/24/2021 13:50,11/24/2021 13:52,11/24/2021 13:50,294.8,1006,10.6,32,23,6,1010,290,2
11/24/2021 14:00,11/24/2021 13:57,11/24/2021 14:00,228.6,334.32,10.6,33,27,6,330,230,2
11/24/2021 14:05,11/24/2021 14:02,11/24/2021 14:05,244.7,477.16,10.7,33,26,6,480,240,2
11/24/2021 14:10,11/24/2021 14:08,11/24/2021 14:10,286.6,838.3,10.7,28,23,6,840,290,2
11/24/2021 14:15,11/24/2021 14:13,11/24/2021 14:15,169.7,0,10.8,32,26,6,0,170,2
11/24/2021 14:20,11/24/2021 14:19,11/24/2021 14:20,291.6,909.79,10.8,30,25,6,910,290,2
11/24/2021 14:25,11/24/2021 14:24,11/24/2021 14:25,318,1395.22,10.8,28,24,6,1400,320,2
11/24/2021 14:30,11/24/2021 14:29,11/24/2021 14:30,238,394.48,10.9,30,26,6,390,240,2
11/24/2021 14:35,11/24/2021 14:35,11/24/2021 14:35,294.6,1005.32,10.9,33,22,6,1010,290,2
11/24/2021 14:40,11/24/2021 14:40,11/24/2021 14:40,251.8,515.56,11,22,17,6,520,250,2
11/24/2021 14:45,11/24/2021 14:45,11/24/2021 14:45,206.3,201.14,11,27,23,6,200,210,2
11/24/2021 14:50,11/24/2021 14:51,11/24/2021 14:50,194.3,189.44,11,24,17,6,190,190,2
11/24/2021 14:55,11/24/2021 14:56,11/24/2021 14:55,186.1,90.72,11.1,19,19,6,90,190,2
11/24/2021 15:00,11/24/2021 15:02,11/24/2021 15:00,184.5,0,11.1,19,19,6,0,180,2
11/24/2021 15:15,11/24/2021 15:12,11/24/2021 15:15,175.7,0,11.1,14,10,6,0,180,2
11/24/2021 15:20,11/24/2021 15:18,11/24/2021 15:20,176.1,0,11.1,14,11,6,0,180,2
11/24/2021 15:25,11/24/2021 15:23,11/24/2021 15:25,183.6,0,11.1,12,10,6,0,180,2
11/24/2021 15:30,11/24/2021 15:28,11/24/2021 15:30,167.5,0,11.1,16,12,6,0,170,2
11/24/2021 15:35,11/24/2021 15:34,11/24/2021 15:35,163.3,0,11.1,22,16,6,0,160,2
11/24/2021 15:40,11/24/2021 15:39,11/24/2021 15:40,222.2,281.63,11.1,17,14,6,280,220,2
11/24/2021 15:45,11/24/2021 15:44,11/24/2021 15:45,222,259.73,11.1,20,16,6,260,220,2
11/24/2021 15:50,11/24/2021 15:50,11/24/2021 15:50,251.1,514.12,11.1,20,16,6,510,250,2
11/24/2021 15:55,11/24/2021 15:55,11/24/2021 15:55,211.7,247.68,11.1,19,16,6,250,210,2
11/24/2021 16:00,11/24/2021 16:01,11/24/2021 16:00,187.8,128.17,11.1,19,14,6,130,190,2
11/24/2021 16:05,11/24/2021 16:06,11/24/2021 16:05,182,0,11.2,16,13,6,0,180,2
11/24/2021 16:10,11/24/2021 16:11,11/24/2021 16:10,200.3,195.29,11.2,14,11,6,200,200,2
11/24/2021 16:15,11/24/2021 16:17,11/24/2021 16:15,184.5,35.97,11.2,14,11,6,40,180,2
11/24/2021 16:25,11/24/2021 16:22,11/24/2021 16:25,185.2,90.28,11.2,14,9,6,90,190,2
11/24/2021 16:30,11/24/2021 16:27,11/24/2021 16:30,117.6,0,11.2,12,9,6,0,120,2
11/24/2021 16:35,11/24/2021 16:33,11/24/2021 16:35,152.6,0,11.2,14,11,6,0,150,2
11/24/2021 16:40,11/24/2021 16:38,11/24/2021 16:40,169.5,0,11.2,16,12,6,0,170,2
11/24/2021 16:45,11/24/2021 16:44,11/24/2021 16:45,180.6,0,11.2,14,11,6,0,180,2
11/24/2021 16:50,11/24/2021 16:49,11/24/2021 16:50,183.8,35.84,11.2,16,13,6,40,180,2
11/24/2021 16:55,11/24/2021 16:54,11/24/2021 16:55,184.6,35.99,11.2,16,11,6,40,180,2
11/24/2021 17:00,11/24/2021 17:00,11/24/2021 17:00,184.5,35.97,11.2,16,12,6,40,180,2
11/24/2021 17:05,11/24/2021 17:05,11/24/2021 17:05,183.3,35.74,11.2,16,13,6,40,180,2
11/24/2021 17:10,11/24/2021 17:10,11/24/2021 17:10,181.5,0,11.2,16,14,6,0,180,2
11/24/2021 17:15,11/24/2021 17:16,11/24/2021 17:15,186,90.67,11.2,14,11,6,90,190,2
11/24/2021 17:20,11/24/2021 17:21,11/24/2021 17:20,159.6,0,11.2,11,7,6,0,160,2
11/24/2021 17:25,11/24/2021 17:26,11/24/2021 17:25,38.7,0,11.2,9,6,6,0,40,2
11/24/2021 17:30,11/24/2021 17:32,11/24/2021 17:30,78.2,0,11.2,12,9,6,0,80,2
11/24/2021 17:40,11/24/2021 17:37,11/24/2021 17:40,127.1,0,11.2,11,9,6,0,130,2
11/24/2021 17:45,11/24/2021 17:43,11/24/2021 17:45,143.3,0,11.2,14,11,6,0,140,2
11/24/2021 17:50,11/24/2021 17:49,11/24/2021 17:50,183.8,35.84,11.2,14,11,6,40,180,2
11/24/2021 17:55,11/24/2021 17:54,11/24/2021 17:55,184.6,35.99,11.2,14,12,6,40,180,2
11/24/2021 18:00,11/24/2021 17:59,11/24/2021 18:00,180.3,0,11.2,14,11,6,0,180,2
11/24/2021 18:05,11/24/2021 18:05,11/24/2021 18:05,137.6,0,11.2,12,10,6,0,140,2
11/24/2021 18:10,11/24/2021 18:10,11/24/2021 18:10,161.7,0,11.2,14,10,6,0,160,2
11/24/2021 18:15,11/24/2021 18:15,11/24/2021 18:15,105.5,0,11.2,14,11,6,0,110,2
11/24/2021 18:20,11/24/2021 18:21,11/24/2021 18:20,152,0,11.2,14,13,6,0,150,2
11/24/2021 18:25,11/24/2021 18:26,11/24/2021 18:25,182.5,0,11.2,14,12,6,0,180,2
11/24/2021 18:30,11/24/2021 18:31,11/24/2021 18:30,187.2,91.25,11.2,14,12,6,90,190,2
11/24/2021 18:35,11/24/2021 18:37,11/24/2021 18:35,185.3,36.13,11.2,16,11,6,40,190,2
11/24/2021 18:45,11/24/2021 18:42,11/24/2021 18:45,161.3,0,11.2,11,9,6,0,160,2
11/24/2021 18:50,11/24/2021 18:48,11/24/2021 18:50,94.8,0,11.2,12,10,6,0,90,2
11/24/2021 18:55,11/24/2021 18:53,11/24/2021 18:55,181.3,0,11.2,12,10,6,0,180,2
11/24/2021 19:00,11/24/2021 18:58,11/24/2021 19:00,180.8,0,11.2,12,11,6,0,180,2
11/24/2021 19:05,11/24/2021 19:04,11/24/2021 19:05,180.6,0,11.2,12,11,6,0,180,2
11/24/2021 19:10,11/24/2021 19:09,11/24/2021 19:10,180,0,11.2,14,11,6,0,180,2
11/24/2021 19:15,11/24/2021 19:14,11/24/2021 19:15,157.1,0,11.2,14,11,6,0,160,2
11/24/2021 19:20,11/24/2021 19:20,11/24/2021 19:20,181.5,0,11.2,14,11,6,0,180,2
11/24/2021 19:25,11/24/2021 19:25,11/24/2021 19:25,186.8,91.06,11.2,14,11,6,90,190,2
11/24/2021 19:30,11/24/2021 19:30,11/24/2021 19:30,169.7,0,11.2,14,12,6,0,170,2
11/24/2021 19:35,11/24/2021 19:36,11/24/2021 19:35,184.6,35.99,11.2,16,12,6,40,180,2
