,Time,Timestamp,DC Voltage PV1(V),AC Output Total Power (Active)(W),Daily Generation (Active)(kWh),Wind Speed ( MPH ),Wind Average ( MPH ),Week_label,Power_round,Voltage_round
2021-11-30 22:30:00,2021-11-30 22:31:37,2021-11-30 22:30:00,0.1,0.0,1.8,3.0,3.0,7,0.0,0.0
2021-11-30 22:35:00,2021-11-30 22:36:58,2021-11-30 22:35:00,0.1,0.0,1.8,3.0,2.0,7,0.0,0.0
2021-11-30 22:40:00,2021-11-30 22:42:20,2021-11-30 22:40:00,0.1,0.0,1.8,6.0,4.0,7,0.0,0.0
2021-11-30 22:50:00,2021-11-30 22:47:41,2021-11-30 22:50:00,0.1,0.0,1.8,9.0,7.0,7,0.0,0.0
2021-11-30 22:55:00,2021-11-30 22:53:02,2021-11-30 22:55:00,0.1,0.0,1.8,9.0,7.0,7,0.0,0.0
2021-11-30 23:00:00,2021-11-30 22:58:24,2021-11-30 23:00:00,0.1,0.0,1.8,6.0,6.0,7,0.0,0.0
2021-11-30 23:05:00,2021-11-30 23:03:46,2021-11-30 23:05:00,0.1,0.0,1.8,6.0,6.0,7,0.0,0.0
2021-11-30 23:10:00,2021-11-30 23:09:08,2021-11-30 23:10:00,0.1,0.0,1.8,6.0,5.0,7,0.0,0.0
2021-11-30 23:15:00,2021-11-30 23:14:30,2021-11-30 23:15:00,0.1,0.0,1.8,8.0,6.0,7,0.0,0.0
2021-11-30 23:20:00,2021-11-30 23:19:52,2021-11-30 23:20:00,0.1,0.0,1.8,6.0,5.0,7,0.0,0.0
2021-11-30 23:25:00,2021-11-30 23:25:13,2021-11-30 23:25:00,0.1,0.0,1.8,4.0,2.0,7,0.0,0.0
2021-11-30 23:30:00,2021-11-30 23:30:35,2021-11-30 23:30:00,0.1,0.0,1.8,6.0,3.0,7,0.0,0.0
2021-11-30 23:35:00,2021-11-30 23:35:58,2021-11-30 23:35:00,0.1,0.0,1.8,9.0,7.0,7,0.0,0.0
2021-11-30 23:40:00,2021-11-30 23:41:19,2021-11-30 23:40:00,0.1,0.0,1.8,11.0,9.0,7,0.0,0.0
2021-11-30 23:45:00,2021-11-30 23:46:41,2021-11-30 23:45:00,0.1,0.0,1.8,12.0,10.0,7,0.0,0.0
2021-11-30 23:50:00,2021-11-30 23:52:10,2021-11-30 23:50:00,0.2,0.0,1.8,12.0,11.0,7,0.0,0.0
2021-12-01 00:00:00,2021-11-30 23:57:31,2021-12-01 00:00:00,0.1,0.0,1.8,8.0,6.0,7,0.0,0.0
