,Time,Timestamp,DC Voltage PV1(V),AC Output Total Power (Active)(W),Daily Generation (Active)(kWh),Wind Speed ( MPH ),Wind Average ( MPH ),Curve_Iteration
10/25/2021 1:35,10/25/2021 1:36,10/25/2021 1:35,260.5,507.97,2.4,43,34,1
10/25/2021 1:40,10/25/2021 1:42,10/25/2021 1:40,375.5,2086.84,2.4,48,34,1
10/25/2021 1:50,10/25/2021 1:47,10/25/2021 1:50,320.5,1093.7,2.5,44,31,1
10/25/2021 1:55,10/25/2021 1:53,10/25/2021 1:55,349.8,1534.74,2.6,38,29,1
10/25/2021 2:00,10/25/2021 1:58,10/25/2021 2:00,319,995.28,2.7,40,28,1
10/25/2021 2:05,10/25/2021 2:03,10/25/2021 2:05,325.7,1111.45,2.8,36,29,1
10/25/2021 2:10,10/25/2021 2:09,10/25/2021 2:10,343.6,1407.04,2.8,36,30,1
10/25/2021 2:15,10/25/2021 2:14,10/25/2021 2:15,384.1,2246.98,2.9,48,27,1
10/25/2021 2:20,10/25/2021 2:19,10/25/2021 2:20,362.5,1767.18,3,44,30,1
10/25/2021 2:25,10/25/2021 2:25,10/25/2021 2:25,339.8,1325.22,3,43,33,1
10/25/2021 2:30,10/25/2021 2:30,10/25/2021 2:30,362,1764.75,3.1,51,40,1
10/25/2021 2:35,10/25/2021 2:36,10/25/2021 2:35,238.8,349.24,3.2,40,31,1
10/25/2021 2:40,10/25/2021 2:41,10/25/2021 2:40,334.2,1205.62,3.3,46,34,1
10/25/2021 2:45,10/25/2021 2:46,10/25/2021 2:45,378.8,2031.31,3.4,53,37,1
10/25/2021 2:50,10/25/2021 2:52,10/25/2021 2:50,253.3,419.84,3.5,40,35,1
10/25/2021 3:00,10/25/2021 2:57,10/25/2021 3:00,330,1190.47,3.6,41,33,1
10/25/2021 3:05,10/25/2021 3:02,10/25/2021 3:05,221.6,259.27,3.7,44,31,1
10/25/2021 3:10,10/25/2021 3:08,10/25/2021 3:10,254.7,422.16,3.8,51,38,1
10/25/2021 3:15,10/25/2021 3:13,10/25/2021 3:15,362.1,1765.23,3.9,44,30,1
10/25/2021 3:20,10/25/2021 3:19,10/25/2021 3:20,299.2,787.64,3.9,43,31,1
10/25/2021 3:25,10/25/2021 3:24,10/25/2021 3:25,240.2,351.29,4,40,29,1
10/25/2021 3:30,10/25/2021 3:29,10/25/2021 3:30,366.2,1856.63,4.1,35,29,1
10/25/2021 3:35,10/25/2021 3:35,10/25/2021 3:35,329.6,1285.44,4.2,38,26,1
10/25/2021 3:40,10/25/2021 3:40,10/25/2021 3:40,198.8,193.83,4.2,30,22,1
10/25/2021 3:45,10/25/2021 3:46,10/25/2021 3:45,239,349.53,4.2,32,22,1
10/25/2021 3:50,10/25/2021 3:51,10/25/2021 3:50,271.3,529.03,4.3,36,27,1
10/25/2021 3:55,10/25/2021 3:56,10/25/2021 3:55,186.8,91.06,4.3,32,23,1
10/25/2021 4:00,10/25/2021 4:02,10/25/2021 4:00,189,128.99,4.3,44,29,1
10/25/2021 4:10,10/25/2021 4:07,10/25/2021 4:10,248.8,363.87,4.4,38,26,1
10/25/2021 4:15,10/25/2021 4:12,10/25/2021 4:15,264.8,516.36,4.4,38,27,1
10/25/2021 4:20,10/25/2021 4:18,10/25/2021 4:20,245.3,358.75,4.5,38,28,1
10/25/2021 4:25,10/25/2021 4:23,10/25/2021 4:25,367.6,1863.73,4.6,30,20,1
10/25/2021 4:30,10/25/2021 4:29,10/25/2021 4:30,185.7,90.52,4.6,36,27,1
10/25/2021 4:35,10/25/2021 4:34,10/25/2021 4:35,293.1,714.43,4.7,32,26,1
10/25/2021 4:40,10/25/2021 4:39,10/25/2021 4:40,227.6,266.29,4.7,40,29,1
10/25/2021 4:45,10/25/2021 4:45,10/25/2021 4:45,260.2,456.65,4.8,38,30,1
10/25/2021 4:50,10/25/2021 4:50,10/25/2021 4:50,311.7,972.5,4.9,40,31,1
10/25/2021 4:55,10/25/2021 4:55,10/25/2021 4:55,367,1860.69,5,40,30,1
10/25/2021 5:00,10/25/2021 5:01,10/25/2021 5:00,254.3,421.5,5.1,38,30,1
10/25/2021 5:05,10/25/2021 5:06,10/25/2021 5:05,258.2,427.96,5.2,41,27,1
10/25/2021 5:10,10/25/2021 5:12,10/25/2021 5:10,296.2,721.98,5.2,41,30,1
10/25/2021 5:15,10/25/2021 5:17,10/25/2021 5:15,245.5,359.04,5.3,33,25,1
10/25/2021 5:25,10/25/2021 5:22,10/25/2021 5:25,358.8,1749.14,5.4,33,25,1
10/25/2021 5:30,10/25/2021 5:28,10/25/2021 5:30,307.6,899.73,5.5,41,31,1
10/25/2021 5:35,10/25/2021 5:33,10/25/2021 5:35,271.1,528.64,5.5,43,33,1
10/25/2021 5:40,10/25/2021 5:38,10/25/2021 5:40,347.1,1522.9,5.6,38,30,1
10/25/2021 5:45,10/25/2021 5:44,10/25/2021 5:45,303.5,798.96,5.7,38,31,1
10/25/2021 5:50,10/25/2021 5:49,10/25/2021 5:50,262.1,511.09,5.8,43,32,1
10/25/2021 5:55,10/25/2021 5:55,10/25/2021 5:55,310.5,908.21,5.9,40,30,1
10/25/2021 6:00,10/25/2021 6:01,10/25/2021 6:00,312.5,1066.4,6,38,29,1
10/25/2021 6:05,10/25/2021 6:06,10/25/2021 6:05,272.1,557.12,6.1,40,32,1
10/25/2021 6:10,10/25/2021 6:11,10/25/2021 6:10,280.6,601.88,6.2,41,30,1
10/25/2021 6:15,10/25/2021 6:17,10/25/2021 6:15,334.8,1207.79,6.3,41,34,1
10/25/2021 6:25,10/25/2021 6:22,10/25/2021 6:25,284.7,693.95,6.3,44,38,1
10/25/2021 6:30,10/25/2021 6:28,10/25/2021 6:30,339.3,1323.27,6.5,44,35,1
10/25/2021 6:35,10/25/2021 6:33,10/25/2021 6:35,384.3,2323.09,6.6,49,35,1
10/25/2021 6:40,10/25/2021 6:38,10/25/2021 6:40,330.7,1128.51,6.7,48,32,1
10/25/2021 6:45,10/25/2021 6:44,10/25/2021 6:45,328,1183.26,6.8,35,28,1
10/25/2021 6:50,10/25/2021 6:49,10/25/2021 6:50,292.5,712.96,6.8,44,36,1
10/25/2021 6:55,10/25/2021 6:54,10/25/2021 6:55,284.5,610.25,7,44,37,1
10/25/2021 7:00,10/25/2021 7:00,10/25/2021 7:00,313.5,978.12,7.1,53,39,1
10/25/2021 7:05,10/25/2021 7:05,10/25/2021 7:05,362.6,1767.67,7.2,40,34,1
10/25/2021 7:10,10/25/2021 7:11,10/25/2021 7:10,383.1,2502.6,7.3,49,34,1
10/25/2021 7:15,10/25/2021 7:16,10/25/2021 7:15,289.8,649.87,7.4,40,32,1
10/25/2021 7:20,10/25/2021 7:21,10/25/2021 7:20,303.3,887.15,7.4,41,30,1
10/25/2021 7:25,10/25/2021 7:27,10/25/2021 7:25,324.8,1171.71,7.5,36,29,1
10/25/2021 7:35,10/25/2021 7:32,10/25/2021 7:35,331.5,1195.88,7.6,43,32,1
10/25/2021 7:40,10/25/2021 7:37,10/25/2021 7:40,298,871.65,7.7,38,29,1
10/25/2021 7:45,10/25/2021 7:43,10/25/2021 7:45,322.8,1101.55,7.8,33,26,1
10/25/2021 7:50,10/25/2021 7:48,10/25/2021 7:50,304.1,800.54,7.8,32,23,1
10/25/2021 7:55,10/25/2021 7:54,10/25/2021 7:55,209.2,203.96,7.9,27,21,1
10/25/2021 8:00,10/25/2021 7:59,10/25/2021 8:00,248.2,387.19,7.9,28,22,1
10/25/2021 8:05,10/25/2021 8:04,10/25/2021 8:05,327.8,1118.61,8,35,28,1
10/25/2021 8:10,10/25/2021 8:10,10/25/2021 8:10,293.2,743.26,8,44,30,1
10/25/2021 8:15,10/25/2021 8:15,10/25/2021 8:15,295.3,719.79,8.1,35,25,1
10/25/2021 8:20,10/25/2021 8:20,10/25/2021 8:20,258.3,428.13,8.1,33,25,1
10/25/2021 8:25,10/25/2021 8:26,10/25/2021 8:25,213.1,207.77,8.2,30,22,1
10/25/2021 8:30,10/25/2021 8:31,10/25/2021 8:30,327,1115.88,8.2,35,26,1
10/25/2021 8:35,10/25/2021 8:37,10/25/2021 8:35,277.7,595.66,8.3,40,31,1
10/25/2021 8:40,10/25/2021 8:42,10/25/2021 8:40,271,528.44,8.3,35,27,1
10/25/2021 8:50,10/25/2021 8:47,10/25/2021 8:50,311.2,910.25,8.4,28,28,1
10/25/2021 8:55,10/25/2021 8:53,10/25/2021 8:55,194.2,189.34,8.4,24,20,1
10/25/2021 9:05,10/25/2021 9:03,10/25/2021 9:05,212.5,207.18,8.5,9,9,1
10/25/2021 9:10,10/25/2021 9:09,10/25/2021 9:10,170.6,0,8.5,11,11,1
10/25/2021 10:05,10/25/2021 10:02,10/25/2021 10:05,218.6,234.44,8.7,22,22,1
10/25/2021 10:30,10/25/2021 10:29,10/25/2021 10:30,219.1,256.34,8.9,24,24,1
10/25/2021 10:35,10/25/2021 10:35,10/25/2021 10:35,182.3,35.54,8.9,11,11,1
10/25/2021 10:50,10/25/2021 10:51,10/25/2021 10:50,295.2,719.55,9,27,27,1
10/25/2021 10:55,10/25/2021 10:56,10/25/2021 10:55,293.3,772.11,9.1,33,30,1
10/25/2021 11:00,10/25/2021 11:02,10/25/2021 11:00,185.7,36.21,9.2,35,28,1
10/25/2021 11:05,10/25/2021 11:07,10/25/2021 11:05,338,1318.2,9.3,33,27,1
10/25/2021 11:15,10/25/2021 11:12,10/25/2021 11:15,231.2,270.5,9.3,32,24,1
10/25/2021 11:20,10/25/2021 11:18,10/25/2021 11:20,239.3,349.97,9.4,35,27,1
10/25/2021 11:25,10/25/2021 11:23,10/25/2021 11:25,283.8,608.75,9.4,30,25,1
10/25/2021 11:30,10/25/2021 11:28,10/25/2021 11:30,188.7,91.99,9.5,36,28,1
10/25/2021 11:35,10/25/2021 11:34,10/25/2021 11:35,343.3,1405.81,9.5,43,32,1
10/25/2021 11:40,10/25/2021 11:39,10/25/2021 11:40,289.8,706.38,9.6,40,28,1
10/25/2021 11:45,10/25/2021 11:45,10/25/2021 11:45,300.6,937.87,9.7,46,34,1
10/25/2021 11:50,10/25/2021 11:50,10/25/2021 11:50,266.7,520.06,9.8,46,37,1
10/25/2021 11:55,10/25/2021 11:55,10/25/2021 11:55,359.5,1647.4,9.9,44,36,1
10/25/2021 12:00,10/25/2021 12:01,10/25/2021 12:00,342,1333.8,10,41,36,1
10/25/2021 12:05,10/25/2021 12:06,10/25/2021 12:05,297.2,869.31,10.1,30,28,1
10/25/2021 12:10,10/25/2021 12:11,10/25/2021 12:10,297.6,783.43,10.1,33,27,1
10/25/2021 12:15,10/25/2021 12:17,10/25/2021 12:15,368.5,1976.08,10.2,36,33,1
10/25/2021 12:25,10/25/2021 12:22,10/25/2021 12:25,302,795.01,10.3,38,33,1
10/25/2021 12:30,10/25/2021 12:28,10/25/2021 12:30,308.3,901.77,10.4,43,37,1
10/25/2021 12:35,10/25/2021 12:33,10/25/2021 12:35,327.6,1181.81,10.5,44,35,1
10/25/2021 12:40,10/25/2021 12:38,10/25/2021 12:40,243.3,355.82,10.6,38,29,1
10/25/2021 12:45,10/25/2021 12:44,10/25/2021 12:45,276.2,592.44,10.7,43,29,1
10/25/2021 12:50,10/25/2021 12:49,10/25/2021 12:50,325.2,1173.15,10.8,36,31,1
10/25/2021 12:55,10/25/2021 12:54,10/25/2021 12:55,290.6,708.33,10.9,40,27,1
10/25/2021 13:00,10/25/2021 13:00,10/25/2021 13:00,278.6,597.59,10.9,30,30,1
10/25/2021 13:10,10/25/2021 13:11,10/25/2021 13:10,299.3,875.45,11.1,36,36,1
10/25/2021 13:15,10/25/2021 13:16,10/25/2021 13:15,255.7,423.82,11.2,30,23,1
10/25/2021 13:20,10/25/2021 13:21,10/25/2021 13:20,321.6,1097.46,11.2,41,30,1
10/25/2021 13:25,10/25/2021 13:27,10/25/2021 13:25,349.7,1534.3,11.3,44,34,1
10/25/2021 13:35,10/25/2021 13:32,10/25/2021 13:35,338.2,1318.98,11.4,40,33,1
10/25/2021 13:40,10/25/2021 13:37,10/25/2021 13:40,327,1179.65,11.5,35,26,1
10/25/2021 13:45,10/25/2021 13:43,10/25/2021 13:45,208.7,203.48,11.6,38,27,1
10/25/2021 13:50,10/25/2021 13:48,10/25/2021 13:50,224.7,262.89,11.7,32,22,1
10/25/2021 13:55,10/25/2021 13:54,10/25/2021 13:55,186.1,90.72,11.7,35,22,1
10/25/2021 14:00,10/25/2021 13:59,10/25/2021 14:00,267.1,520.84,11.8,32,26,1
10/25/2021 14:05,10/25/2021 14:04,10/25/2021 14:05,260.3,431.44,11.8,32,26,1
10/25/2021 14:10,10/25/2021 14:10,10/25/2021 14:10,276.7,593.52,11.9,40,24,1
10/25/2021 14:15,10/25/2021 14:15,10/25/2021 14:15,319.8,997.77,12,35,29,1
10/25/2021 14:20,10/25/2021 14:20,10/25/2021 14:20,280.6,601.88,12,43,28,1
10/25/2021 14:25,10/25/2021 14:26,10/25/2021 14:25,295.7,778.43,12.1,46,35,1
10/25/2021 14:30,10/25/2021 14:32,10/25/2021 14:30,326.3,1113.49,12.2,40,33,1
10/25/2021 14:40,10/25/2021 14:37,10/25/2021 14:40,254.8,422.33,12.3,27,20,1
10/25/2021 14:45,10/25/2021 14:43,10/25/2021 14:45,187,91.16,12.3,33,24,1
10/25/2021 14:50,10/25/2021 14:48,10/25/2021 14:50,276.7,593.52,12.4,35,26,1
10/25/2021 14:55,10/25/2021 14:53,10/25/2021 14:55,236.6,346.02,12.4,28,21,1
10/25/2021 15:00,10/25/2021 14:59,10/25/2021 15:00,213.5,208.16,12.5,28,20,1
10/25/2021 15:05,10/25/2021 15:04,10/25/2021 15:05,283,689.81,12.5,32,23,1
10/25/2021 15:10,10/25/2021 15:09,10/25/2021 15:10,278.2,596.73,12.5,41,31,1
10/25/2021 15:15,10/25/2021 15:15,10/25/2021 15:15,359.6,1753.05,12.6,44,33,1
10/25/2021 15:20,10/25/2021 15:20,10/25/2021 15:20,341.8,1399.67,12.7,32,28,1
10/25/2021 15:25,10/25/2021 15:26,10/25/2021 15:25,268,522.6,12.8,36,28,1
10/25/2021 15:30,10/25/2021 15:31,10/25/2021 15:30,361.6,1762.8,12.9,40,31,1
10/25/2021 15:35,10/25/2021 15:36,10/25/2021 15:35,265.5,517.72,12.9,38,29,1
10/25/2021 15:40,10/25/2021 15:42,10/25/2021 15:40,254.6,421.99,13,32,25,1
10/25/2021 15:45,10/25/2021 15:47,10/25/2021 15:45,247.3,361.67,13,27,19,1
10/25/2021 15:55,10/25/2021 15:52,10/25/2021 15:55,181.1,0,13.1,27,19,1
10/25/2021 16:00,10/25/2021 15:58,10/25/2021 16:00,225.5,263.83,13.1,28,19,1
10/25/2021 16:05,10/25/2021 16:03,10/25/2021 16:05,325.6,1174.6,13.1,30,25,1
10/25/2021 16:10,10/25/2021 16:08,10/25/2021 16:10,328.8,1122.03,13.2,43,30,1
10/25/2021 16:15,10/25/2021 16:14,10/25/2021 16:15,234.6,343.1,13.3,36,28,1
10/25/2021 16:20,10/25/2021 16:19,10/25/2021 16:20,260.3,431.44,13.3,33,28,1
10/25/2021 16:25,10/25/2021 16:25,10/25/2021 16:25,258.6,428.62,13.4,30,24,1
10/25/2021 16:30,10/25/2021 16:30,10/25/2021 16:30,207.3,202.11,13.4,40,29,1
10/25/2021 16:35,10/25/2021 16:35,10/25/2021 16:35,323.6,1009.63,13.5,43,32,1
10/25/2021 16:40,10/25/2021 16:41,10/25/2021 16:40,274.1,587.94,13.6,36,28,1
10/25/2021 16:45,10/25/2021 16:46,10/25/2021 16:45,257.1,426.14,13.6,32,29,1
10/25/2021 16:50,10/25/2021 16:51,10/25/2021 16:50,290.6,708.33,13.7,36,30,1
10/25/2021 16:55,10/25/2021 16:57,10/25/2021 16:55,274.1,534.49,13.8,33,27,1
10/25/2021 17:05,10/25/2021 17:02,10/25/2021 17:05,246,359.77,13.8,36,25,1
10/25/2021 17:10,10/25/2021 17:07,10/25/2021 17:10,334,1204.9,13.9,25,18,1
10/25/2021 17:15,10/25/2021 17:13,10/25/2021 17:15,227.3,265.94,13.9,22,18,1
10/25/2021 17:20,10/25/2021 17:18,10/25/2021 17:20,191.2,130.49,13.9,24,18,1
10/25/2021 17:30,10/25/2021 17:29,10/25/2021 17:30,184.6,0,14,19,19,1
10/25/2021 17:35,10/25/2021 17:34,10/25/2021 17:35,196.3,153.11,14,28,19,1
10/25/2021 17:40,10/25/2021 17:40,10/25/2021 17:40,184.8,90.09,14,24,19,1
10/25/2021 17:45,10/25/2021 17:45,10/25/2021 17:45,197.7,192.75,14,28,21,1
10/25/2021 17:50,10/25/2021 17:50,10/25/2021 17:50,198,193.04,14,25,18,1
10/25/2021 17:55,10/25/2021 17:56,10/25/2021 17:55,186.8,91.06,14.1,28,20,1
10/25/2021 18:00,10/25/2021 18:01,10/25/2021 18:00,190.3,129.87,14.1,20,17,1
10/25/2021 18:05,10/25/2021 18:07,10/25/2021 18:05,200,195,14.1,19,16,1
10/25/2021 18:10,10/25/2021 18:12,10/25/2021 18:10,189.2,92.23,14.1,20,16,1
10/25/2021 18:20,10/25/2021 18:17,10/25/2021 18:20,186.8,36.42,14.1,25,20,1
10/25/2021 18:25,10/25/2021 18:23,10/25/2021 18:25,184.3,89.84,14.1,22,17,1
10/25/2021 18:30,10/25/2021 18:28,10/25/2021 18:30,228,266.75,14.1,22,18,1
10/25/2021 18:35,10/25/2021 18:33,10/25/2021 18:35,243.3,355.82,14.2,25,21,1
10/25/2021 18:40,10/25/2021 18:39,10/25/2021 18:40,297.2,782.37,14.2,25,19,1
10/25/2021 18:45,10/25/2021 18:44,10/25/2021 18:45,229.5,268.51,14.2,25,19,1
10/25/2021 18:50,10/25/2021 18:49,10/25/2021 18:50,229,267.93,14.2,27,20,1
10/25/2021 18:55,10/25/2021 18:55,10/25/2021 18:55,282.8,689.32,14.3,27,23,1
10/25/2021 19:00,10/25/2021 19:00,10/25/2021 19:00,227.7,266.4,14.3,27,22,1
10/25/2021 19:05,10/25/2021 19:06,10/25/2021 19:05,190.3,129.87,14.3,25,17,1
10/25/2021 19:10,10/25/2021 19:11,10/25/2021 19:10,219.7,235.62,14.3,22,16,1
10/25/2021 19:15,10/25/2021 19:16,10/25/2021 19:15,189.1,129.06,14.3,19,17,1
10/25/2021 19:20,10/25/2021 19:22,10/25/2021 19:20,198.1,193.14,14.4,20,16,1
10/25/2021 19:30,10/25/2021 19:27,10/25/2021 19:30,202.6,197.53,14.4,22,17,1
10/25/2021 19:35,10/25/2021 19:32,10/25/2021 19:35,188.1,91.69,14.4,19,16,1
10/25/2021 19:40,10/25/2021 19:38,10/25/2021 19:40,232.7,340.32,14.4,22,18,1
10/25/2021 19:45,10/25/2021 19:43,10/25/2021 19:45,204,198.9,14.4,24,18,1
10/25/2021 19:50,10/25/2021 19:48,10/25/2021 19:50,185,36.07,14.4,24,18,1
10/25/2021 19:55,10/25/2021 19:54,10/25/2021 19:55,181.7,0,14.4,20,17,1
10/25/2021 20:00,10/25/2021 19:59,10/25/2021 20:00,184,35.88,14.5,25,20,1
10/25/2021 20:05,10/25/2021 20:05,10/25/2021 20:05,200.2,156.15,14.5,22,17,1
10/25/2021 20:10,10/25/2021 20:10,10/25/2021 20:10,225.7,264.06,14.5,19,14,1
10/25/2021 20:15,10/25/2021 20:15,10/25/2021 20:15,184.7,36.01,14.5,17,14,1
10/25/2021 20:20,10/25/2021 20:21,10/25/2021 20:20,174.8,0,14.5,19,16,1
10/25/2021 20:25,10/25/2021 20:26,10/25/2021 20:25,189.7,129.47,14.5,22,16,1
10/25/2021 20:30,10/25/2021 20:31,10/25/2021 20:30,189,92.13,14.5,22,16,1
10/25/2021 20:35,10/25/2021 20:37,10/25/2021 20:35,185.2,54.17,14.5,19,15,1
10/25/2021 20:45,10/25/2021 20:42,10/25/2021 20:45,187.5,91.4,14.6,20,16,1
10/25/2021 20:50,10/25/2021 20:47,10/25/2021 20:50,187.2,91.25,14.6,17,16,1
10/25/2021 20:55,10/25/2021 20:53,10/25/2021 20:55,224.2,262.31,14.6,20,16,1
10/25/2021 21:00,10/25/2021 20:58,10/25/2021 21:00,183.5,35.78,14.6,19,13,1
10/25/2021 21:05,10/25/2021 21:04,10/25/2021 21:05,189.2,92.23,14.6,17,14,1
10/25/2021 21:10,10/25/2021 21:09,10/25/2021 21:10,181.8,0,14.6,19,15,1
10/25/2021 21:15,10/25/2021 21:14,10/25/2021 21:15,180.8,0,14.6,17,15,1
10/25/2021 21:20,10/25/2021 21:20,10/25/2021 21:20,190.7,130.15,14.6,16,13,1
10/25/2021 21:25,10/25/2021 21:25,10/25/2021 21:25,189.2,92.23,14.6,19,15,1
10/25/2021 21:30,10/25/2021 21:30,10/25/2021 21:30,203.1,198.02,14.6,19,16,1
10/25/2021 21:35,10/25/2021 21:36,10/25/2021 21:35,185.8,90.57,14.6,12,12,1
10/25/2021 21:40,10/25/2021 21:41,10/25/2021 21:40,181.8,0,14.6,12,12,1
10/25/2021 21:45,10/25/2021 21:47,10/25/2021 21:45,181.1,0,14.7,12,12,1
10/25/2021 21:50,10/25/2021 21:52,10/25/2021 21:50,176.6,0,14.7,14,11,1
10/25/2021 22:00,10/25/2021 21:57,10/25/2021 22:00,183.8,35.84,14.7,16,11,1
10/25/2021 22:05,10/25/2021 22:03,10/25/2021 22:05,187,91.16,14.7,14,10,1
10/25/2021 22:10,10/25/2021 22:08,10/25/2021 22:10,188.1,128.37,14.7,14,11,1
10/25/2021 22:15,10/25/2021 22:13,10/25/2021 22:15,185.1,90.23,14.7,14,10,1
10/25/2021 22:20,10/25/2021 22:19,10/25/2021 22:20,174.7,0,14.7,12,9,1
10/25/2021 22:25,10/25/2021 22:24,10/25/2021 22:25,70.3,0,14.7,12,10,1
10/25/2021 22:30,10/25/2021 22:29,10/25/2021 22:30,183,0,14.7,14,10,1
10/25/2021 22:35,10/25/2021 22:35,10/25/2021 22:35,179.7,0,14.7,14,11,1
10/25/2021 22:40,10/25/2021 22:40,10/25/2021 22:40,167.2,0,14.7,14,12,1
10/25/2021 22:45,10/25/2021 22:46,10/25/2021 22:45,178.7,0,14.7,14,11,1
10/25/2021 22:50,10/25/2021 22:50,10/25/2021 22:50,188.2,91.74,14.7,16,12,1
10/25/2021 22:55,10/25/2021 22:55,10/25/2021 22:55,132.2,0,14.7,16,11,1
10/25/2021 23:00,10/25/2021 23:01,10/25/2021 23:00,172.7,0,14.7,12,10,1
10/25/2021 23:05,10/25/2021 23:06,10/25/2021 23:05,153.6,0,14.7,14,9,1
10/25/2021 23:10,10/25/2021 23:11,10/25/2021 23:10,181.2,0,14.7,12,10,1
10/25/2021 23:15,10/25/2021 23:17,10/25/2021 23:15,168.3,0,14.7,12,9,1
10/25/2021 23:25,10/25/2021 23:22,10/25/2021 23:25,135,0,14.7,14,11,1
10/25/2021 23:30,10/25/2021 23:27,10/25/2021 23:30,183.8,0,14.7,14,11,1
10/25/2021 23:35,10/25/2021 23:33,10/25/2021 23:35,181.6,0,14.7,14,10,1
10/25/2021 23:40,10/25/2021 23:38,10/25/2021 23:40,169.5,0,14.7,12,8,1
10/25/2021 23:45,10/25/2021 23:44,10/25/2021 23:45,174.6,0,14.69,11,7,1
10/25/2021 23:50,10/25/2021 23:49,10/25/2021 23:50,61.3,0,14.69,9,6,1
10/25/2021 23:55,10/25/2021 23:54,10/25/2021 23:55,30.5,0,14.69,11,8,1
10/26/2021 0:00,10/26/2021 0:00,10/26/2021 0:00,65.7,0,0,12,9,1
10/26/2021 0:05,10/26/2021 0:05,10/26/2021 0:05,118.1,0,0,12,10,1
10/26/2021 0:10,10/26/2021 0:10,10/26/2021 0:10,138.3,0,0,12,9,1
10/26/2021 0:15,10/26/2021 0:16,10/26/2021 0:15,123.7,0,0,12,9,1
10/26/2021 0:20,10/26/2021 0:21,10/26/2021 0:20,57.2,0,0,11,7,1
10/26/2021 0:25,10/26/2021 0:26,10/26/2021 0:25,48.7,0,0,12,9,1
10/26/2021 0:30,10/26/2021 0:32,10/26/2021 0:30,72.1,0,0,11,8,1
10/26/2021 0:40,10/26/2021 0:37,10/26/2021 0:40,139.7,0,0,9,8,1
10/26/2021 0:45,10/26/2021 0:43,10/26/2021 0:45,79.2,0,0,9,8,1
10/26/2021 0:50,10/26/2021 0:48,10/26/2021 0:50,173.7,0,0,11,11,1
10/26/2021 1:30,10/26/2021 1:31,10/26/2021 1:30,101.7,0,0,8,8,1
10/26/2021 1:35,10/26/2021 1:36,10/26/2021 1:35,42,0,0,9,6,1
10/26/2021 1:40,10/26/2021 1:42,10/26/2021 1:40,75.5,0,0,9,6,1
10/26/2021 1:50,10/26/2021 1:47,10/26/2021 1:50,41.6,0,0,8,5,1
10/26/2021 1:55,10/26/2021 1:52,10/26/2021 1:55,44.8,0,0,8,7,1
10/26/2021 2:00,10/26/2021 1:58,10/26/2021 2:00,51.2,0,0,9,6,1
10/26/2021 2:05,10/26/2021 2:03,10/26/2021 2:05,44.8,0,0,9,6,1
10/26/2021 2:10,10/26/2021 2:09,10/26/2021 2:10,78.7,0,0,11,8,1
10/26/2021 2:15,10/26/2021 2:14,10/26/2021 2:15,115.5,0,0,8,6,1
10/26/2021 2:20,10/26/2021 2:19,10/26/2021 2:20,60.5,0,0,9,7,1
10/26/2021 2:25,10/26/2021 2:25,10/26/2021 2:25,59.2,0,0,9,7,1
10/26/2021 2:30,10/26/2021 2:30,10/26/2021 2:30,43.2,0,0,11,8,1
10/26/2021 2:35,10/26/2021 2:35,10/26/2021 2:35,84.1,0,0,11,8,1
10/26/2021 2:40,10/26/2021 2:41,10/26/2021 2:40,47.3,0,0,9,7,1
10/26/2021 2:45,10/26/2021 2:46,10/26/2021 2:45,59.5,0,0,9,8,1
