,Time,Timestamp,DC Voltage PV1(V),AC Output Total Power (Active)(W),Daily Generation (Active)(kWh),Wind Speed ( MPH ),Wind Average ( MPH ),Curve_Iteration
10/11/2021 2:15,10/11/2021 2:13,10/11/2021 2:15,296.7,781.06,0.6,33,26,1
10/11/2021 2:20,10/11/2021 2:19,10/11/2021 2:20,220.2,236.16,0.7,41,28,1
10/11/2021 2:25,10/11/2021 2:24,10/11/2021 2:25,246.6,408.73,0.7,40,29,1
10/11/2021 2:30,10/11/2021 2:30,10/11/2021 2:30,292.5,712.96,0.7,36,26,1
10/11/2021 2:35,10/11/2021 2:35,10/11/2021 2:35,233.3,341.2,0.8,36,24,1
10/11/2021 2:40,10/11/2021 2:40,10/11/2021 2:40,205.3,160.13,0.8,36,24,1
10/11/2021 2:45,10/11/2021 2:46,10/11/2021 2:45,176.5,0,0.8,28,22,1
10/11/2021 2:50,10/11/2021 2:51,10/11/2021 2:50,252.7,418.85,0.9,30,22,1
10/11/2021 2:55,10/11/2021 2:56,10/11/2021 2:55,187.3,91.3,0.9,28,20,1
10/11/2021 3:00,10/11/2021 3:02,10/11/2021 3:00,185,36.07,0.9,27,20,1
10/11/2021 3:10,10/11/2021 3:07,10/11/2021 3:10,256,424.32,0.9,20,17,1
10/11/2021 3:15,10/11/2021 3:13,10/11/2021 3:15,187.6,128.03,0.9,22,17,1
10/11/2021 3:20,10/11/2021 3:18,10/11/2021 3:20,203.5,198.41,1,22,15,1
10/11/2021 3:25,10/11/2021 3:23,10/11/2021 3:25,182.2,0,1,22,16,1
10/11/2021 3:30,10/11/2021 3:29,10/11/2021 3:30,186.2,90.77,1,17,13,1
10/11/2021 3:35,10/11/2021 3:34,10/11/2021 3:35,181.2,0,1,24,17,1
10/11/2021 3:40,10/11/2021 3:39,10/11/2021 3:40,221.1,258.68,1,19,15,1
10/11/2021 3:45,10/11/2021 3:45,10/11/2021 3:45,187.7,109.8,1,22,15,1
10/11/2021 3:50,10/11/2021 3:50,10/11/2021 3:50,186.6,90.96,1,19,15,1
10/11/2021 3:55,10/11/2021 3:55,10/11/2021 3:55,117.8,0,1,20,16,1
10/11/2021 4:00,10/11/2021 4:01,10/11/2021 4:00,233.5,341.49,1,20,16,1
10/11/2021 4:05,10/11/2021 4:06,10/11/2021 4:05,222.2,259.97,1,20,16,1
10/11/2021 4:10,10/11/2021 4:12,10/11/2021 4:10,204.6,199.48,1,22,16,1
10/11/2021 4:15,10/11/2021 4:17,10/11/2021 4:15,265.7,518.11,1,27,17,1
10/11/2021 4:25,10/11/2021 4:22,10/11/2021 4:25,188.3,128.51,1.1,22,18,1
10/11/2021 4:30,10/11/2021 4:28,10/11/2021 4:30,249.2,388.75,1.1,28,20,1
10/11/2021 4:35,10/11/2021 4:33,10/11/2021 4:35,184.7,90.04,1.1,22,17,1
10/11/2021 4:40,10/11/2021 4:39,10/11/2021 4:40,226.8,265.35,1.1,20,17,1
10/11/2021 4:45,10/11/2021 4:44,10/11/2021 4:45,191.3,130.56,1.1,24,17,1
10/11/2021 4:50,10/11/2021 4:49,10/11/2021 4:50,238.7,349.09,1.1,24,18,1
10/11/2021 4:55,10/11/2021 4:55,10/11/2021 4:55,180.2,0,1.1,24,19,1
10/11/2021 5:00,10/11/2021 5:00,10/11/2021 5:00,221.7,259.38,1.1,20,17,1
10/11/2021 5:05,10/11/2021 5:05,10/11/2021 5:05,230.3,269.45,1.1,25,18,1
10/11/2021 5:10,10/11/2021 5:11,10/11/2021 5:10,183.2,35.72,1.2,20,16,1
10/11/2021 5:15,10/11/2021 5:16,10/11/2021 5:15,214.1,208.74,1.2,22,18,1
10/11/2021 5:20,10/11/2021 5:22,10/11/2021 5:20,181.3,0,1.2,24,18,1
10/11/2021 5:30,10/11/2021 5:27,10/11/2021 5:30,209.5,204.26,1.2,25,19,1
10/11/2021 5:35,10/11/2021 5:32,10/11/2021 5:35,213.1,207.77,1.2,25,19,1
10/11/2021 5:40,10/11/2021 5:38,10/11/2021 5:40,187.1,91.21,1.2,27,19,1
10/11/2021 5:45,10/11/2021 5:43,10/11/2021 5:45,187.8,128.17,1.2,24,20,1
10/11/2021 5:50,10/11/2021 5:49,10/11/2021 5:50,192.2,131.17,1.2,24,19,1
10/11/2021 5:55,10/11/2021 5:54,10/11/2021 5:55,207.7,202.5,1.2,24,18,1
10/11/2021 6:00,10/11/2021 5:59,10/11/2021 6:00,210.6,205.33,1.3,24,18,1
10/11/2021 6:05,10/11/2021 6:05,10/11/2021 6:05,188.7,91.99,1.3,25,18,1
10/11/2021 6:10,10/11/2021 6:10,10/11/2021 6:10,194.2,132.54,1.3,22,15,1
10/11/2021 6:15,10/11/2021 6:15,10/11/2021 6:15,202.2,197.14,1.3,20,16,1
10/11/2021 6:20,10/11/2021 6:21,10/11/2021 6:20,184.5,35.97,1.3,22,16,1
10/11/2021 6:25,10/11/2021 6:26,10/11/2021 6:25,186.5,36.36,1.3,22,16,1
10/11/2021 6:30,10/11/2021 6:32,10/11/2021 6:30,146.1,0,1.3,20,13,1
10/11/2021 6:40,10/11/2021 6:37,10/11/2021 6:40,213.1,207.77,1.3,19,15,1
10/11/2021 6:45,10/11/2021 6:42,10/11/2021 6:45,199.6,194.6,1.3,17,14,1
10/11/2021 6:50,10/11/2021 6:48,10/11/2021 6:50,175.3,0,1.3,19,16,1
10/11/2021 6:55,10/11/2021 6:53,10/11/2021 6:55,151.3,0,1.3,19,16,1
10/11/2021 7:00,10/11/2021 6:59,10/11/2021 7:00,203.6,198.51,1.3,22,17,1
10/11/2021 7:05,10/11/2021 7:04,10/11/2021 7:05,197.5,134.79,1.3,22,17,1
10/11/2021 7:10,10/11/2021 7:09,10/11/2021 7:10,158.1,0,1.3,19,14,1
10/11/2021 7:15,10/11/2021 7:15,10/11/2021 7:15,160.6,0,1.4,17,14,1
10/11/2021 7:20,10/11/2021 7:20,10/11/2021 7:20,126.5,0,1.4,22,17,1
10/11/2021 7:25,10/11/2021 7:25,10/11/2021 7:25,163.5,0,1.4,22,17,1
10/11/2021 7:30,10/11/2021 7:31,10/11/2021 7:30,152.6,0,1.4,19,14,1
10/11/2021 7:35,10/11/2021 7:36,10/11/2021 7:35,175.6,0,1.4,17,14,1
10/11/2021 7:40,10/11/2021 7:42,10/11/2021 7:40,176.7,0,1.4,19,15,1
10/11/2021 7:50,10/11/2021 7:47,10/11/2021 7:50,182,0,1.4,20,15,1
10/11/2021 7:55,10/11/2021 7:52,10/11/2021 7:55,192.2,131.17,1.4,19,15,1
10/11/2021 8:00,10/11/2021 7:58,10/11/2021 8:00,188.6,91.94,1.4,19,13,1
10/11/2021 8:05,10/11/2021 8:03,10/11/2021 8:05,205.1,199.97,1.4,16,11,1
10/11/2021 8:10,10/11/2021 8:09,10/11/2021 8:10,154.6,0,1.4,19,12,1
10/11/2021 8:15,10/11/2021 8:14,10/11/2021 8:15,181.3,0,1.4,19,13,1
10/11/2021 8:20,10/11/2021 8:19,10/11/2021 8:20,221.6,259.27,1.4,17,14,1
10/11/2021 8:25,10/11/2021 8:25,10/11/2021 8:25,187.5,54.84,1.4,17,12,1
10/11/2021 8:30,10/11/2021 8:30,10/11/2021 8:30,193.1,150.61,1.4,16,12,1
10/11/2021 8:35,10/11/2021 8:35,10/11/2021 8:35,161.2,0,1.4,16,11,1
10/11/2021 8:40,10/11/2021 8:41,10/11/2021 8:40,130.6,0,1.4,16,11,1
10/11/2021 8:45,10/11/2021 8:46,10/11/2021 8:45,181.7,0,1.4,20,14,1
10/11/2021 8:50,10/11/2021 8:52,10/11/2021 8:50,148.6,0,1.4,17,13,1
10/11/2021 9:00,10/11/2021 8:57,10/11/2021 9:00,180.2,0,1.4,16,10,1
10/11/2021 9:05,10/11/2021 9:02,10/11/2021 9:05,141.7,0,1.4,17,12,1
10/11/2021 9:10,10/11/2021 9:08,10/11/2021 9:10,183.5,0,1.4,19,13,1
10/11/2021 9:15,10/11/2021 9:13,10/11/2021 9:15,203.7,198.6,1.4,17,13,1
10/11/2021 9:20,10/11/2021 9:19,10/11/2021 9:20,182.1,0,1.4,11,8,1
10/11/2021 9:25,10/11/2021 9:24,10/11/2021 9:25,47.2,0,1.4,16,11,1
10/11/2021 9:30,10/11/2021 9:29,10/11/2021 9:30,183.7,35.82,1.4,17,12,1
10/11/2021 9:35,10/11/2021 9:35,10/11/2021 9:35,141.6,0,1.4,17,13,1
10/11/2021 9:40,10/11/2021 9:40,10/11/2021 9:40,199,194.02,1.4,17,14,1
10/11/2021 9:45,10/11/2021 9:45,10/11/2021 9:45,185.2,36.11,1.5,11,8,1
10/11/2021 9:50,10/11/2021 9:51,10/11/2021 9:50,168.8,0,1.5,12,9,1
10/11/2021 9:55,10/11/2021 9:56,10/11/2021 9:55,183.5,17.89,1.5,17,12,1
10/11/2021 10:00,10/11/2021 10:02,10/11/2021 10:00,183.2,35.72,1.5,19,14,1
10/11/2021 10:10,10/11/2021 10:07,10/11/2021 10:10,188.7,91.99,1.5,16,13,1
10/11/2021 10:15,10/11/2021 10:12,10/11/2021 10:15,187.1,91.21,1.5,11,6,1
10/11/2021 10:20,10/11/2021 10:18,10/11/2021 10:20,74.1,0,1.5,12,9,1
10/11/2021 10:25,10/11/2021 10:23,10/11/2021 10:25,159.5,0,1.5,12,10,1
10/11/2021 10:30,10/11/2021 10:29,10/11/2021 10:30,144.1,0,1.5,14,10,1
10/11/2021 10:35,10/11/2021 10:34,10/11/2021 10:35,181.2,0,1.5,14,10,1
10/11/2021 10:40,10/11/2021 10:39,10/11/2021 10:40,138,0,1.5,14,9,1
10/11/2021 10:45,10/11/2021 10:45,10/11/2021 10:45,179.1,0,1.5,14,8,1
10/11/2021 10:50,10/11/2021 10:50,10/11/2021 10:50,204,198.9,1.5,16,13,1
10/11/2021 10:55,10/11/2021 10:55,10/11/2021 10:55,117.7,0,1.5,16,10,1
10/11/2021 11:00,10/11/2021 11:01,10/11/2021 11:00,156.8,0,1.5,14,10,1
10/11/2021 11:05,10/11/2021 11:06,10/11/2021 11:05,186.5,90.91,1.5,16,11,1
10/11/2021 11:10,10/11/2021 11:12,10/11/2021 11:10,187.6,128.03,1.5,17,12,1
10/11/2021 11:20,10/11/2021 11:17,10/11/2021 11:20,93.2,0,1.5,11,7,1
10/11/2021 11:25,10/11/2021 11:22,10/11/2021 11:25,100.7,0,1.5,8,5,1
10/11/2021 11:30,10/11/2021 11:28,10/11/2021 11:30,39.5,0,1.5,8,4,1
10/11/2021 11:35,10/11/2021 11:33,10/11/2021 11:35,16.2,0,1.5,4,1,1
10/11/2021 11:40,10/11/2021 11:39,10/11/2021 11:40,8.2,0,1.5,0,0,1
10/11/2021 12:35,10/11/2021 12:32,10/11/2021 12:35,191.1,130.42,1.5,16,16,1
10/11/2021 12:40,10/11/2021 12:38,10/11/2021 12:40,171.3,0,1.5,20,17,1
10/11/2021 12:45,10/11/2021 12:43,10/11/2021 12:45,209.1,203.87,1.5,17,12,1
10/11/2021 12:50,10/11/2021 12:49,10/11/2021 12:50,100.2,0,1.5,17,12,1
10/11/2021 12:55,10/11/2021 12:54,10/11/2021 12:55,141.5,0,1.5,14,9,1
10/11/2021 13:00,10/11/2021 12:59,10/11/2021 13:00,52,0,1.5,11,10,1
10/11/2021 13:05,10/11/2021 13:07,10/11/2021 13:05,64.8,0,1.5,8,8,1
10/11/2021 13:15,10/11/2021 13:12,10/11/2021 13:15,126.6,0,1.5,9,9,1
10/11/2021 13:40,10/11/2021 13:39,10/11/2021 13:40,138.5,0,1.5,16,16,1
10/11/2021 14:30,10/11/2021 14:27,10/11/2021 14:30,180.5,0,1.6,24,17,1
10/11/2021 14:35,10/11/2021 14:33,10/11/2021 14:35,186.5,90.91,1.6,19,13,1
10/11/2021 14:40,10/11/2021 14:38,10/11/2021 14:40,187.8,91.55,1.6,19,15,1
10/11/2021 14:45,10/11/2021 14:43,10/11/2021 14:45,207.7,202.5,1.6,30,24,1
10/11/2021 14:50,10/11/2021 14:49,10/11/2021 14:50,222.1,259.85,1.7,32,24,1
10/11/2021 14:55,10/11/2021 14:54,10/11/2021 14:55,286.2,697.61,1.7,33,27,1
10/11/2021 15:00,10/11/2021 14:59,10/11/2021 15:00,238.6,348.95,1.7,43,30,1
10/11/2021 15:05,10/11/2021 15:05,10/11/2021 15:05,318.6,1025.09,1.8,43,30,1
10/11/2021 15:10,10/11/2021 15:10,10/11/2021 15:10,251.7,417.19,1.8,41,30,1
10/11/2021 15:15,10/11/2021 15:16,10/11/2021 15:15,190.5,92.86,1.9,33,25,1
10/11/2021 15:20,10/11/2021 15:21,10/11/2021 15:20,191,93.11,1.9,20,20,1
10/11/2021 15:35,10/11/2021 15:37,10/11/2021 15:35,198.2,96.62,2,27,27,1
10/11/2021 15:45,10/11/2021 15:42,10/11/2021 15:45,180.2,0,2,20,17,1
10/11/2021 15:50,10/11/2021 15:48,10/11/2021 15:50,182,0,2,16,15,1
10/11/2021 15:55,10/11/2021 15:53,10/11/2021 15:55,189.6,129.4,2,22,19,1
10/11/2021 16:00,10/11/2021 15:58,10/11/2021 16:00,190.3,92.77,2,28,24,1
10/11/2021 16:05,10/11/2021 16:04,10/11/2021 16:05,181.5,0,2,33,23,1
10/11/2021 16:10,10/11/2021 16:09,10/11/2021 16:10,270,526.5,2,27,21,1
10/11/2021 16:15,10/11/2021 16:15,10/11/2021 16:15,187.1,109.45,2,25,20,1
10/11/2021 16:20,10/11/2021 16:20,10/11/2021 16:20,181.5,0,2.1,19,16,1
10/11/2021 16:25,10/11/2021 16:25,10/11/2021 16:25,107.3,0,2.1,17,11,1
10/11/2021 16:30,10/11/2021 16:31,10/11/2021 16:30,137.6,0,2.1,17,15,1
10/11/2021 16:35,10/11/2021 16:36,10/11/2021 16:35,181.5,0,2.1,16,12,1
10/11/2021 16:40,10/11/2021 16:41,10/11/2021 16:40,221.6,259.27,2.1,16,13,1
10/11/2021 16:45,10/11/2021 16:47,10/11/2021 16:45,186.8,91.06,2.1,20,15,1
10/11/2021 16:55,10/11/2021 16:52,10/11/2021 16:55,182.3,0,2.1,14,14,1
10/11/2021 17:05,10/11/2021 17:03,10/11/2021 17:05,190.2,129.81,2.1,9,9,1
10/11/2021 17:10,10/11/2021 17:08,10/11/2021 17:10,64,0,2.1,14,14,1
10/11/2021 17:30,10/11/2021 17:30,10/11/2021 17:30,52.6,0,2.1,12,12,1
10/11/2021 17:35,10/11/2021 17:35,10/11/2021 17:35,73.2,0,2.1,8,6,1
10/11/2021 17:40,10/11/2021 17:40,10/11/2021 17:40,31.2,0,2.1,11,9,1
10/11/2021 17:45,10/11/2021 17:46,10/11/2021 17:45,31.3,0,2.1,8,6,1
10/11/2021 17:50,10/11/2021 17:51,10/11/2021 17:50,22.1,0,2.1,12,9,1
10/11/2021 17:55,10/11/2021 17:57,10/11/2021 17:55,163.5,0,2.1,9,8,1
10/11/2021 18:00,10/11/2021 18:02,10/11/2021 18:00,90.2,0,2.1,12,9,1
10/11/2021 18:10,10/11/2021 18:07,10/11/2021 18:10,142.6,0,2.1,17,12,1
10/11/2021 18:15,10/11/2021 18:13,10/11/2021 18:15,190.2,129.81,2.1,19,12,1
10/11/2021 18:20,10/11/2021 18:18,10/11/2021 18:20,184.2,35.91,2.1,14,11,1
10/11/2021 18:25,10/11/2021 18:23,10/11/2021 18:25,182.2,0,2.1,17,12,1
10/11/2021 18:30,10/11/2021 18:29,10/11/2021 18:30,184.6,35.99,2.1,17,12,1
10/11/2021 18:35,10/11/2021 18:34,10/11/2021 18:35,187,91.16,2.1,16,13,1
10/11/2021 18:40,10/11/2021 18:39,10/11/2021 18:40,187.6,91.45,2.1,19,16,1
10/11/2021 18:45,10/11/2021 18:45,10/11/2021 18:45,189.1,129.06,2.2,17,15,1
10/11/2021 18:50,10/11/2021 18:50,10/11/2021 18:50,184,35.88,2.2,16,13,1
10/11/2021 18:55,10/11/2021 18:56,10/11/2021 18:55,200.1,156.07,2.2,19,15,1
10/11/2021 19:00,10/11/2021 19:01,10/11/2021 19:00,189.5,129.33,2.2,19,14,1
10/11/2021 19:05,10/11/2021 19:06,10/11/2021 19:05,188.1,91.69,2.2,17,14,1
10/11/2021 19:10,10/11/2021 19:12,10/11/2021 19:10,189.2,129.12,2.2,17,14,1
10/11/2021 19:15,10/11/2021 19:17,10/11/2021 19:15,219.2,213.71,2.2,19,15,1
10/11/2021 19:25,10/11/2021 19:22,10/11/2021 19:25,182.8,35.64,2.2,20,16,1
10/11/2021 19:30,10/11/2021 19:28,10/11/2021 19:30,238,348.07,2.2,20,16,1
10/11/2021 19:35,10/11/2021 19:33,10/11/2021 19:35,188,128.31,2.3,19,16,1
10/11/2021 19:40,10/11/2021 19:38,10/11/2021 19:40,189.7,129.47,2.3,20,17,1
10/11/2021 19:45,10/11/2021 19:44,10/11/2021 19:45,185.6,90.47,2.3,22,17,1
10/11/2021 19:50,10/11/2021 19:49,10/11/2021 19:50,185.7,90.52,2.3,24,19,1
10/11/2021 19:55,10/11/2021 19:55,10/11/2021 19:55,198.5,193.53,2.3,27,18,1
10/11/2021 20:00,10/11/2021 20:00,10/11/2021 20:00,186.6,90.96,2.3,22,18,1
10/11/2021 20:05,10/11/2021 20:05,10/11/2021 20:05,229.2,268.16,2.3,22,18,1
10/11/2021 20:10,10/11/2021 20:11,10/11/2021 20:10,190.6,130.08,2.4,22,18,1
10/11/2021 20:15,10/11/2021 20:16,10/11/2021 20:15,238.7,349.09,2.4,22,18,1
10/11/2021 20:20,10/11/2021 20:21,10/11/2021 20:20,224.5,262.66,2.4,20,18,1
10/11/2021 20:25,10/11/2021 20:27,10/11/2021 20:25,263.7,514.21,2.4,25,21,1
10/11/2021 20:35,10/11/2021 20:32,10/11/2021 20:35,188.6,91.94,2.5,22,15,1
10/11/2021 20:40,10/11/2021 20:38,10/11/2021 20:40,196.1,191.19,2.5,20,17,1
10/11/2021 20:45,10/11/2021 20:43,10/11/2021 20:45,231,337.83,2.5,24,18,1
10/11/2021 20:50,10/11/2021 20:48,10/11/2021 20:50,197.2,153.81,2.5,24,18,1
10/11/2021 20:55,10/11/2021 20:54,10/11/2021 20:55,185.3,36.13,2.5,19,15,1
10/11/2021 21:00,10/11/2021 20:59,10/11/2021 21:00,210.7,205.43,2.6,17,14,1
10/11/2021 21:05,10/11/2021 21:04,10/11/2021 21:05,207,201.82,2.6,19,15,1
10/11/2021 21:10,10/11/2021 21:10,10/11/2021 21:10,231.8,339,2.6,19,16,1
10/11/2021 21:15,10/11/2021 21:15,10/11/2021 21:15,190.3,129.87,2.6,20,16,1
10/11/2021 21:20,10/11/2021 21:21,10/11/2021 21:20,232.6,340.17,2.6,20,14,1
10/11/2021 21:25,10/11/2021 21:26,10/11/2021 21:25,184.5,35.97,2.6,20,16,1
10/11/2021 21:30,10/11/2021 21:31,10/11/2021 21:30,210.7,205.43,2.6,20,16,1
10/11/2021 21:35,10/11/2021 21:37,10/11/2021 21:35,209,203.77,2.7,25,20,1
10/11/2021 21:45,10/11/2021 21:42,10/11/2021 21:45,290.1,707.11,2.7,25,21,1
10/11/2021 21:50,10/11/2021 21:48,10/11/2021 21:50,218.8,255.99,2.7,32,22,1
10/11/2021 21:55,10/11/2021 21:53,10/11/2021 21:55,192,131.03,2.8,27,21,1
10/11/2021 22:00,10/11/2021 21:58,10/11/2021 22:00,251.3,392.02,2.8,24,21,1
10/11/2021 22:05,10/11/2021 22:04,10/11/2021 22:05,227.2,265.82,2.8,25,20,1
10/11/2021 22:10,10/11/2021 22:09,10/11/2021 22:10,235.6,344.56,2.9,22,18,1
10/11/2021 22:15,10/11/2021 22:15,10/11/2021 22:15,185.5,90.43,2.9,20,17,1
10/11/2021 22:20,10/11/2021 22:20,10/11/2021 22:20,228.7,267.57,2.9,22,17,1
10/11/2021 22:25,10/11/2021 22:25,10/11/2021 22:25,220.5,257.98,2.9,20,16,1
10/11/2021 22:30,10/11/2021 22:31,10/11/2021 22:30,183.8,35.84,2.9,17,14,1
10/11/2021 22:35,10/11/2021 22:36,10/11/2021 22:35,193.8,151.16,2.9,24,15,1
10/11/2021 22:40,10/11/2021 22:42,10/11/2021 22:40,249.7,389.53,2.9,20,17,1
10/11/2021 22:45,10/11/2021 22:47,10/11/2021 22:45,184.2,35.91,3,17,13,1
10/11/2021 22:55,10/11/2021 22:52,10/11/2021 22:55,181.5,0,3,16,13,1
10/11/2021 23:00,10/11/2021 22:58,10/11/2021 23:00,188.6,128.71,3,16,12,1
10/11/2021 23:05,10/11/2021 23:03,10/11/2021 23:05,185.2,0,3,20,14,1
10/11/2021 23:10,10/11/2021 23:08,10/11/2021 23:10,150.6,0,3,19,14,1
10/11/2021 23:15,10/11/2021 23:14,10/11/2021 23:15,188.6,128.71,3,14,10,1
10/11/2021 23:20,10/11/2021 23:19,10/11/2021 23:20,180.8,0,3,9,8,1
10/11/2021 23:25,10/11/2021 23:25,10/11/2021 23:25,152,0,3,12,10,1
10/11/2021 23:30,10/11/2021 23:30,10/11/2021 23:30,156.5,0,3,12,8,1
10/11/2021 23:35,10/11/2021 23:35,10/11/2021 23:35,113.5,0,3,14,11,1
10/11/2021 23:40,10/11/2021 23:41,10/11/2021 23:40,129.6,0,3,20,15,1
10/11/2021 23:45,10/11/2021 23:46,10/11/2021 23:45,182.2,0,3,30,24,1
10/11/2021 23:50,10/11/2021 23:52,10/11/2021 23:50,246.2,360.06,3,27,20,1
10/11/2021 23:55,10/11/2021 23:57,10/11/2021 23:55,191.7,130.83,3,27,20,1
10/12/2021 0:05,10/12/2021 0:02,10/12/2021 0:05,208.6,203.38,0.1,30,24,1
10/12/2021 0:10,10/12/2021 0:08,10/12/2021 0:10,270.1,526.69,0.1,24,19,1
10/12/2021 0:15,10/12/2021 0:13,10/12/2021 0:15,191.8,130.9,0.1,22,16,1
10/12/2021 0:20,10/12/2021 0:18,10/12/2021 0:20,285.1,639.33,0.1,28,20,1
10/12/2021 0:25,10/12/2021 0:24,10/12/2021 0:25,177.5,0,0.1,24,17,1
10/12/2021 0:30,10/12/2021 0:29,10/12/2021 0:30,188.8,128.85,0.1,20,15,1
10/12/2021 0:35,10/12/2021 0:35,10/12/2021 0:35,199.5,194.51,0.1,19,13,1
10/12/2021 0:40,10/12/2021 0:40,10/12/2021 0:40,179,0,0.2,20,15,1
10/12/2021 0:45,10/12/2021 0:45,10/12/2021 0:45,255.6,423.65,0.2,22,16,1
10/12/2021 0:50,10/12/2021 0:51,10/12/2021 0:50,206.7,201.53,0.2,20,14,1
10/12/2021 0:55,10/12/2021 0:56,10/12/2021 0:55,188,91.64,0.2,17,13,1
10/12/2021 1:00,10/12/2021 1:02,10/12/2021 1:00,181,0,0.2,12,9,1
10/12/2021 1:05,10/12/2021 1:07,10/12/2021 1:05,185,54.11,0.2,17,12,1
10/12/2021 1:15,10/12/2021 1:12,10/12/2021 1:15,181.2,0,0.2,20,13,1
10/12/2021 1:20,10/12/2021 1:18,10/12/2021 1:20,184.3,0,0.2,19,13,1
10/12/2021 1:25,10/12/2021 1:23,10/12/2021 1:25,187.1,91.21,0.2,16,12,1
10/12/2021 1:30,10/12/2021 1:29,10/12/2021 1:30,186.6,90.96,0.2,20,14,1
10/12/2021 1:35,10/12/2021 1:34,10/12/2021 1:35,178.2,0,0.2,19,13,1
10/12/2021 1:40,10/12/2021 1:39,10/12/2021 1:40,185,18.03,0.2,17,12,1
10/12/2021 1:45,10/12/2021 1:45,10/12/2021 1:45,230.1,269.21,0.2,17,13,1
10/12/2021 1:50,10/12/2021 1:50,10/12/2021 1:50,214.1,208.74,0.2,19,15,1
10/12/2021 1:55,10/12/2021 1:55,10/12/2021 1:55,183.3,35.74,0.3,19,13,1
10/12/2021 2:00,10/12/2021 2:01,10/12/2021 2:00,176,0,0.3,17,12,1
10/12/2021 2:05,10/12/2021 2:06,10/12/2021 2:05,137,0,0.3,17,12,1
10/12/2021 2:10,10/12/2021 2:12,10/12/2021 2:10,176.5,0,0.3,14,11,1
10/12/2021 2:15,10/12/2021 2:17,10/12/2021 2:15,183.2,0,0.3,17,13,1
10/12/2021 2:25,10/12/2021 2:22,10/12/2021 2:25,219.8,257.16,0.3,19,15,1
10/12/2021 2:30,10/12/2021 2:28,10/12/2021 2:30,185.2,36.11,0.3,17,13,1
10/12/2021 2:35,10/12/2021 2:33,10/12/2021 2:35,187.6,91.45,0.3,20,13,1
10/12/2021 2:40,10/12/2021 2:38,10/12/2021 2:40,187.5,109.68,0.3,17,14,1
10/12/2021 2:45,10/12/2021 2:44,10/12/2021 2:45,182.6,35.6,0.3,19,15,1
10/12/2021 2:50,10/12/2021 2:49,10/12/2021 2:50,215.1,209.72,0.3,17,14,1
10/12/2021 2:55,10/12/2021 2:55,10/12/2021 2:55,186.5,90.91,0.3,17,14,1
10/12/2021 3:00,10/12/2021 3:00,10/12/2021 3:00,181.6,0,0.3,14,12,1
10/12/2021 3:05,10/12/2021 3:05,10/12/2021 3:05,182.6,35.6,0.3,16,11,1
10/12/2021 3:10,10/12/2021 3:11,10/12/2021 3:10,187,91.16,0.3,14,9,1
10/12/2021 3:15,10/12/2021 3:16,10/12/2021 3:15,139,0,0.3,14,8,1
