,Time,Timestamp,DC Voltage PV1(V),AC Output Total Power (Active)(W),Daily Generation (Active)(kWh),Wind Speed ( MPH ),Wind Average ( MPH ),Curve_Iteration,Power_round,Voltage_round
2021-11-19 06:10:00,2021-11-19 06:11:49,2021-11-19 06:10:00,20.8,0.0,0.5,8.0,8.0,2,0.0,20.0
2021-11-19 06:15:00,2021-11-19 06:17:11,2021-11-19 06:15:00,18.1,0.0,0.5,9.0,7.0,2,0.0,20.0
2021-11-19 06:25:00,2021-11-19 06:22:33,2021-11-19 06:25:00,1.2,0.0,0.5,9.0,9.0,2,0.0,0.0
2021-11-19 06:30:00,2021-11-19 06:27:55,2021-11-19 06:30:00,0.6,0.0,0.5,9.0,8.0,2,0.0,0.0
2021-11-19 06:35:00,2021-11-19 06:33:16,2021-11-19 06:35:00,0.6,0.0,0.5,9.0,8.0,2,0.0,0.0
2021-11-19 06:40:00,2021-11-19 06:38:38,2021-11-19 06:40:00,0.6,0.0,0.5,8.0,4.0,2,0.0,0.0
2021-11-19 06:45:00,2021-11-19 06:43:59,2021-11-19 06:45:00,0.5,0.0,0.5,6.0,4.0,2,0.0,0.0
2021-11-19 06:50:00,2021-11-19 06:49:20,2021-11-19 06:50:00,0.3,0.0,0.5,8.0,5.0,2,0.0,0.0
2021-11-19 06:55:00,2021-11-19 06:54:42,2021-11-19 06:55:00,0.2,0.0,0.5,11.0,7.0,2,0.0,0.0
2021-11-19 07:00:00,2021-11-19 07:00:04,2021-11-19 07:00:00,0.2,0.0,0.5,11.0,8.0,2,0.0,0.0
2021-11-19 07:05:00,2021-11-19 07:05:27,2021-11-19 07:05:00,0.2,0.0,0.5,9.0,8.0,2,0.0,0.0
2021-11-19 07:10:00,2021-11-19 07:10:48,2021-11-19 07:10:00,0.2,0.0,0.5,11.0,8.0,2,0.0,0.0
2021-11-19 07:15:00,2021-11-19 07:16:09,2021-11-19 07:15:00,0.5,0.0,0.5,9.0,8.0,2,0.0,0.0
2021-11-19 07:20:00,2021-11-19 07:21:31,2021-11-19 07:20:00,0.3,0.0,0.5,9.0,7.0,2,0.0,0.0
2021-11-19 07:25:00,2021-11-19 07:26:53,2021-11-19 07:25:00,0.6,0.0,0.5,9.0,7.0,2,0.0,0.0
2021-11-19 07:30:00,2021-11-19 07:32:15,2021-11-19 07:30:00,0.2,0.0,0.5,9.0,7.0,2,0.0,0.0
2021-11-19 07:35:00,2021-11-19 07:32:43,2021-11-19 07:35:00,0.2,0.0,0.5,9.0,6.0,2,0.0,0.0
2021-11-19 07:40:00,2021-11-19 07:37:55,2021-11-19 07:40:00,1.1,0.0,0.5,9.0,7.0,2,0.0,0.0
2021-11-19 07:45:00,2021-11-19 07:43:14,2021-11-19 07:45:00,0.5,0.0,0.5,9.0,5.0,2,0.0,0.0
2021-11-19 07:50:00,2021-11-19 07:48:34,2021-11-19 07:50:00,0.5,0.0,0.5,9.0,7.0,2,0.0,0.0
2021-11-19 07:55:00,2021-11-19 07:53:54,2021-11-19 07:55:00,0.5,0.0,0.5,9.0,7.0,2,0.0,0.0
2021-11-19 08:00:00,2021-11-19 07:59:16,2021-11-19 08:00:00,0.2,0.0,0.5,11.0,9.0,2,0.0,0.0
2021-11-19 08:05:00,2021-11-19 08:04:37,2021-11-19 08:05:00,0.6,0.0,0.5,11.0,9.0,2,0.0,0.0
2021-11-19 08:10:00,2021-11-19 08:09:58,2021-11-19 08:10:00,0.6,0.0,0.5,9.0,7.0,2,0.0,0.0
2021-11-19 08:15:00,2021-11-19 08:15:18,2021-11-19 08:15:00,0.5,0.0,0.5,8.0,6.0,2,0.0,0.0
2021-11-19 08:20:00,2021-11-19 08:20:38,2021-11-19 08:20:00,0.2,0.0,0.5,8.0,5.0,2,0.0,0.0
2021-11-19 08:25:00,2021-11-19 08:25:58,2021-11-19 08:25:00,0.3,0.0,0.5,8.0,6.0,2,0.0,0.0
2021-11-19 08:30:00,2021-11-19 08:31:19,2021-11-19 08:30:00,0.3,0.0,0.5,8.0,5.0,2,0.0,0.0
2021-11-19 08:35:00,2021-11-19 08:36:40,2021-11-19 08:35:00,0.2,0.0,0.5,6.0,3.0,2,0.0,0.0
2021-11-19 08:40:00,2021-11-19 08:42:00,2021-11-19 08:40:00,0.6,0.0,0.5,6.0,4.0,2,0.0,0.0
2021-11-19 08:45:00,2021-11-19 08:47:20,2021-11-19 08:45:00,0.2,0.0,0.5,6.0,4.0,2,0.0,0.0
2021-11-19 08:55:00,2021-11-19 08:52:41,2021-11-19 08:55:00,0.1,0.0,0.5,8.0,5.0,2,0.0,0.0
2021-11-19 09:00:00,2021-11-19 08:58:01,2021-11-19 09:00:00,0.5,0.0,0.5,8.0,6.0,2,0.0,0.0
2021-11-19 09:05:00,2021-11-19 09:03:22,2021-11-19 09:05:00,0.6,0.0,0.5,6.0,5.0,2,0.0,0.0
2021-11-19 09:10:00,2021-11-19 09:08:43,2021-11-19 09:10:00,0.6,0.0,0.5,8.0,6.0,2,0.0,0.0
2021-11-19 09:15:00,2021-11-19 09:14:04,2021-11-19 09:15:00,0.2,0.0,0.5,9.0,7.0,2,0.0,0.0
2021-11-19 09:20:00,2021-11-19 09:19:25,2021-11-19 09:20:00,0.1,0.0,0.5,8.0,5.0,2,0.0,0.0
2021-11-19 09:25:00,2021-11-19 09:24:45,2021-11-19 09:25:00,0.2,0.0,0.5,8.0,5.0,2,0.0,0.0
2021-11-19 09:30:00,2021-11-19 09:30:06,2021-11-19 09:30:00,0.3,0.0,0.5,8.0,5.0,2,0.0,0.0
2021-11-19 09:35:00,2021-11-19 09:35:26,2021-11-19 09:35:00,0.2,0.0,0.5,9.0,7.0,2,0.0,0.0
2021-11-19 09:40:00,2021-11-19 09:40:46,2021-11-19 09:40:00,0.6,0.0,0.5,9.0,8.0,2,0.0,0.0
2021-11-19 09:45:00,2021-11-19 09:46:07,2021-11-19 09:45:00,0.6,0.0,0.5,9.0,6.0,2,0.0,0.0
2021-11-19 09:50:00,2021-11-19 09:51:28,2021-11-19 09:50:00,0.1,0.0,0.5,11.0,6.0,2,0.0,0.0
2021-11-19 09:55:00,2021-11-19 09:56:50,2021-11-19 09:55:00,0.6,0.0,0.5,12.0,9.0,2,0.0,0.0
2021-11-19 10:00:00,2021-11-19 10:02:10,2021-11-19 10:00:00,227.0,331.98,0.5,14.0,11.0,2,330.0,230.0
2021-11-19 10:10:00,2021-11-19 10:07:35,2021-11-19 10:10:00,188.2,91.74,0.5,20.0,14.0,2,90.0,190.0
2021-11-19 10:15:00,2021-11-19 10:12:58,2021-11-19 10:15:00,182.6,35.6,0.5,17.0,13.0,2,40.0,180.0
2021-11-19 10:20:00,2021-11-19 10:18:20,2021-11-19 10:20:00,210.0,245.7,0.5,20.0,14.0,2,250.0,210.0
2021-11-19 10:25:00,2021-11-19 10:23:42,2021-11-19 10:25:00,184.1,35.89,0.5,22.0,18.0,2,40.0,180.0
2021-11-19 10:30:00,2021-11-19 10:29:10,2021-11-19 10:30:00,207.1,222.11,0.5,22.0,15.0,2,220.0,210.0
2021-11-19 10:35:00,2021-11-19 10:34:36,2021-11-19 10:35:00,184.2,35.91,0.5,17.0,13.0,2,40.0,180.0
2021-11-19 10:40:00,2021-11-19 10:39:59,2021-11-19 10:40:00,157.6,0.0,0.5,19.0,15.0,2,0.0,160.0
2021-11-19 10:45:00,2021-11-19 10:45:19,2021-11-19 10:45:00,183.7,35.82,0.5,20.0,16.0,2,40.0,180.0
2021-11-19 10:50:00,2021-11-19 10:50:42,2021-11-19 10:50:00,189.8,129.53,0.6,20.0,15.0,2,130.0,190.0
2021-11-19 10:55:00,2021-11-19 10:56:10,2021-11-19 10:55:00,185.6,90.47,0.6,19.0,15.0,2,90.0,190.0
2021-11-19 11:00:00,2021-11-19 11:01:35,2021-11-19 11:00:00,181.6,0.0,0.6,22.0,17.0,2,0.0,180.0
2021-11-19 11:05:00,2021-11-19 11:07:02,2021-11-19 11:05:00,201.5,196.46,0.6,24.0,17.0,2,200.0,200.0
2021-11-19 11:15:00,2021-11-19 11:12:31,2021-11-19 11:15:00,225.1,329.2,0.6,22.0,16.0,2,330.0,230.0
2021-11-19 11:20:00,2021-11-19 11:17:55,2021-11-19 11:20:00,186.7,36.4,0.6,17.0,14.0,2,40.0,190.0
2021-11-19 11:25:00,2021-11-19 11:23:16,2021-11-19 11:25:00,191.5,130.69,0.7,19.0,14.0,2,130.0,190.0
2021-11-19 11:30:00,2021-11-19 11:28:39,2021-11-19 11:30:00,188.6,128.71,0.7,19.0,14.0,2,130.0,190.0
2021-11-19 11:35:00,2021-11-19 11:34:03,2021-11-19 11:35:00,177.7,0.0,0.7,20.0,17.0,2,0.0,180.0
2021-11-19 11:40:00,2021-11-19 11:39:31,2021-11-19 11:40:00,207.2,222.22,0.7,19.0,15.0,2,220.0,210.0
2021-11-19 11:45:00,2021-11-19 11:44:54,2021-11-19 11:45:00,211.0,246.86,0.7,19.0,14.0,2,250.0,210.0
2021-11-19 11:50:00,2021-11-19 11:50:16,2021-11-19 11:50:00,182.8,35.64,0.7,22.0,15.0,2,40.0,180.0
2021-11-19 11:55:00,2021-11-19 11:55:43,2021-11-19 11:55:00,184.3,35.93,0.7,17.0,12.0,2,40.0,180.0
2021-11-19 12:00:00,2021-11-19 12:01:09,2021-11-19 12:00:00,176.7,0.0,0.7,20.0,16.0,2,0.0,180.0
2021-11-19 12:05:00,2021-11-19 12:06:30,2021-11-19 12:05:00,175.2,0.0,0.7,24.0,15.0,2,0.0,180.0
2021-11-19 12:10:00,2021-11-19 12:11:52,2021-11-19 12:10:00,199.1,135.88,0.7,24.0,16.0,2,140.0,200.0
2021-11-19 12:15:00,2021-11-19 12:17:13,2021-11-19 12:15:00,182.1,35.5,0.8,20.0,17.0,2,40.0,180.0
2021-11-19 12:25:00,2021-11-19 12:22:35,2021-11-19 12:25:00,221.8,259.5,0.8,16.0,12.0,2,260.0,220.0
2021-11-19 12:30:00,2021-11-19 12:27:56,2021-11-19 12:30:00,188.3,91.79,0.8,19.0,14.0,2,90.0,190.0
2021-11-19 12:35:00,2021-11-19 12:33:22,2021-11-19 12:35:00,221.7,281.0,0.8,22.0,19.0,2,280.0,220.0
2021-11-19 12:40:00,2021-11-19 12:38:54,2021-11-19 12:40:00,223.1,261.02,0.8,17.0,15.0,2,260.0,220.0
2021-11-19 12:45:00,2021-11-19 12:44:14,2021-11-19 12:45:00,222.2,259.97,0.8,22.0,16.0,2,260.0,220.0
2021-11-19 12:50:00,2021-11-19 12:49:34,2021-11-19 12:50:00,181.3,0.0,0.9,22.0,16.0,2,0.0,180.0
2021-11-19 12:55:00,2021-11-19 12:54:55,2021-11-19 12:55:00,206.0,200.85,0.9,22.0,17.0,2,200.0,210.0
2021-11-19 13:00:00,2021-11-19 13:00:15,2021-11-19 13:00:00,233.8,364.72,0.9,25.0,19.0,2,360.0,230.0
2021-11-19 13:05:00,2021-11-19 13:05:36,2021-11-19 13:05:00,127.2,0.0,0.9,22.0,18.0,2,0.0,130.0
2021-11-19 13:10:00,2021-11-19 13:10:56,2021-11-19 13:10:00,204.1,198.99,0.9,20.0,17.0,2,200.0,200.0
2021-11-19 13:15:00,2021-11-19 13:16:16,2021-11-19 13:15:00,190.7,130.15,0.9,25.0,20.0,2,130.0,190.0
2021-11-19 13:20:00,2021-11-19 13:21:36,2021-11-19 13:20:00,185.1,90.23,1.0,22.0,17.0,2,90.0,190.0
2021-11-19 13:25:00,2021-11-19 13:26:58,2021-11-19 13:25:00,224.5,328.33,1.0,20.0,17.0,2,330.0,220.0
2021-11-19 13:30:00,2021-11-19 13:32:18,2021-11-19 13:30:00,203.0,197.92,1.0,17.0,14.0,2,200.0,200.0
2021-11-19 13:40:00,2021-11-19 13:37:39,2021-11-19 13:40:00,257.3,551.9,1.0,20.0,15.0,2,550.0,260.0
2021-11-19 13:45:00,2021-11-19 13:42:59,2021-11-19 13:45:00,182.7,35.62,1.0,19.0,14.0,2,40.0,180.0
2021-11-19 13:50:00,2021-11-19 13:48:19,2021-11-19 13:50:00,238.8,395.81,1.0,24.0,17.0,2,400.0,240.0
2021-11-19 13:55:00,2021-11-19 13:53:39,2021-11-19 13:55:00,199.1,194.12,1.0,22.0,16.0,2,190.0,200.0
2021-11-19 14:00:00,2021-11-19 13:59:00,2021-11-19 14:00:00,187.0,91.16,1.1,22.0,16.0,2,90.0,190.0
2021-11-19 14:05:00,2021-11-19 14:04:21,2021-11-19 14:05:00,184.8,36.03,1.1,25.0,20.0,2,40.0,180.0
2021-11-19 14:10:00,2021-11-19 14:09:41,2021-11-19 14:10:00,192.3,149.99,1.1,25.0,20.0,2,150.0,190.0
2021-11-19 14:15:00,2021-11-19 14:15:01,2021-11-19 14:15:00,177.6,0.0,1.1,24.0,17.0,2,0.0,180.0
2021-11-19 14:20:00,2021-11-19 14:20:21,2021-11-19 14:20:00,189.3,129.19,1.1,24.0,18.0,2,130.0,190.0
2021-11-19 14:25:00,2021-11-19 14:25:41,2021-11-19 14:25:00,244.2,476.18,1.1,24.0,17.0,2,480.0,240.0
2021-11-19 14:30:00,2021-11-19 14:31:01,2021-11-19 14:30:00,204.0,198.9,1.1,28.0,21.0,2,200.0,200.0
2021-11-19 14:35:00,2021-11-19 14:36:23,2021-11-19 14:35:00,175.2,0.0,1.1,24.0,17.0,2,0.0,180.0
2021-11-19 14:40:00,2021-11-19 14:41:44,2021-11-19 14:40:00,180.7,0.0,1.2,24.0,16.0,2,0.0,180.0
2021-11-19 14:45:00,2021-11-19 14:47:05,2021-11-19 14:45:00,185.5,90.43,1.2,24.0,18.0,2,90.0,190.0
2021-11-19 14:50:00,2021-11-19 14:52:25,2021-11-19 14:50:00,234.5,388.68,1.2,24.0,19.0,2,390.0,230.0
2021-11-19 15:00:00,2021-11-19 14:57:45,2021-11-19 15:00:00,183.7,35.82,1.2,25.0,20.0,2,40.0,180.0
2021-11-19 15:05:00,2021-11-19 15:03:05,2021-11-19 15:05:00,232.7,340.32,1.2,25.0,20.0,2,340.0,230.0
2021-11-19 15:10:00,2021-11-19 15:08:26,2021-11-19 15:10:00,198.7,193.73,1.2,24.0,19.0,2,190.0,200.0
2021-11-19 15:15:00,2021-11-19 15:13:47,2021-11-19 15:15:00,239.7,397.3,1.2,25.0,19.0,2,400.0,240.0
2021-11-19 15:20:00,2021-11-19 15:19:07,2021-11-19 15:20:00,135.1,0.0,1.3,25.0,20.0,2,0.0,140.0
2021-11-19 15:25:00,2021-11-19 15:24:27,2021-11-19 15:25:00,187.1,91.21,1.3,25.0,18.0,2,90.0,190.0
2021-11-19 15:30:00,2021-11-19 15:29:47,2021-11-19 15:30:00,187.0,91.16,1.3,24.0,20.0,2,90.0,190.0
2021-11-19 15:35:00,2021-11-19 15:35:08,2021-11-19 15:35:00,201.5,157.17,1.3,25.0,20.0,2,160.0,200.0
2021-11-19 15:40:00,2021-11-19 15:40:29,2021-11-19 15:40:00,237.8,394.15,1.3,27.0,18.0,2,390.0,240.0
2021-11-19 15:45:00,2021-11-19 15:45:50,2021-11-19 15:45:00,188.1,128.37,1.3,22.0,20.0,2,130.0,190.0
2021-11-19 15:50:00,2021-11-19 15:51:11,2021-11-19 15:50:00,210.7,246.51,1.4,20.0,15.0,2,250.0,210.0
2021-11-19 16:00:00,2021-11-19 15:57:36,2021-11-19 16:00:00,155.1,0.0,1.4,19.0,14.0,2,0.0,160.0
2021-11-19 16:05:00,2021-11-19 16:02:57,2021-11-19 16:05:00,181.5,0.0,1.4,19.0,14.0,2,0.0,180.0
2021-11-19 16:10:00,2021-11-19 16:08:17,2021-11-19 16:10:00,151.1,0.0,1.4,20.0,16.0,2,0.0,150.0
2021-11-19 16:15:00,2021-11-19 16:13:37,2021-11-19 16:15:00,181.5,0.0,1.4,16.0,12.0,2,0.0,180.0
2021-11-19 16:20:00,2021-11-19 16:18:58,2021-11-19 16:20:00,159.3,0.0,1.4,17.0,13.0,2,0.0,160.0
2021-11-19 16:25:00,2021-11-19 16:24:20,2021-11-19 16:25:00,184.6,35.99,1.4,16.0,13.0,2,40.0,180.0
2021-11-19 16:30:00,2021-11-19 16:29:41,2021-11-19 16:30:00,151.3,0.0,1.4,19.0,14.0,2,0.0,150.0
2021-11-19 16:35:00,2021-11-19 16:35:01,2021-11-19 16:35:00,205.7,200.55,1.4,17.0,14.0,2,200.0,210.0
2021-11-19 16:40:00,2021-11-19 16:40:22,2021-11-19 16:40:00,184.6,35.99,1.4,19.0,14.0,2,40.0,180.0
2021-11-19 16:45:00,2021-11-19 16:45:43,2021-11-19 16:45:00,180.8,0.0,1.4,19.0,13.0,2,0.0,180.0
2021-11-19 16:50:00,2021-11-19 16:51:07,2021-11-19 16:50:00,157.2,0.0,1.4,16.0,14.0,2,0.0,160.0
2021-11-19 16:55:00,2021-11-19 16:56:27,2021-11-19 16:55:00,186.7,91.01,1.4,17.0,13.0,2,90.0,190.0
2021-11-19 17:00:00,2021-11-19 17:01:48,2021-11-19 17:00:00,112.5,0.0,1.4,14.0,10.0,2,0.0,110.0
2021-11-19 17:05:00,2021-11-19 17:07:08,2021-11-19 17:05:00,182.2,0.0,1.4,14.0,11.0,2,0.0,180.0
2021-11-19 17:10:00,2021-11-19 17:12:29,2021-11-19 17:10:00,171.3,0.0,1.4,19.0,12.0,2,0.0,170.0
2021-11-19 17:20:00,2021-11-19 17:17:51,2021-11-19 17:20:00,178.6,0.0,1.4,22.0,18.0,2,0.0,180.0
2021-11-19 17:25:00,2021-11-19 17:23:12,2021-11-19 17:25:00,210.0,245.7,1.4,22.0,19.0,2,250.0,210.0
2021-11-19 17:30:00,2021-11-19 17:28:33,2021-11-19 17:30:00,181.5,0.0,1.4,24.0,16.0,2,0.0,180.0
2021-11-19 17:35:00,2021-11-19 17:33:55,2021-11-19 17:35:00,136.6,0.0,1.4,20.0,15.0,2,0.0,140.0
2021-11-19 17:40:00,2021-11-19 17:39:15,2021-11-19 17:40:00,188.7,128.78,1.4,19.0,15.0,2,130.0,190.0
2021-11-19 17:45:00,2021-11-19 17:44:36,2021-11-19 17:45:00,187.5,54.84,1.4,22.0,16.0,2,50.0,190.0
2021-11-19 17:50:00,2021-11-19 17:49:57,2021-11-19 17:50:00,190.7,130.15,1.4,25.0,18.0,2,130.0,190.0
2021-11-19 17:55:00,2021-11-19 17:55:18,2021-11-19 17:55:00,186.5,90.91,1.4,24.0,18.0,2,90.0,190.0
2021-11-19 18:00:00,2021-11-19 18:00:39,2021-11-19 18:00:00,206.0,200.85,1.4,25.0,20.0,2,200.0,210.0
2021-11-19 18:05:00,2021-11-19 18:05:59,2021-11-19 18:05:00,198.7,193.73,1.5,25.0,21.0,2,190.0,200.0
2021-11-19 18:10:00,2021-11-19 18:11:20,2021-11-19 18:10:00,186.7,36.4,1.5,24.0,19.0,2,40.0,190.0
2021-11-19 18:15:00,2021-11-19 18:16:42,2021-11-19 18:15:00,189.5,129.33,1.5,22.0,18.0,2,130.0,190.0
2021-11-19 18:20:00,2021-11-19 18:22:03,2021-11-19 18:20:00,178.7,0.0,1.5,25.0,21.0,2,0.0,180.0
2021-11-19 18:25:00,2021-11-19 18:27:23,2021-11-19 18:25:00,187.3,91.3,1.5,27.0,21.0,2,90.0,190.0
2021-11-19 18:35:00,2021-11-19 18:32:43,2021-11-19 18:35:00,201.6,196.56,1.5,30.0,24.0,2,200.0,200.0
2021-11-19 18:40:00,2021-11-19 18:38:04,2021-11-19 18:40:00,265.2,646.42,1.5,32.0,22.0,2,650.0,270.0
2021-11-19 18:45:00,2021-11-19 18:43:25,2021-11-19 18:45:00,196.7,191.78,1.6,30.0,22.0,2,190.0,200.0
2021-11-19 18:50:00,2021-11-19 18:48:46,2021-11-19 18:50:00,164.0,0.0,1.6,27.0,20.0,2,0.0,160.0
2021-11-19 18:55:00,2021-11-19 18:54:07,2021-11-19 18:55:00,269.2,656.17,1.6,30.0,24.0,2,660.0,270.0
2021-11-19 19:00:00,2021-11-19 18:59:27,2021-11-19 19:00:00,197.7,192.75,1.6,27.0,21.0,2,190.0,200.0
2021-11-19 19:05:00,2021-11-19 19:04:48,2021-11-19 19:05:00,188.5,128.65,1.7,30.0,21.0,2,130.0,190.0
2021-11-19 19:10:00,2021-11-19 19:10:09,2021-11-19 19:10:00,214.6,251.08,1.7,32.0,23.0,2,250.0,210.0
2021-11-19 19:15:00,2021-11-19 19:15:30,2021-11-19 19:15:00,269.8,710.24,1.7,33.0,23.0,2,710.0,270.0
2021-11-19 19:20:00,2021-11-19 19:20:52,2021-11-19 19:20:00,224.0,262.08,1.7,32.0,25.0,2,260.0,220.0
2021-11-19 19:25:00,2021-11-19 19:26:13,2021-11-19 19:25:00,271.3,714.19,1.7,28.0,23.0,2,710.0,270.0
2021-11-19 19:30:00,2021-11-19 19:31:33,2021-11-19 19:30:00,241.0,399.45,1.8,28.0,22.0,2,400.0,240.0
2021-11-19 19:35:00,2021-11-19 19:36:53,2021-11-19 19:35:00,250.1,487.69,1.8,25.0,22.0,2,490.0,250.0
2021-11-19 19:40:00,2021-11-19 19:42:15,2021-11-19 19:40:00,199.7,194.7,1.8,28.0,22.0,2,190.0,200.0
2021-11-19 19:50:00,2021-11-19 19:47:36,2021-11-19 19:50:00,187.1,109.45,1.8,30.0,23.0,2,110.0,190.0
2021-11-19 19:55:00,2021-11-19 19:52:57,2021-11-19 19:55:00,184.0,89.7,1.8,30.0,20.0,2,90.0,180.0
2021-11-19 20:00:00,2021-11-19 19:58:18,2021-11-19 20:00:00,190.2,92.72,1.9,30.0,23.0,2,90.0,190.0
2021-11-19 20:05:00,2021-11-19 20:03:38,2021-11-19 20:05:00,149.0,0.0,1.9,25.0,20.0,2,0.0,150.0
2021-11-19 20:10:00,2021-11-19 20:08:59,2021-11-19 20:10:00,198.8,193.83,1.9,28.0,23.0,2,190.0,200.0
2021-11-19 20:15:00,2021-11-19 20:14:20,2021-11-19 20:15:00,185.6,90.47,1.9,32.0,24.0,2,90.0,190.0
2021-11-19 20:20:00,2021-11-19 20:19:42,2021-11-19 20:20:00,207.5,141.61,1.9,28.0,23.0,2,140.0,210.0
2021-11-19 20:25:00,2021-11-19 20:25:03,2021-11-19 20:25:00,166.1,0.0,1.9,28.0,18.0,2,0.0,170.0
2021-11-19 20:30:00,2021-11-19 20:30:23,2021-11-19 20:30:00,229.6,335.78,1.9,24.0,19.0,2,340.0,230.0
2021-11-19 20:35:00,2021-11-19 20:35:43,2021-11-19 20:35:00,222.5,260.32,2.0,24.0,18.0,2,260.0,220.0
2021-11-19 20:40:00,2021-11-19 20:41:04,2021-11-19 20:40:00,194.2,189.34,2.0,28.0,19.0,2,190.0,190.0
2021-11-19 20:45:00,2021-11-19 20:46:26,2021-11-19 20:45:00,180.1,0.0,2.0,28.0,22.0,2,0.0,180.0
2021-11-19 20:50:00,2021-11-19 20:51:47,2021-11-19 20:50:00,187.2,127.76,2.0,30.0,23.0,2,130.0,190.0
2021-11-19 20:55:00,2021-11-19 20:57:07,2021-11-19 20:55:00,184.0,35.88,2.0,28.0,23.0,2,40.0,180.0
2021-11-19 21:00:00,2021-11-19 21:02:27,2021-11-19 21:00:00,212.5,227.9,2.0,28.0,21.0,2,230.0,210.0
2021-11-19 21:10:00,2021-11-19 21:07:49,2021-11-19 21:10:00,226.6,331.4,2.1,30.0,23.0,2,330.0,230.0
2021-11-19 21:15:00,2021-11-19 21:13:10,2021-11-19 21:15:00,220.5,257.98,2.1,33.0,26.0,2,260.0,220.0
2021-11-19 21:20:00,2021-11-19 21:18:31,2021-11-19 21:20:00,233.5,364.26,2.1,28.0,22.0,2,360.0,230.0
2021-11-19 21:25:00,2021-11-19 21:23:52,2021-11-19 21:25:00,172.0,0.0,2.1,30.0,23.0,2,0.0,170.0
2021-11-19 21:30:00,2021-11-19 21:29:13,2021-11-19 21:30:00,225.5,329.79,2.1,30.0,22.0,2,330.0,230.0
2021-11-19 21:35:00,2021-11-19 21:34:39,2021-11-19 21:35:00,185.0,90.18,2.2,32.0,25.0,2,90.0,180.0
2021-11-19 21:40:00,2021-11-19 21:39:59,2021-11-19 21:40:00,196.0,133.76,2.2,30.0,22.0,2,130.0,200.0
2021-11-19 21:45:00,2021-11-19 21:45:20,2021-11-19 21:45:00,193.0,150.54,2.2,27.0,21.0,2,150.0,190.0
2021-11-19 21:50:00,2021-11-19 21:50:41,2021-11-19 21:50:00,181.2,35.33,2.2,25.0,25.0,2,40.0,180.0
2021-11-19 22:00:00,2021-11-19 22:01:22,2021-11-19 22:00:00,191.5,130.69,2.3,20.0,20.0,2,130.0,190.0
2021-11-19 22:05:00,2021-11-19 22:06:43,2021-11-19 22:05:00,244.1,428.39,2.3,30.0,23.0,2,430.0,240.0
2021-11-19 22:10:00,2021-11-19 22:12:05,2021-11-19 22:10:00,236.0,391.16,2.3,33.0,21.0,2,390.0,240.0
2021-11-19 22:15:00,2021-11-19 22:17:25,2021-11-19 22:15:00,271.3,714.19,2.3,28.0,21.0,2,710.0,270.0
2021-11-19 22:25:00,2021-11-19 22:22:45,2021-11-19 22:25:00,175.2,0.0,2.3,28.0,24.0,2,0.0,180.0
2021-11-19 22:30:00,2021-11-19 22:28:06,2021-11-19 22:30:00,254.3,545.47,2.3,28.0,22.0,2,550.0,250.0
2021-11-19 22:35:00,2021-11-19 22:33:27,2021-11-19 22:35:00,222.6,282.14,2.4,30.0,21.0,2,280.0,220.0
2021-11-19 22:40:00,2021-11-19 22:38:48,2021-11-19 22:40:00,238.2,394.81,2.39,35.0,23.0,2,390.0,240.0
2021-11-19 22:45:00,2021-11-19 22:44:09,2021-11-19 22:45:00,226.2,330.81,2.39,38.0,28.0,2,330.0,230.0
2021-11-19 22:50:00,2021-11-19 22:49:30,2021-11-19 22:50:00,247.7,483.01,2.39,33.0,26.0,2,480.0,250.0
2021-11-19 22:55:00,2021-11-19 22:54:50,2021-11-19 22:55:00,272.3,716.82,2.39,32.0,25.0,2,720.0,270.0
2021-11-19 23:00:00,2021-11-19 23:00:11,2021-11-19 23:00:00,233.3,363.94,2.39,33.0,26.0,2,360.0,230.0
2021-11-19 23:05:00,2021-11-19 23:05:33,2021-11-19 23:05:00,205.3,200.16,2.39,35.0,26.0,2,200.0,210.0
2021-11-19 23:10:00,2021-11-19 23:10:54,2021-11-19 23:10:00,177.8,0.0,2.39,32.0,26.0,2,0.0,180.0
2021-11-19 23:15:00,2021-11-19 23:16:15,2021-11-19 23:15:00,254.6,546.11,2.39,40.0,25.0,2,550.0,250.0
2021-11-19 23:20:00,2021-11-19 23:21:35,2021-11-19 23:20:00,311.2,1274.36,2.39,35.0,27.0,2,1270.0,310.0
2021-11-19 23:25:00,2021-11-19 23:26:56,2021-11-19 23:25:00,192.8,131.58,2.39,30.0,22.0,2,130.0,190.0
2021-11-19 23:30:00,2021-11-19 23:32:17,2021-11-19 23:30:00,209.0,203.77,2.39,33.0,28.0,2,200.0,210.0
2021-11-19 23:40:00,2021-11-19 23:37:38,2021-11-19 23:40:00,184.8,0.0,2.39,33.0,28.0,2,0.0,180.0
2021-11-19 23:45:00,2021-11-19 23:42:59,2021-11-19 23:45:00,185.8,54.34,2.39,40.0,28.0,2,50.0,190.0
2021-11-19 23:50:00,2021-11-19 23:48:20,2021-11-19 23:50:00,204.2,199.09,2.39,38.0,26.0,2,200.0,200.0
2021-11-19 23:55:00,2021-11-19 23:53:40,2021-11-19 23:55:00,235.7,390.67,2.39,38.0,31.0,2,390.0,240.0
2021-11-20 00:00:00,2021-11-19 23:59:01,2021-11-20 00:00:00,223.8,261.84,3.39,33.0,27.0,2,260.0,220.0
2021-11-20 00:05:00,2021-11-20 00:04:22,2021-11-20 00:05:00,188.0,128.31,0.6,41.0,27.0,2,130.0,190.0
