,Time,Timestamp,DC Voltage PV1(V),AC Output Total Power (Active)(W),Daily Generation (Active)(kWh),Wind Speed ( MPH ),Wind Average ( MPH ),Curve_Iteration,Power_round,Voltage_round
2021-11-20 00:10:00,2021-11-20 00:09:44,2021-11-20 00:10:00,298.1,1075.39,0.6,38.0,28.0,2,1080.0,300.0
2021-11-20 00:15:00,2021-11-20 00:15:05,2021-11-20 00:15:00,251.7,490.81,0.7,40.0,30.0,2,490.0,250.0
2021-11-20 00:20:00,2021-11-20 00:21:04,2021-11-20 00:20:00,245.5,478.72,0.8,33.0,28.0,2,480.0,250.0
2021-11-20 00:25:00,2021-11-20 00:26:24,2021-11-20 00:25:00,274.8,696.61,0.8,33.0,29.0,2,700.0,270.0
2021-11-20 00:30:00,2021-11-20 00:31:44,2021-11-20 00:30:00,213.3,249.56,0.9,40.0,31.0,2,250.0,210.0
2021-11-20 00:35:00,2021-11-20 00:37:04,2021-11-20 00:35:00,195.6,190.7,0.9,38.0,32.0,2,190.0,200.0
2021-11-20 00:40:00,2021-11-20 00:42:25,2021-11-20 00:40:00,273.6,720.25,1.0,36.0,27.0,2,720.0,270.0
2021-11-20 00:50:00,2021-11-20 00:47:46,2021-11-20 00:50:00,289.0,901.68,1.0,36.0,28.0,2,900.0,290.0
2021-11-20 00:55:00,2021-11-20 00:53:07,2021-11-20 00:55:00,263.2,641.55,1.1,36.0,24.0,2,640.0,260.0
2021-11-20 01:00:00,2021-11-20 00:58:27,2021-11-20 01:00:00,270.7,712.61,1.1,33.0,26.0,2,710.0,270.0
2021-11-20 01:05:00,2021-11-20 01:03:47,2021-11-20 01:05:00,223.0,260.9,1.1,38.0,27.0,2,260.0,220.0
2021-11-20 01:10:00,2021-11-20 01:09:08,2021-11-20 01:10:00,189.6,129.4,1.2,35.0,27.0,2,130.0,190.0
2021-11-20 01:15:00,2021-11-20 01:14:29,2021-11-20 01:15:00,206.1,200.94,1.2,36.0,32.0,2,200.0,210.0
2021-11-20 01:20:00,2021-11-20 01:19:50,2021-11-20 01:20:00,239.0,396.14,1.3,41.0,29.0,2,400.0,240.0
2021-11-20 01:25:00,2021-11-20 01:25:11,2021-11-20 01:25:00,205.0,199.87,1.3,43.0,34.0,2,200.0,200.0
2021-11-20 01:30:00,2021-11-20 01:30:31,2021-11-20 01:30:00,201.6,196.56,1.4,38.0,28.0,2,200.0,200.0
2021-11-20 01:35:00,2021-11-20 01:35:51,2021-11-20 01:35:00,185.1,108.28,1.4,43.0,31.0,2,110.0,190.0
2021-11-20 01:40:00,2021-11-20 01:41:12,2021-11-20 01:40:00,335.0,1633.12,1.5,40.0,28.0,2,1630.0,340.0
2021-11-20 01:45:00,2021-11-20 01:46:33,2021-11-20 01:45:00,240.7,398.96,1.5,43.0,29.0,2,400.0,240.0
2021-11-20 01:50:00,2021-11-20 01:51:54,2021-11-20 01:50:00,282.0,879.84,1.6,36.0,29.0,2,880.0,280.0
2021-11-20 01:55:00,2021-11-20 01:57:14,2021-11-20 01:55:00,183.3,0.0,1.6,35.0,26.0,2,0.0,180.0
2021-11-20 02:05:00,2021-11-20 02:02:34,2021-11-20 02:05:00,255.1,547.18,1.7,35.0,27.0,2,550.0,260.0
2021-11-20 02:10:00,2021-11-20 02:07:55,2021-11-20 02:10:00,293.8,1002.59,1.7,33.0,25.0,2,1000.0,290.0
2021-11-20 02:15:00,2021-11-20 02:13:16,2021-11-20 02:15:00,269.8,657.63,1.7,33.0,24.0,2,660.0,270.0
2021-11-20 02:20:00,2021-11-20 02:18:37,2021-11-20 02:20:00,222.5,260.32,1.8,24.0,19.0,2,260.0,220.0
2021-11-20 02:25:00,2021-11-20 02:23:58,2021-11-20 02:25:00,181.7,0.0,1.8,35.0,25.0,2,0.0,180.0
2021-11-20 02:30:00,2021-11-20 02:29:18,2021-11-20 02:30:00,245.2,478.14,1.8,35.0,24.0,2,480.0,250.0
2021-11-20 02:35:00,2021-11-20 02:34:38,2021-11-20 02:35:00,219.7,257.04,1.9,27.0,19.0,2,260.0,220.0
2021-11-20 02:40:00,2021-11-20 02:39:59,2021-11-20 02:40:00,205.7,200.55,1.9,25.0,20.0,2,200.0,210.0
2021-11-20 02:45:00,2021-11-20 02:45:20,2021-11-20 02:45:00,208.3,243.71,1.9,28.0,21.0,2,240.0,210.0
2021-11-20 02:50:00,2021-11-20 02:50:41,2021-11-20 02:50:00,212.8,228.22,1.9,30.0,23.0,2,230.0,210.0
2021-11-20 02:55:00,2021-11-20 02:56:01,2021-11-20 02:55:00,245.6,478.91,2.0,33.0,25.0,2,480.0,250.0
2021-11-20 03:00:00,2021-11-20 03:01:21,2021-11-20 03:00:00,248.1,483.79,2.0,32.0,24.0,2,480.0,250.0
2021-11-20 03:05:00,2021-11-20 03:06:42,2021-11-20 03:05:00,257.8,552.98,2.0,32.0,25.0,2,550.0,260.0
2021-11-20 03:10:00,2021-11-20 03:12:03,2021-11-20 03:10:00,305.2,1101.0,2.1,32.0,22.0,2,1100.0,310.0
2021-11-20 03:15:00,2021-11-20 03:17:24,2021-11-20 03:15:00,245.8,479.31,2.1,32.0,26.0,2,480.0,250.0
2021-11-20 03:25:00,2021-11-20 03:22:45,2021-11-20 03:25:00,237.2,393.15,2.1,32.0,26.0,2,390.0,240.0
2021-11-20 03:30:00,2021-11-20 03:28:05,2021-11-20 03:30:00,236.5,391.99,2.2,30.0,22.0,2,390.0,240.0
2021-11-20 03:35:00,2021-11-20 03:33:25,2021-11-20 03:35:00,197.0,192.07,2.2,25.0,21.0,2,190.0,200.0
2021-11-20 03:40:00,2021-11-20 03:38:46,2021-11-20 03:40:00,205.2,200.07,2.2,33.0,27.0,2,200.0,210.0
2021-11-20 03:45:00,2021-11-20 03:44:12,2021-11-20 03:45:00,297.2,1072.14,2.3,33.0,26.0,2,1070.0,300.0
2021-11-20 03:50:00,2021-11-20 03:49:32,2021-11-20 03:50:00,238.0,394.48,2.3,35.0,27.0,2,390.0,240.0
2021-11-20 03:55:00,2021-11-20 03:54:52,2021-11-20 03:55:00,213.2,249.44,2.4,33.0,26.0,2,250.0,210.0
2021-11-20 04:00:00,2021-11-20 04:00:13,2021-11-20 04:00:00,290.5,906.36,2.4,33.0,24.0,2,910.0,290.0
2021-11-20 04:05:00,2021-11-20 04:05:34,2021-11-20 04:05:00,201.2,196.17,2.5,28.0,24.0,2,200.0,200.0
2021-11-20 04:10:00,2021-11-20 04:10:55,2021-11-20 04:10:00,250.7,488.86,2.5,32.0,24.0,2,490.0,250.0
2021-11-20 04:15:00,2021-11-20 04:16:14,2021-11-20 04:15:00,219.7,257.04,2.5,28.0,23.0,2,260.0,220.0
2021-11-20 04:20:00,2021-11-20 04:21:34,2021-11-20 04:20:00,261.7,637.89,2.6,28.0,23.0,2,640.0,260.0
2021-11-20 04:25:00,2021-11-20 04:26:54,2021-11-20 04:25:00,278.2,732.36,2.6,25.0,22.0,2,730.0,280.0
2021-11-20 04:30:00,2021-11-20 04:32:15,2021-11-20 04:30:00,289.6,903.55,2.6,28.0,24.0,2,900.0,290.0
2021-11-20 04:40:00,2021-11-20 04:37:36,2021-11-20 04:40:00,209.1,244.64,2.6,27.0,22.0,2,240.0,210.0
2021-11-20 04:45:00,2021-11-20 04:42:57,2021-11-20 04:45:00,234.0,365.04,2.7,27.0,21.0,2,370.0,230.0
2021-11-20 04:50:00,2021-11-20 04:48:17,2021-11-20 04:50:00,255.7,548.47,2.7,28.0,24.0,2,550.0,260.0
2021-11-20 04:55:00,2021-11-20 04:53:37,2021-11-20 04:55:00,237.8,394.15,2.7,27.0,20.0,2,390.0,240.0
2021-11-20 05:00:00,2021-11-20 04:58:58,2021-11-20 05:00:00,217.0,253.88,2.8,28.0,23.0,2,250.0,220.0
2021-11-20 05:05:00,2021-11-20 05:04:22,2021-11-20 05:05:00,219.8,257.16,2.8,28.0,23.0,2,260.0,220.0
2021-11-20 05:10:00,2021-11-20 05:09:42,2021-11-20 05:10:00,300.0,1082.25,2.8,30.0,23.0,2,1080.0,300.0
2021-11-20 05:15:00,2021-11-20 05:15:02,2021-11-20 05:15:00,194.6,189.73,2.8,28.0,24.0,2,190.0,190.0
2021-11-20 05:20:00,2021-11-20 05:20:22,2021-11-20 05:20:00,190.2,129.81,2.9,32.0,25.0,2,130.0,190.0
2021-11-20 05:25:00,2021-11-20 05:25:43,2021-11-20 05:25:00,258.8,555.12,2.9,27.0,23.0,2,560.0,260.0
2021-11-20 05:30:00,2021-11-20 05:31:04,2021-11-20 05:30:00,204.7,199.58,2.9,27.0,23.0,2,200.0,200.0
2021-11-20 05:35:00,2021-11-20 05:36:26,2021-11-20 05:35:00,215.5,252.13,3.0,28.0,25.0,2,250.0,220.0
2021-11-20 05:40:00,2021-11-20 05:41:46,2021-11-20 05:40:00,299.1,1079.0,3.0,32.0,26.0,2,1080.0,300.0
2021-11-20 05:45:00,2021-11-20 05:47:06,2021-11-20 05:45:00,185.6,0.0,3.0,30.0,23.0,2,0.0,190.0
2021-11-20 05:50:00,2021-11-20 05:52:26,2021-11-20 05:50:00,278.3,732.62,3.1,30.0,25.0,2,730.0,280.0
2021-11-20 06:00:00,2021-11-20 05:57:46,2021-11-20 06:00:00,244.6,476.96,3.1,28.0,22.0,2,480.0,240.0
2021-11-20 06:05:00,2021-11-20 06:03:07,2021-11-20 06:05:00,199.5,194.51,3.1,30.0,23.0,2,190.0,200.0
2021-11-20 06:10:00,2021-11-20 06:08:28,2021-11-20 06:10:00,185.8,36.23,3.1,27.0,23.0,2,40.0,190.0
2021-11-20 06:15:00,2021-11-20 06:13:48,2021-11-20 06:15:00,258.1,578.78,3.1,28.0,22.0,2,580.0,260.0
2021-11-20 06:20:00,2021-11-20 06:19:08,2021-11-20 06:20:00,235.3,390.0,3.2,28.0,23.0,2,390.0,240.0
2021-11-20 06:25:00,2021-11-20 06:24:29,2021-11-20 06:25:00,232.6,362.85,3.2,30.0,25.0,2,360.0,230.0
2021-11-20 06:30:00,2021-11-20 06:29:50,2021-11-20 06:30:00,190.1,129.74,3.2,30.0,24.0,2,130.0,190.0
2021-11-20 06:35:00,2021-11-20 06:35:11,2021-11-20 06:35:00,272.1,716.3,3.3,25.0,20.0,2,720.0,270.0
2021-11-20 06:40:00,2021-11-20 06:40:32,2021-11-20 06:40:00,228.2,333.74,3.3,28.0,24.0,2,330.0,230.0
2021-11-20 06:45:00,2021-11-20 06:45:52,2021-11-20 06:45:00,256.0,549.12,3.3,30.0,24.0,2,550.0,260.0
2021-11-20 06:50:00,2021-11-20 06:51:12,2021-11-20 06:50:00,228.2,333.74,3.4,30.0,23.0,2,330.0,230.0
2021-11-20 06:55:00,2021-11-20 06:56:33,2021-11-20 06:55:00,249.2,510.23,3.4,28.0,24.0,2,510.0,250.0
2021-11-20 07:00:00,2021-11-20 07:01:54,2021-11-20 07:00:00,221.6,259.27,3.4,25.0,22.0,2,260.0,220.0
2021-11-20 07:05:00,2021-11-20 07:07:15,2021-11-20 07:05:00,261.1,636.43,3.5,32.0,24.0,2,640.0,260.0
2021-11-20 07:15:00,2021-11-20 07:12:35,2021-11-20 07:15:00,218.8,255.99,3.5,28.0,23.0,2,260.0,220.0
2021-11-20 07:20:00,2021-11-20 07:17:55,2021-11-20 07:20:00,257.7,552.76,3.5,27.0,22.0,2,550.0,260.0
2021-11-20 07:25:00,2021-11-20 07:23:16,2021-11-20 07:25:00,227.5,288.35,3.5,27.0,22.0,2,290.0,230.0
2021-11-20 07:30:00,2021-11-20 07:28:38,2021-11-20 07:30:00,231.5,338.56,3.6,30.0,24.0,2,340.0,230.0
2021-11-20 07:35:00,2021-11-20 07:33:59,2021-11-20 07:35:00,234.2,365.35,3.6,28.0,24.0,2,370.0,230.0
2021-11-20 07:40:00,2021-11-20 07:39:19,2021-11-20 07:40:00,257.7,552.76,3.6,28.0,23.0,2,550.0,260.0
2021-11-20 07:45:00,2021-11-20 07:44:39,2021-11-20 07:45:00,250.0,487.5,3.7,28.0,24.0,2,490.0,250.0
2021-11-20 07:50:00,2021-11-20 07:49:58,2021-11-20 07:50:00,245.2,478.14,3.7,27.0,22.0,2,480.0,250.0
2021-11-20 07:55:00,2021-11-20 07:55:19,2021-11-20 07:55:00,203.5,198.41,3.7,30.0,24.0,2,200.0,200.0
2021-11-20 08:00:00,2021-11-20 08:00:40,2021-11-20 08:00:00,247.2,482.03,3.8,28.0,23.0,2,480.0,250.0
2021-11-20 08:05:00,2021-11-20 08:06:01,2021-11-20 08:05:00,256.2,549.54,3.8,32.0,25.0,2,550.0,260.0
2021-11-20 08:10:00,2021-11-20 08:11:21,2021-11-20 08:10:00,271.2,740.37,3.8,28.0,23.0,2,740.0,270.0
2021-11-20 08:15:00,2021-11-20 08:16:41,2021-11-20 08:15:00,291.7,910.1,3.9,30.0,26.0,2,910.0,290.0
2021-11-20 08:20:00,2021-11-20 08:22:02,2021-11-20 08:20:00,288.2,899.18,3.9,30.0,25.0,2,900.0,290.0
2021-11-20 08:25:00,2021-11-20 08:27:23,2021-11-20 08:25:00,182.3,88.87,4.0,30.0,24.0,2,90.0,180.0
2021-11-20 08:35:00,2021-11-20 08:32:44,2021-11-20 08:35:00,251.5,514.94,4.0,30.0,23.0,2,510.0,250.0
2021-11-20 08:40:00,2021-11-20 08:38:05,2021-11-20 08:40:00,265.0,645.93,4.0,30.0,23.0,2,650.0,260.0
2021-11-20 08:45:00,2021-11-20 08:44:04,2021-11-20 08:45:00,187.1,127.69,4.1,32.0,23.0,2,130.0,190.0
2021-11-20 08:50:00,2021-11-20 08:49:25,2021-11-20 08:50:00,215.6,252.25,4.1,30.0,24.0,2,250.0,220.0
2021-11-20 08:55:00,2021-11-20 08:54:46,2021-11-20 08:55:00,232.2,339.59,4.2,32.0,24.0,2,340.0,230.0
2021-11-20 09:00:00,2021-11-20 09:00:07,2021-11-20 09:00:00,239.8,397.46,4.2,30.0,24.0,2,400.0,240.0
2021-11-20 09:05:00,2021-11-20 09:05:28,2021-11-20 09:05:00,230.3,336.81,4.2,30.0,23.0,2,340.0,230.0
2021-11-20 09:10:00,2021-11-20 09:10:50,2021-11-20 09:10:00,236.7,369.25,4.3,30.0,24.0,2,370.0,240.0
2021-11-20 09:15:00,2021-11-20 09:16:11,2021-11-20 09:15:00,213.8,250.14,4.3,27.0,22.0,2,250.0,210.0
2021-11-20 09:20:00,2021-11-20 09:21:32,2021-11-20 09:20:00,208.3,243.71,4.4,32.0,25.0,2,240.0,210.0
2021-11-20 09:25:00,2021-11-20 09:26:53,2021-11-20 09:25:00,190.7,130.15,4.4,33.0,26.0,2,130.0,190.0
2021-11-20 09:30:00,2021-11-20 09:32:14,2021-11-20 09:30:00,286.0,836.55,4.4,28.0,23.0,2,840.0,290.0
2021-11-20 09:40:00,2021-11-20 09:37:36,2021-11-20 09:40:00,246.1,479.89,4.5,32.0,25.0,2,480.0,250.0
2021-11-20 09:45:00,2021-11-20 09:42:58,2021-11-20 09:45:00,288.0,898.56,4.5,32.0,27.0,2,900.0,290.0
2021-11-20 09:50:00,2021-11-20 09:48:19,2021-11-20 09:50:00,209.0,244.52,4.6,35.0,29.0,2,240.0,210.0
2021-11-20 09:55:00,2021-11-20 09:53:40,2021-11-20 09:55:00,314.0,1285.83,4.6,33.0,28.0,2,1290.0,310.0
2021-11-20 10:00:00,2021-11-20 09:59:01,2021-11-20 10:00:00,276.5,808.76,4.7,30.0,26.0,2,810.0,280.0
2021-11-20 10:05:00,2021-11-20 10:04:22,2021-11-20 10:05:00,247.0,481.65,4.7,32.0,27.0,2,480.0,250.0
2021-11-20 10:10:00,2021-11-20 10:09:44,2021-11-20 10:10:00,291.2,908.54,4.8,30.0,25.0,2,910.0,290.0
2021-11-20 10:15:00,2021-11-20 10:15:05,2021-11-20 10:15:00,189.0,128.99,4.8,27.0,22.0,2,130.0,190.0
2021-11-20 10:20:00,2021-11-20 10:20:26,2021-11-20 10:20:00,187.6,91.45,4.9,33.0,28.0,2,90.0,190.0
2021-11-20 10:25:00,2021-11-20 10:25:47,2021-11-20 10:25:00,251.7,539.89,4.9,32.0,27.0,2,540.0,250.0
2021-11-20 10:30:00,2021-11-20 10:31:08,2021-11-20 10:30:00,248.7,484.96,5.0,32.0,25.0,2,480.0,250.0
2021-11-20 10:35:00,2021-11-20 10:36:30,2021-11-20 10:35:00,249.0,485.55,5.0,32.0,26.0,2,490.0,250.0
2021-11-20 10:40:00,2021-11-20 10:41:54,2021-11-20 10:40:00,247.0,481.65,5.1,33.0,27.0,2,480.0,250.0
2021-11-20 10:45:00,2021-11-20 10:47:14,2021-11-20 10:45:00,290.0,989.62,5.1,35.0,29.0,2,990.0,290.0
2021-11-20 10:55:00,2021-11-20 10:52:35,2021-11-20 10:55:00,226.0,286.45,5.2,25.0,20.0,2,290.0,230.0
2021-11-20 11:00:00,2021-11-20 10:57:56,2021-11-20 11:00:00,240.1,397.96,5.2,25.0,20.0,2,400.0,240.0
2021-11-20 11:05:00,2021-11-20 11:03:18,2021-11-20 11:05:00,247.7,483.01,5.3,28.0,24.0,2,480.0,250.0
2021-11-20 11:10:00,2021-11-20 11:08:40,2021-11-20 11:10:00,274.5,722.62,5.3,24.0,20.0,2,720.0,270.0
2021-11-20 11:15:00,2021-11-20 11:14:01,2021-11-20 11:15:00,243.5,427.34,5.3,25.0,19.0,2,430.0,240.0
2021-11-20 11:20:00,2021-11-20 11:19:22,2021-11-20 11:20:00,188.8,128.85,5.4,27.0,20.0,2,130.0,190.0
2021-11-20 11:25:00,2021-11-20 11:24:42,2021-11-20 11:25:00,234.1,342.37,5.4,28.0,19.0,2,340.0,230.0
2021-11-20 11:30:00,2021-11-20 11:30:04,2021-11-20 11:30:00,269.2,656.17,5.4,25.0,21.0,2,660.0,270.0
2021-11-20 11:35:00,2021-11-20 11:35:26,2021-11-20 11:35:00,257.6,552.55,5.5,25.0,20.0,2,550.0,260.0
2021-11-20 11:40:00,2021-11-20 11:40:48,2021-11-20 11:40:00,184.1,89.74,5.5,27.0,20.0,2,90.0,180.0
2021-11-20 11:45:00,2021-11-20 11:46:09,2021-11-20 11:45:00,264.1,643.74,5.6,27.0,21.0,2,640.0,260.0
2021-11-20 11:50:00,2021-11-20 11:51:29,2021-11-20 11:50:00,233.0,340.76,5.6,27.0,19.0,2,340.0,230.0
2021-11-20 11:55:00,2021-11-20 11:56:51,2021-11-20 11:55:00,220.0,257.4,5.6,25.0,19.0,2,260.0,220.0
2021-11-20 12:00:00,2021-11-20 12:02:13,2021-11-20 12:00:00,203.0,197.92,5.6,22.0,17.0,2,200.0,200.0
2021-11-20 12:10:00,2021-11-20 12:07:34,2021-11-20 12:10:00,182.3,35.54,5.7,22.0,18.0,2,40.0,180.0
2021-11-20 12:15:00,2021-11-20 12:12:55,2021-11-20 12:15:00,225.8,264.18,5.7,25.0,19.0,2,260.0,230.0
2021-11-20 12:20:00,2021-11-20 12:18:15,2021-11-20 12:20:00,274.6,722.88,5.7,25.0,19.0,2,720.0,270.0
2021-11-20 12:25:00,2021-11-20 12:23:36,2021-11-20 12:25:00,192.2,149.91,5.7,22.0,18.0,2,150.0,190.0
2021-11-20 12:30:00,2021-11-20 12:28:58,2021-11-20 12:30:00,242.3,425.23,5.8,25.0,21.0,2,430.0,240.0
2021-11-20 12:35:00,2021-11-20 12:34:19,2021-11-20 12:35:00,214.3,250.73,5.8,22.0,17.0,2,250.0,210.0
2021-11-20 12:40:00,2021-11-20 12:39:41,2021-11-20 12:40:00,192.3,131.24,5.8,24.0,19.0,2,130.0,190.0
2021-11-20 12:45:00,2021-11-20 12:45:02,2021-11-20 12:45:00,244.5,476.77,5.8,25.0,19.0,2,480.0,240.0
2021-11-20 12:50:00,2021-11-20 12:50:22,2021-11-20 12:50:00,182.7,35.62,5.9,22.0,18.0,2,40.0,180.0
2021-11-20 12:55:00,2021-11-20 12:55:44,2021-11-20 12:55:00,240.8,399.12,5.9,22.0,18.0,2,400.0,240.0
2021-11-20 13:00:00,2021-11-20 13:01:05,2021-11-20 13:00:00,200.5,195.48,5.9,19.0,16.0,2,200.0,200.0
2021-11-20 13:05:00,2021-11-20 13:06:27,2021-11-20 13:05:00,196.2,133.9,5.9,19.0,15.0,2,130.0,200.0
2021-11-20 13:10:00,2021-11-20 13:11:49,2021-11-20 13:10:00,196.3,191.39,5.9,20.0,16.0,2,190.0,200.0
2021-11-20 13:15:00,2021-11-20 13:17:09,2021-11-20 13:15:00,197.3,153.89,6.0,17.0,14.0,2,150.0,200.0
2021-11-20 13:20:00,2021-11-20 13:22:30,2021-11-20 13:20:00,195.6,190.7,6.0,16.0,13.0,2,190.0,200.0
2021-11-20 13:30:00,2021-11-20 13:27:52,2021-11-20 13:30:00,190.5,130.01,6.0,27.0,18.0,2,130.0,190.0
2021-11-20 13:35:00,2021-11-20 13:33:13,2021-11-20 13:35:00,228.0,333.45,6.0,20.0,15.0,2,330.0,230.0
2021-11-20 13:40:00,2021-11-20 13:38:35,2021-11-20 13:40:00,199.7,194.7,6.0,22.0,18.0,2,190.0,200.0
2021-11-20 13:45:00,2021-11-20 13:43:55,2021-11-20 13:45:00,184.5,89.94,6.0,20.0,16.0,2,90.0,180.0
2021-11-20 13:50:00,2021-11-20 13:49:16,2021-11-20 13:50:00,219.2,256.46,6.0,16.0,12.0,2,260.0,220.0
2021-11-20 13:55:00,2021-11-20 13:54:38,2021-11-20 13:55:00,184.5,35.97,6.0,19.0,12.0,2,40.0,180.0
2021-11-20 14:00:00,2021-11-20 13:59:59,2021-11-20 14:00:00,216.3,253.07,6.1,17.0,15.0,2,250.0,220.0
2021-11-20 14:05:00,2021-11-20 14:05:21,2021-11-20 14:05:00,184.3,35.93,6.1,19.0,14.0,2,40.0,180.0
2021-11-20 14:10:00,2021-11-20 14:10:43,2021-11-20 14:10:00,187.1,91.21,6.1,16.0,11.0,2,90.0,190.0
2021-11-20 14:15:00,2021-11-20 14:16:03,2021-11-20 14:15:00,199.6,194.6,6.1,20.0,14.0,2,190.0,200.0
2021-11-20 14:20:00,2021-11-20 14:21:24,2021-11-20 14:20:00,195.2,190.32,6.1,22.0,17.0,2,190.0,200.0
2021-11-20 14:25:00,2021-11-20 14:26:46,2021-11-20 14:25:00,189.0,92.13,6.1,22.0,17.0,2,90.0,190.0
2021-11-20 14:30:00,2021-11-20 14:32:07,2021-11-20 14:30:00,182.7,0.0,6.1,17.0,12.0,2,0.0,180.0
2021-11-20 14:35:00,2021-11-20 14:37:29,2021-11-20 14:35:00,188.7,128.78,6.1,20.0,12.0,2,130.0,190.0
2021-11-20 14:45:00,2021-11-20 14:42:50,2021-11-20 14:45:00,195.6,190.7,6.1,19.0,16.0,2,190.0,200.0
2021-11-20 14:50:00,2021-11-20 14:48:10,2021-11-20 14:50:00,196.0,191.1,6.2,16.0,15.0,2,190.0,200.0
2021-11-20 14:55:00,2021-11-20 14:53:32,2021-11-20 14:55:00,145.1,0.0,6.2,17.0,14.0,2,0.0,150.0
2021-11-20 15:00:00,2021-11-20 14:58:54,2021-11-20 15:00:00,194.0,151.32,6.2,16.0,12.0,2,150.0,190.0
2021-11-20 15:05:00,2021-11-20 15:04:15,2021-11-20 15:05:00,187.5,91.4,6.2,16.0,11.0,2,90.0,190.0
2021-11-20 15:10:00,2021-11-20 15:09:37,2021-11-20 15:10:00,183.1,35.7,6.2,16.0,12.0,2,40.0,180.0
2021-11-20 15:15:00,2021-11-20 15:14:58,2021-11-20 15:15:00,174.8,0.0,6.2,16.0,11.0,2,0.0,170.0
2021-11-20 15:20:00,2021-11-20 15:20:18,2021-11-20 15:20:00,73.6,0.0,6.2,11.0,8.0,2,0.0,70.0
2021-11-20 15:25:00,2021-11-20 15:25:40,2021-11-20 15:25:00,181.5,0.0,6.2,11.0,8.0,2,0.0,180.0
2021-11-20 15:30:00,2021-11-20 15:31:02,2021-11-20 15:30:00,90.7,0.0,6.2,11.0,8.0,2,0.0,90.0
2021-11-20 15:35:00,2021-11-20 15:36:23,2021-11-20 15:35:00,97.2,0.0,6.2,11.0,8.0,2,0.0,100.0
2021-11-20 15:40:00,2021-11-20 15:41:44,2021-11-20 15:40:00,53.8,0.0,6.2,11.0,7.0,2,0.0,50.0
2021-11-20 15:45:00,2021-11-20 15:47:05,2021-11-20 15:45:00,77.6,0.0,6.2,9.0,7.0,2,0.0,80.0
2021-11-20 15:50:00,2021-11-20 15:52:26,2021-11-20 15:50:00,112.6,0.0,6.2,11.0,9.0,2,0.0,110.0
2021-11-20 16:00:00,2021-11-20 15:57:48,2021-11-20 16:00:00,71.1,0.0,6.2,9.0,8.0,2,0.0,70.0
2021-11-20 16:05:00,2021-11-20 16:03:10,2021-11-20 16:05:00,68.2,0.0,6.2,9.0,8.0,2,0.0,70.0
2021-11-20 16:10:00,2021-11-20 16:08:31,2021-11-20 16:10:00,62.3,0.0,6.2,9.0,8.0,2,0.0,60.0
2021-11-20 16:15:00,2021-11-20 16:13:52,2021-11-20 16:15:00,62.5,0.0,6.2,11.0,9.0,2,0.0,60.0
2021-11-20 16:20:00,2021-11-20 16:19:13,2021-11-20 16:20:00,91.1,0.0,6.2,9.0,8.0,2,0.0,90.0
2021-11-20 16:25:00,2021-11-20 16:24:34,2021-11-20 16:25:00,61.1,0.0,6.2,8.0,7.0,2,0.0,60.0
2021-11-20 16:30:00,2021-11-20 16:29:56,2021-11-20 16:30:00,56.6,0.0,6.2,11.0,9.0,2,0.0,60.0
2021-11-20 16:35:00,2021-11-20 16:35:18,2021-11-20 16:35:00,72.8,0.0,6.2,9.0,8.0,2,0.0,70.0
2021-11-20 16:40:00,2021-11-20 16:40:38,2021-11-20 16:40:00,50.7,0.0,6.2,9.0,8.0,2,0.0,50.0
2021-11-20 16:45:00,2021-11-20 16:45:59,2021-11-20 16:45:00,67.0,0.0,6.2,11.0,9.0,2,0.0,70.0
2021-11-20 16:50:00,2021-11-20 16:51:20,2021-11-20 16:50:00,125.8,0.0,6.2,11.0,9.0,2,0.0,130.0
2021-11-20 16:55:00,2021-11-20 16:56:42,2021-11-20 16:55:00,42.6,0.0,6.2,9.0,7.0,2,0.0,40.0
2021-11-20 17:00:00,2021-11-20 17:02:04,2021-11-20 17:00:00,48.1,0.0,6.2,6.0,5.0,2,0.0,50.0
2021-11-20 17:05:00,2021-11-20 17:02:55,2021-11-20 17:05:00,38.3,0.0,6.2,6.0,3.0,2,0.0,40.0
2021-11-20 17:10:00,2021-11-20 17:08:09,2021-11-20 17:10:00,0.7,0.0,6.2,6.0,5.0,2,0.0,0.0
2021-11-20 17:15:00,2021-11-20 17:13:36,2021-11-20 17:15:00,0.0,0.0,6.2,8.0,7.0,2,0.0,0.0
2021-11-20 17:20:00,2021-11-20 17:18:57,2021-11-20 17:20:00,0.6,0.0,6.2,9.0,8.0,2,0.0,0.0
2021-11-20 17:25:00,2021-11-20 17:24:20,2021-11-20 17:25:00,0.6,0.0,6.2,8.0,6.0,2,0.0,0.0
2021-11-20 17:30:00,2021-11-20 17:29:43,2021-11-20 17:30:00,0.5,0.0,6.2,6.0,5.0,2,0.0,0.0
2021-11-20 17:35:00,2021-11-20 17:35:06,2021-11-20 17:35:00,0.3,0.0,6.2,6.0,4.0,2,0.0,0.0
2021-11-20 17:40:00,2021-11-20 17:40:28,2021-11-20 17:40:00,0.2,0.0,6.2,4.0,3.0,2,0.0,0.0
2021-11-20 17:45:00,2021-11-20 17:45:49,2021-11-20 17:45:00,0.1,0.0,6.2,3.0,1.0,2,0.0,0.0
2021-11-20 17:50:00,2021-11-20 17:51:12,2021-11-20 17:50:00,0.1,0.0,6.2,6.0,4.0,2,0.0,0.0
2021-11-20 17:55:00,2021-11-20 17:56:35,2021-11-20 17:55:00,0.0,0.0,6.2,6.0,4.0,2,0.0,0.0
